activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,11,gini,0,0,0,1,1,6,adaptive,42,log2,17,30,nnClassifier,10,3,sgd,distance,0.48246844319775595
tanh,brute,22,entropy,1,1,1,1,1,5,adaptive,15,sqrt,16,21,randomForestClassifier,9,5,adam,uniform,0.938288920056101
relu,brute,27,gini,0,0,0,1,0,36,adaptive,59,auto,15,23,kneighborsClassifier,6,3,adam,distance,0.7391304347826086
logistic,kd_tree,23,entropy,1,1,1,1,0,37,invscaling,68,sqrt,14,5,nnClassifier,8,1,lbfgs,uniform,0.49368863955119213
tanh,auto,8,entropy,0,1,1,1,1,23,constant,38,log2,17,31,kneighborsClassifier,3,6,sgd,uniform,0.7840112201963534
relu,ball_tree,32,entropy,0,1,0,0,0,26,adaptive,52,log2,7,39,randomForestClassifier,1,4,sgd,distance,0.5077138849929874
tanh,ball_tree,22,entropy,1,1,1,1,0,29,constant,8,log2,19,7,nnClassifier,10,2,adam,uniform,0.49789621318373073
tanh,brute,16,gini,0,0,0,1,0,5,constant,25,auto,7,18,kneighborsClassifier,10,1,adam,distance,0.6591865357643759
logistic,ball_tree,8,gini,1,0,0,1,1,32,invscaling,66,auto,17,30,nnClassifier,5,8,sgd,distance,0.5161290322580645
identity,auto,27,entropy,0,0,1,0,1,34,adaptive,45,log2,13,18,nnClassifier,8,2,sgd,uniform,0.5161290322580645
logistic,ball_tree,11,gini,1,0,1,0,1,14,invscaling,7,sqrt,14,34,kneighborsClassifier,7,5,lbfgs,distance,0.908835904628331
tanh,kd_tree,18,entropy,0,0,1,1,1,37,invscaling,58,sqrt,14,7,randomForestClassifier,8,2,sgd,uniform,0.8485273492286115
logistic,auto,18,gini,1,1,1,1,0,20,constant,77,log2,11,4,kneighborsClassifier,1,2,sgd,distance,0.9144460028050491
relu,ball_tree,27,entropy,1,0,1,1,1,39,constant,97,auto,5,6,nnClassifier,1,7,adam,distance,0.49789621318373073
identity,brute,26,gini,0,1,0,0,1,12,adaptive,92,log2,8,40,kneighborsClassifier,4,4,lbfgs,distance,0.6072931276297335
logistic,brute,22,entropy,0,1,1,0,1,36,constant,87,sqrt,13,31,randomForestClassifier,8,8,sgd,uniform,0.7040673211781207
identity,auto,25,gini,0,0,1,1,0,12,invscaling,4,sqrt,14,15,randomForestClassifier,1,5,sgd,uniform,0.7208976157082749
tanh,brute,32,entropy,1,1,0,1,1,21,adaptive,4,log2,16,32,nnClassifier,2,2,sgd,distance,0.49228611500701264
identity,brute,11,gini,0,0,0,0,0,5,adaptive,2,sqrt,7,12,kneighborsClassifier,7,5,lbfgs,uniform,0
logistic,ball_tree,14,entropy,1,0,1,0,1,39,invscaling,30,log2,7,21,randomForestClassifier,6,5,lbfgs,distance,0.9326788218793829
identity,brute,17,gini,1,1,0,0,1,18,constant,59,log2,12,23,nnClassifier,8,2,lbfgs,distance,0.4908835904628331
relu,brute,20,entropy,1,0,1,1,1,30,adaptive,47,auto,6,10,randomForestClassifier,5,4,sgd,uniform,0.9453015427769986
identity,ball_tree,14,gini,0,1,0,1,1,18,constant,46,log2,15,10,nnClassifier,9,1,adam,uniform,0.4670406732117812
identity,brute,17,gini,1,0,1,1,0,6,invscaling,86,auto,12,7,nnClassifier,9,7,adam,uniform,0.4964936886395512
relu,ball_tree,10,entropy,0,1,1,1,0,40,invscaling,56,auto,3,36,randomForestClassifier,1,8,adam,uniform,0.7755960729312763
tanh,ball_tree,29,gini,1,1,1,0,1,37,invscaling,49,sqrt,5,17,nnClassifier,4,1,adam,uniform,0.49228611500701264
tanh,kd_tree,16,gini,1,1,0,0,1,7,adaptive,21,log2,19,14,randomForestClassifier,6,7,adam,uniform,0.9340813464235624
identity,ball_tree,9,entropy,0,1,0,0,0,38,constant,5,auto,6,6,nnClassifier,1,6,adam,distance,0.5161290322580645
identity,auto,23,entropy,0,1,1,0,0,17,invscaling,4,log2,12,31,kneighborsClassifier,3,9,sgd,uniform,0.5582047685834503
tanh,brute,13,entropy,1,1,0,0,0,24,invscaling,16,sqrt,2,19,randomForestClassifier,3,3,lbfgs,uniform,0.9256661991584852
tanh,kd_tree,24,entropy,0,0,1,0,0,2,constant,76,auto,8,34,kneighborsClassifier,6,9,adam,uniform,0.5778401122019635
logistic,kd_tree,18,gini,0,0,0,0,1,29,constant,90,sqrt,5,13,randomForestClassifier,7,2,sgd,uniform,0.6830294530154277
tanh,brute,22,gini,0,0,1,1,0,5,adaptive,3,auto,20,8,kneighborsClassifier,3,4,lbfgs,uniform,0.7433380084151473
logistic,auto,9,gini,1,0,1,0,1,36,invscaling,81,sqrt,7,5,randomForestClassifier,4,9,lbfgs,distance,0.9340813464235624
logistic,ball_tree,18,gini,1,0,1,0,0,26,constant,72,log2,4,4,randomForestClassifier,3,7,adam,uniform,0.9228611500701263
tanh,auto,32,gini,1,1,0,0,0,17,constant,40,sqrt,7,4,nnClassifier,2,10,adam,uniform,0.48807854137447404
relu,auto,11,gini,1,0,1,0,0,5,adaptive,33,log2,15,35,kneighborsClassifier,9,2,adam,uniform,0.884992987377279
logistic,brute,25,entropy,0,0,1,1,0,23,adaptive,17,auto,10,40,nnClassifier,1,3,sgd,distance,0.5161290322580645
tanh,brute,25,gini,1,0,0,1,0,23,adaptive,79,sqrt,2,23,randomForestClassifier,6,2,lbfgs,distance,0.938288920056101
logistic,ball_tree,20,entropy,1,0,1,0,0,23,invscaling,59,log2,6,6,nnClassifier,4,10,lbfgs,uniform,0.49228611500701264
logistic,kd_tree,29,entropy,1,1,1,1,1,36,constant,70,sqrt,3,7,randomForestClassifier,3,1,sgd,uniform,0.938288920056101
identity,kd_tree,29,gini,0,0,0,1,0,19,invscaling,83,auto,19,35,nnClassifier,1,8,lbfgs,uniform,0.5133239831697055
relu,brute,26,gini,1,0,1,0,1,36,constant,66,log2,18,4,randomForestClassifier,7,10,adam,uniform,0.9326788218793829
tanh,kd_tree,16,gini,1,0,0,1,1,6,constant,60,log2,16,12,randomForestClassifier,3,10,adam,distance,0.9368863955119214
relu,auto,8,entropy,0,0,1,0,0,2,adaptive,10,auto,10,31,kneighborsClassifier,3,5,adam,distance,0.5568022440392707
relu,ball_tree,29,gini,0,0,0,0,0,15,adaptive,57,log2,9,21,kneighborsClassifier,8,9,lbfgs,uniform,0
identity,kd_tree,24,entropy,0,0,0,0,1,11,constant,80,auto,5,2,randomForestClassifier,7,6,adam,uniform,0.6830294530154277
relu,brute,23,entropy,1,0,0,0,1,19,adaptive,61,sqrt,2,19,kneighborsClassifier,1,2,adam,distance,0.8920056100981767
tanh,ball_tree,20,gini,1,1,1,0,0,12,adaptive,19,auto,3,29,randomForestClassifier,3,1,adam,distance,0.9284712482468443
identity,brute,10,gini,1,0,1,1,0,34,adaptive,66,sqrt,17,8,randomForestClassifier,2,8,lbfgs,uniform,0.9340813464235624
identity,auto,25,entropy,1,0,0,1,0,37,constant,31,log2,6,16,kneighborsClassifier,2,1,adam,distance,0.8976157082748948
relu,kd_tree,21,gini,0,1,1,1,1,39,invscaling,50,auto,19,33,randomForestClassifier,5,10,lbfgs,distance,0.8583450210378681
identity,kd_tree,18,entropy,1,1,1,1,0,35,adaptive,92,sqrt,8,37,kneighborsClassifier,3,4,sgd,uniform,0.9284712482468443
identity,auto,26,gini,0,0,0,1,1,38,invscaling,92,log2,20,29,nnClassifier,8,3,lbfgs,uniform,0.46984572230014027
identity,ball_tree,18,entropy,1,1,1,0,0,26,invscaling,23,log2,12,34,randomForestClassifier,6,4,sgd,uniform,0.9298737727910238
identity,brute,31,entropy,1,1,0,1,1,26,adaptive,76,log2,4,29,kneighborsClassifier,9,10,lbfgs,uniform,0.9354838709677419
tanh,ball_tree,14,entropy,0,1,0,1,0,28,adaptive,66,sqrt,12,25,randomForestClassifier,6,9,sgd,uniform,0.782608695652174
tanh,brute,19,entropy,0,1,1,1,0,35,invscaling,58,auto,4,10,kneighborsClassifier,7,8,sgd,distance,0.761570827489481
relu,ball_tree,21,entropy,1,1,0,1,1,16,constant,35,auto,2,10,kneighborsClassifier,7,4,lbfgs,uniform,0.9270687237026648
logistic,auto,27,entropy,1,1,1,1,0,20,invscaling,4,log2,16,21,kneighborsClassifier,4,3,sgd,uniform,0.9242636746143057
relu,kd_tree,8,gini,0,0,0,1,1,33,invscaling,34,sqrt,5,18,nnClassifier,8,3,sgd,uniform,0.46563814866760167
logistic,brute,21,gini,0,0,1,1,0,30,constant,40,auto,18,24,nnClassifier,10,2,adam,uniform,0.5007012622720898
tanh,auto,27,entropy,0,0,0,0,0,22,constant,81,auto,3,23,randomForestClassifier,7,3,adam,distance,0
tanh,auto,28,gini,0,1,0,1,1,39,constant,40,sqrt,15,5,kneighborsClassifier,6,5,adam,distance,0.8134642356241234
