activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,20,entropy,1,0,0,0,1,23,constant,9,log2,8,5,nnClassifier,3,1,lbfgs,uniform,0.49368863955119213
logistic,auto,18,entropy,0,0,1,0,1,28,adaptive,23,sqrt,2,31,nnClassifier,2,6,sgd,distance,0.5091164095371669
identity,auto,14,entropy,1,1,1,0,1,39,constant,60,auto,6,8,nnClassifier,9,4,lbfgs,uniform,0.49228611500701264
logistic,brute,16,gini,1,1,1,1,0,32,constant,72,auto,4,2,randomForestClassifier,2,5,sgd,uniform,0.9326788218793829
identity,auto,24,gini,0,1,0,0,1,7,constant,80,auto,7,31,nnClassifier,5,2,sgd,uniform,0.5021037868162693
tanh,auto,16,entropy,0,1,1,1,1,29,constant,42,log2,19,26,nnClassifier,6,1,lbfgs,uniform,0.4908835904628331
identity,kd_tree,15,entropy,1,0,0,0,1,22,adaptive,53,sqrt,2,35,nnClassifier,1,10,adam,distance,0.48807854137447404
relu,kd_tree,12,gini,1,1,1,1,0,31,adaptive,55,log2,13,21,nnClassifier,8,2,adam,distance,0.4964936886395512
logistic,auto,22,entropy,0,0,0,1,1,15,constant,33,sqrt,16,2,nnClassifier,4,4,sgd,distance,0.47685834502103785
logistic,ball_tree,26,entropy,1,1,0,0,1,15,adaptive,11,auto,10,22,kneighborsClassifier,10,4,lbfgs,uniform,0.9242636746143057
logistic,kd_tree,8,gini,1,1,0,1,0,38,invscaling,60,auto,7,3,kneighborsClassifier,2,3,sgd,distance,0.9284712482468443
identity,auto,14,entropy,0,0,0,1,1,25,invscaling,78,log2,4,34,randomForestClassifier,8,8,adam,uniform,0.8737727910238429
identity,auto,32,gini,1,0,1,1,1,35,invscaling,15,log2,10,37,kneighborsClassifier,8,1,adam,distance,0.9158485273492286
relu,auto,29,gini,1,1,0,0,0,14,invscaling,45,auto,12,31,kneighborsClassifier,6,3,adam,uniform,0.9130434782608695
identity,auto,31,gini,1,1,0,1,1,20,adaptive,34,sqrt,11,7,kneighborsClassifier,8,3,adam,distance,0.9312762973352033
relu,kd_tree,13,entropy,1,1,1,1,1,39,adaptive,29,log2,9,34,randomForestClassifier,7,1,lbfgs,uniform,0.938288920056101
relu,brute,24,gini,0,1,1,0,1,34,constant,60,log2,15,32,randomForestClassifier,9,8,lbfgs,distance,0.7096774193548387
relu,brute,9,entropy,0,0,1,0,1,35,invscaling,3,log2,19,23,nnClassifier,8,3,lbfgs,distance,0.511921458625526
tanh,kd_tree,27,entropy,0,1,0,0,1,15,adaptive,46,auto,11,26,kneighborsClassifier,2,8,sgd,distance,0.6100981767180925
relu,ball_tree,25,entropy,0,1,0,0,0,4,invscaling,56,log2,7,25,nnClassifier,5,6,lbfgs,uniform,0.5007012622720898
relu,auto,29,entropy,1,0,0,1,1,20,invscaling,33,auto,2,9,randomForestClassifier,5,3,sgd,uniform,0.94109396914446
identity,auto,13,gini,1,1,0,1,0,25,constant,38,sqrt,6,20,randomForestClassifier,6,9,sgd,distance,0.9368863955119214
identity,kd_tree,28,gini,0,1,1,1,1,4,adaptive,88,sqrt,5,20,nnClassifier,8,2,sgd,distance,0.4782608695652174
tanh,ball_tree,13,gini,0,0,1,1,0,19,adaptive,9,sqrt,18,10,kneighborsClassifier,6,4,adam,uniform,0.7489481065918654
relu,auto,18,gini,1,0,0,1,1,20,constant,18,auto,7,34,kneighborsClassifier,2,8,sgd,uniform,0.94109396914446
relu,ball_tree,16,entropy,1,0,1,0,1,15,invscaling,11,log2,3,15,randomForestClassifier,7,10,lbfgs,distance,0.9354838709677419
identity,brute,29,entropy,0,1,0,0,1,26,invscaling,84,sqrt,14,20,randomForestClassifier,2,9,lbfgs,uniform,0.6914446002805049
tanh,ball_tree,16,gini,0,1,0,1,1,12,adaptive,100,sqrt,20,30,nnClassifier,8,3,lbfgs,distance,0.485273492286115
logistic,auto,24,entropy,0,1,0,0,1,32,invscaling,99,auto,20,30,kneighborsClassifier,5,7,lbfgs,uniform,0.6549789621318373
identity,brute,18,entropy,0,1,1,1,0,16,constant,39,sqrt,18,10,randomForestClassifier,8,1,sgd,uniform,0.7784011220196353
tanh,kd_tree,22,entropy,0,0,0,0,0,27,adaptive,16,sqrt,2,24,kneighborsClassifier,8,3,lbfgs,distance,0
tanh,ball_tree,24,entropy,0,1,0,1,1,37,constant,1,log2,2,18,kneighborsClassifier,9,2,sgd,distance,0.8050490883590463
tanh,brute,20,entropy,1,1,0,1,1,4,constant,95,auto,4,19,nnClassifier,5,8,lbfgs,distance,0.4950911640953717
relu,auto,14,gini,0,0,0,0,0,19,invscaling,72,log2,19,13,kneighborsClassifier,10,3,lbfgs,uniform,0
logistic,auto,12,entropy,0,1,1,1,1,12,constant,10,sqrt,3,22,nnClassifier,2,6,sgd,distance,0.4726507713884993
relu,ball_tree,10,gini,1,1,0,0,0,9,constant,84,log2,9,19,nnClassifier,3,7,lbfgs,distance,0.49228611500701264
