activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
logistic,auto,19,gini,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,36,adaptive,48,auto,16,35,kneighborsClassifier,6,5,adam,uniform,0.4506398537477148,298.952872490976
logistic,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,25,adaptive,80,auto,11,36,randomForestClassifier,6,9,adam,uniform,0.5575868372943327,298.95293214102276
identity,auto,19,gini,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,13,constant,87,auto,17,31,nnClassifier,9,6,adam,distance,0.04570383912248629,298.95299145998433
identity,auto,23,gini,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,26,adaptive,68,auto,16,36,nnClassifier,7,10,adam,uniform,0.0712979890310786,298.953051249031
relu,auto,15,gini,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,24,constant,24,auto,12,31,randomForestClassifier,7,7,adam,distance,0.6160877513711152,298.9531105090864
logistic,auto,17,gini,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,14,invscaling,91,auto,9,15,nnClassifier,9,8,adam,distance,0.0,298.9531693079043
identity,auto,17,gini,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,28,adaptive,8,auto,13,11,randomForestClassifier,9,7,adam,uniform,0.5237659963436929,298.95322752790526
identity,auto,24,gini,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,23,adaptive,88,auto,12,15,kneighborsClassifier,7,8,adam,distance,0.44972577696526506,298.9532868170645
logistic,auto,18,gini,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,31,constant,18,auto,16,7,nnClassifier,8,9,adam,distance,0.06672760511882998,298.95334518607706
tanh,auto,25,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,7,adaptive,44,auto,11,14,kneighborsClassifier,2,10,adam,uniform,0.489945155393053,298.9534042458981
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,88,auto,10,26,nnClassifier,6,9,adam,distance,0.6188299817184644,727.9754024280701
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,52,auto,12,17,nnClassifier,4,10,adam,distance,0.2577696526508227,727.9754820871167
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,90,auto,10,11,nnClassifier,8,10,adam,distance,0.23583180987202926,727.975542915985
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,10,auto,9,19,nnClassifier,9,7,adam,distance,0.26691042047531993,727.9756025250535
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,77,auto,11,34,nnClassifier,6,10,adam,distance,0.06855575868372943,727.9756618749816
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,66,auto,10,14,nnClassifier,6,10,adam,distance,0.6325411334552102,727.9757296938915
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,12,auto,11,16,nnClassifier,6,10,adam,distance,0.5776965265082267,727.975788502954
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,35,auto,12,15,nnClassifier,8,6,adam,distance,0.4625228519195612,727.9758472829126
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,88,auto,11,18,nnClassifier,4,8,adam,distance,0.6316270566727605,727.9759059620555
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,24,auto,13,18,nnClassifier,6,9,adam,distance,0.30438756855575866,727.9759648509789
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,52,auto,12,34,nnClassifier,7,9,adam,distance,0.45978062157221206,727.9760238809977
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,81,auto,9,34,nnClassifier,6,9,adam,distance,0.6343692870201096,727.9760819899384
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,83,auto,13,35,nnClassifier,7,10,adam,distance,0.09414990859232175,727.9761406390462
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,72,auto,12,34,nnClassifier,5,10,adam,distance,0.07221206581352833,727.9761990990955
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,28,auto,8,35,nnClassifier,6,6,adam,distance,0.6151736745886655,727.9762573179323
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,87,auto,11,19,nnClassifier,7,10,adam,distance,0.25594149908592323,727.9763155770488
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,12,auto,12,15,nnClassifier,7,10,adam,distance,0.5850091407678245,727.9763743069489
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,84,auto,11,19,nnClassifier,7,10,adam,distance,0.46526508226691043,727.9764328359161
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,22,auto,14,11,nnClassifier,7,10,adam,distance,0.23491773308957953,727.9764909250662
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,48,auto,13,18,nnClassifier,6,10,adam,distance,0.4890310786106033,727.9765491450671
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,84,auto,13,30,nnClassifier,8,9,adam,distance,0.29341864716636196,1805.4732942180708
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,56,auto,12,21,nnClassifier,5,10,adam,distance,0.32084095063985374,1805.4733699769713
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,86,auto,10,15,nnClassifier,7,10,adam,distance,0.30347349177330896,1805.4734310859349
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,14,auto,8,23,nnClassifier,9,9,adam,distance,0.28153564899451555,1805.4734902849887
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,81,auto,11,35,nnClassifier,5,10,adam,distance,0.29341864716636196,1805.4735499951057
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,70,auto,13,18,nnClassifier,6,6,adam,distance,0.31992687385740404,1805.4736093040556
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,16,auto,11,20,nnClassifier,6,8,adam,distance,0.29981718464351004,1805.473678122973
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,39,auto,11,19,nnClassifier,7,6,adam,distance,0.2915904936014625,1805.4737478329334
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,84,auto,11,22,nnClassifier,4,10,adam,distance,0.32449725776965266,1805.4738074520137
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,28,auto,12,22,nnClassifier,6,10,adam,distance,0.3062157221206581,1805.4738715409767
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,56,auto,13,36,nnClassifier,6,5,adam,distance,0.26782449725776963,1805.473930499982
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,80,auto,12,35,nnClassifier,6,9,adam,distance,0.29341864716636196,1805.473989089951
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,80,auto,10,38,nnClassifier,6,10,adam,distance,0.26782449725776963,1805.4740484189242
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,76,auto,9,33,nnClassifier,5,9,adam,distance,0.2687385740402194,1805.4741073080804
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,32,auto,11,38,nnClassifier,7,4,adam,distance,0.3117001828153565,1805.4741661779117
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,83,auto,12,23,nnClassifier,5,10,adam,distance,0.2961608775137112,1805.4742249071132
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,16,auto,13,19,nnClassifier,8,10,adam,distance,0.2851919561243144,1805.47428381606
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,86,auto,11,22,nnClassifier,6,10,adam,distance,0.26142595978062155,1805.4743423159234
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,26,auto,11,15,nnClassifier,6,9,adam,distance,0.26508226691042047,1805.474401304964
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,50,auto,15,22,nnClassifier,4,7,adam,distance,0.2952468007312614,1805.4744601240382
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,85,auto,11,26,nnClassifier,9,9,adam,distance,0.2970749542961609,2866.102850677911
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,60,auto,11,19,nnClassifier,4,10,adam,distance,0.2797074954296161,2866.1029324270785
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,82,auto,12,19,nnClassifier,8,9,adam,distance,0.26508226691042047,2866.1029931560624
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,18,auto,12,27,nnClassifier,8,10,adam,distance,0.283363802559415,2866.10305346502
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,77,auto,11,35,nnClassifier,7,9,adam,distance,0.27696526508226693,2866.103112374898
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,74,auto,9,22,nnClassifier,6,9,adam,distance,0.31992687385740404,2866.1031714740675
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,20,auto,11,16,nnClassifier,7,8,adam,distance,0.29341864716636196,2866.1032301529776
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,43,auto,12,15,nnClassifier,5,10,adam,distance,0.26782449725776963,2866.103289273102
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,81,auto,12,26,nnClassifier,8,10,adam,distance,0.3290676416819013,2866.10334788193
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,32,auto,10,25,nnClassifier,6,10,adam,distance,0.3080438756855576,2866.103407040937
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,60,auto,12,36,nnClassifier,6,5,adam,distance,0.29341864716636196,2866.1034658399876
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,80,auto,12,38,nnClassifier,6,9,adam,distance,0.29981718464351004,2866.103524270002
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,79,auto,9,39,nnClassifier,6,9,adam,distance,0.29341864716636196,2866.103582279058
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,75,auto,9,37,nnClassifier,6,10,adam,distance,0.2687385740402194,2866.103640818037
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,36,auto,11,34,nnClassifier,6,8,adam,distance,0.2961608775137112,2866.103706008056
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,83,auto,9,27,nnClassifier,9,10,adam,distance,0.2797074954296161,2866.1037643570453
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,16,auto,11,15,nnClassifier,8,6,adam,distance,0.2970749542961609,2866.1038223661017
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,84,auto,13,26,nnClassifier,6,7,adam,distance,0.3062157221206581,2866.103880485054
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,30,auto,9,19,nnClassifier,5,9,adam,distance,0.29341864716636196,2866.103938335087
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,54,auto,12,26,nnClassifier,4,7,adam,distance,0.32084095063985374,2866.1039968240075
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,86,auto,11,30,nnClassifier,6,9,adam,distance,0.28153564899451555,3925.9974101150874
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,64,auto,11,23,nnClassifier,4,8,adam,distance,0.3162705667276051,3925.9974849040154
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,78,auto,11,23,nnClassifier,5,9,adam,distance,0.31078610603290674,3925.997544883052
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,22,auto,13,31,nnClassifier,5,10,adam,distance,0.2970749542961609,3925.997603452066
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,79,auto,11,36,nnClassifier,6,9,adam,distance,0.30438756855575866,3925.997662331909
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,75,auto,11,26,nnClassifier,6,5,adam,distance,0.3016453382084095,3925.997727650916
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,24,auto,12,20,nnClassifier,7,7,adam,distance,0.2742230347349177,3925.997786300024
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,47,auto,12,11,nnClassifier,6,7,adam,distance,0.26782449725776963,3925.9978437600657
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,85,auto,11,30,nnClassifier,9,9,adam,distance,0.30347349177330896,3925.997901919065
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,36,auto,10,29,nnClassifier,6,8,adam,distance,0.29341864716636196,3925.9979594079778
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,57,auto,14,35,nnClassifier,6,9,adam,distance,0.2952468007312614,3925.9980172270443
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,80,auto,9,34,nnClassifier,6,9,adam,distance,0.29341864716636196,3925.9980746370275
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,80,auto,10,36,nnClassifier,6,8,adam,distance,0.31992687385740404,3925.9981325559784
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,79,auto,11,37,nnClassifier,6,9,adam,distance,0.3080438756855576,3925.9981899550185
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,32,auto,7,35,nnClassifier,7,7,adam,distance,0.30347349177330896,3925.998247864889
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,79,auto,11,25,nnClassifier,5,10,adam,distance,0.2742230347349177,3925.998315193923
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,20,auto,12,19,nnClassifier,5,10,adam,distance,0.2806215722120658,3925.9983732730616
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,80,auto,12,30,nnClassifier,7,10,adam,distance,0.2906764168190128,3925.998430632055
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,34,auto,12,23,nnClassifier,7,9,adam,distance,0.29341864716636196,3925.998488331912
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,58,auto,12,30,nnClassifier,2,8,adam,distance,0.32449725776965266,3925.998545490904
