,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
79,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,16,sqrt,5,6,None,None,None,None,0.5931372549019608,ok,264.45394070702605
80,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,45,auto,7,10,None,None,None,None,0.5833333333333334,ok,265.73577235499397
81,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,56,auto,3,4,None,None,None,None,0.6045751633986928,ok,268.7910915610846
82,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,76,auto,6,14,None,None,None,None,0.5816993464052288,ok,271.2461344720796
83,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,37,sqrt,2,7,None,None,None,None,0.6094771241830066,ok,274.11589570506476
84,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,50,auto,12,11,None,None,None,None,0.5637254901960784,ok,276.30473557207733
85,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,71,auto,3,3,None,None,None,None,0.6241830065359477,ok,277.72008278407156
86,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,73,auto,4,3,None,None,None,None,0.5915032679738562,ok,279.289557459997
87,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,nnClassifier,logistic,None,24.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.1715686274509804,ok,282.9696449080948
88,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,82,auto,8,9,None,None,None,None,0.5718954248366013,ok,284.2117573590949
89,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,70,sqrt,3,18,None,None,None,None,0.5816993464052288,ok,285.4837124890182
90,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,59,auto,9,26,None,None,None,None,0.553921568627451,ok,286.7291282201186
91,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,nnClassifier,tanh,None,32.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.20588235294117646,ok,299.8905432289466
92,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,15,auto,18,15,None,None,None,None,0.5555555555555556,ok,301.91182767995633
93,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,28,auto,5,3,None,None,None,None,0.5964052287581699,ok,303.27090235892683
94,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,67,auto,6,8,None,None,None,None,0.5816993464052288,ok,304.53172714891843
95,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.0,ok,318.2061756651383
96,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,21,sqrt,2,21,None,None,None,None,0.5816993464052288,ok,320.9093808501493
97,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,64,auto,14,12,None,None,None,None,0.5490196078431373,ok,322.0771981999278
98,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,49,auto,10,6,None,None,None,None,0.5604575163398693,ok,324.2550790461246
99,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,nnClassifier,relu,None,12.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.20098039215686275,ok,346.42505349894054
