,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,31,None,None,None,None,None,None,8,None,uniform,0.5343137254901961,ok,0.1562519851140678
1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,50.0,auto,4.0,32.0,None,None,None,None,0.5735294117647058,ok,1.3088493549730629
2,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,7,None,distance,0.5931372549019608,ok,1.4075882751494646
3,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,4,None,None,None,None,None,None,8,None,uniform,0.5490196078431373,ok,1.6278736190870404
4,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,nnClassifier,relu,None,12.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.19117647058823528,ok,27.664955536136404
5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,16.0,auto,13.0,13.0,None,None,None,None,0.553921568627451,ok,28.865761562017724
6,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,30,None,None,None,None,None,None,4,None,uniform,0.5637254901960784,ok,28.97889060410671
7,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,1,None,distance,0.553921568627451,ok,29.06208663014695
8,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,14,None,None,None,None,None,None,6,None,distance,0.5964052287581699,ok,29.159849997144192
9,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,7,None,uniform,0.5718954248366013,ok,29.376876931171864
