,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
79,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,23,log2,18,25,None,None,None,None,0.553921568627451,ok,239.74259378085844
80,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,5.0,None,distance,0.5915032679738562,ok,239.87233385886066
81,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,nnClassifier,logistic,None,11.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.1388888888888889,ok,268.19655853905715
82,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,89,log2,16,23,None,None,None,None,0.5555555555555556,ok,269.87323585688137
83,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.6160130718954249,ok,270.02861735690385
84,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,7.0,None,distance,0.6111111111111112,ok,270.2081817360595
85,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,9,auto,14,15,None,None,None,None,0.5522875816993464,ok,271.17235895991325
86,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,3.0,None,uniform,0.5424836601307189,ok,271.4206731489394
87,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,nnClassifier,tanh,None,17.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.16013071895424835,ok,288.6437359158881
88,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,100,log2,7,2,None,None,None,None,0.6111111111111112,ok,289.8035048600286
89,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,28.0,None,None,None,None,None,None,5.0,None,distance,0.6094771241830066,ok,289.9373607849702
90,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,15,log2,3,19,None,None,None,None,0.6029411764705882,ok,291.14505542302504
91,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,7.0,None,distance,0.5996732026143791,ok,291.37255140487105
92,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,nnClassifier,identity,None,23.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,0.09803921568627451,ok,292.0620014509186
93,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,4.0,None,distance,0.5898692810457516,ok,292.2536366588902
94,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,56,auto,11,30,None,None,None,None,0.5718954248366013,ok,294.73272867291234
95,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,6.0,None,distance,0.5980392156862745,ok,294.90313608106226
96,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,79,sqrt,3,12,None,None,None,None,0.6209150326797386,ok,296.4301367599983
97,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,42,sqrt,3,11,None,None,None,None,0.6062091503267973,ok,297.81340428604744
98,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,82,sqrt,4,4,None,None,None,None,0.6094771241830066,ok,299.2887591959443
99,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,29,sqrt,2,8,None,None,None,None,0.6225490196078431,ok,300.7280520950444
