,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
79,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,22.0,auto,5.0,2.0,None,None,None,None,0.5620915032679739,ok,170.51483679004014
80,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,15,None,None,None,None,None,None,3,None,distance,0.5784313725490197,ok,170.63471154798754
81,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,5,None,distance,0.5816993464052288,ok,170.78200461296365
82,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,nnClassifier,logistic,None,26.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.2107843137254902,ok,174.19621388590895
83,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,4,None,distance,0.5800653594771242,ok,174.4098652729299
84,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,6,None,distance,0.5866013071895425,ok,174.55526341497898
85,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,56.0,log2,9.0,25.0,None,None,None,None,0.5522875816993464,ok,175.65928525687195
86,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,5,None,uniform,0.5375816993464052,ok,175.8210245128721
87,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,6,None,distance,0.6045751633986928,ok,175.9657345120795
88,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,nnClassifier,tanh,None,30.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,0.10457516339869281,ok,187.68610182404518
89,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,26,None,None,None,None,None,None,7,None,distance,0.6029411764705882,ok,187.8329005409032
90,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,46.0,sqrt,13.0,8.0,None,None,None,None,0.545751633986928,ok,190.1365265760105
91,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,14,None,None,None,None,None,None,3,None,distance,0.5751633986928104,ok,190.25745102087967
92,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,4,None,distance,0.5898692810457516,ok,190.40651679597795
93,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,nnClassifier,identity,None,10.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.10457516339869281,ok,196.67742399405688
94,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,19,None,None,None,None,None,None,8,None,distance,0.5816993464052288,ok,196.82444341899827
95,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,10,None,None,None,None,None,None,2,None,uniform,0.5343137254901961,ok,196.95303931995295
96,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,88.0,auto,20.0,14.0,None,None,None,None,0.5473856209150327,ok,199.2994600329548
97,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,6,None,distance,0.5816993464052288,ok,199.44375838292763
98,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,21,None,None,None,None,None,None,7,None,distance,0.5964052287581699,ok,199.6608527628705
99,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,nnClassifier,relu,None,23.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.0,ok,199.9304443160072
