,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
78,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,30,None,None,None,None,None,None,6,None,distance,0.6111111111111112,ok,195.22556759789586
79,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,62.0,auto,17.0,18.0,None,None,None,None,0.545751633986928,ok,196.2740051590372
80,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,36,None,None,None,None,None,None,5,None,uniform,0.5604575163398693,ok,196.43012830987573
81,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,4,None,distance,0.6078431372549019,ok,196.57409552205354
82,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,nnClassifier,relu,None,29.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.20915032679738563,ok,209.12440445297398
83,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,3,None,distance,0.5882352941176471,ok,209.2452487749979
84,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,5,None,distance,0.6127450980392157,ok,209.38862544600852
85,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,28.0,log2,7.0,6.0,None,None,None,None,0.565359477124183,ok,210.48482663091272
86,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,33,None,None,None,None,None,None,7,None,distance,0.619281045751634,ok,210.62870222586207
87,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,30,None,None,None,None,None,None,5,None,distance,0.5980392156862745,ok,210.8008228088729
88,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,nnClassifier,tanh,None,23.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.0032679738562091504,ok,224.559882968897
89,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,19,None,None,None,None,None,None,6,None,distance,0.6241830065359477,ok,224.70042350888252
90,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,19,None,None,None,None,None,None,8,None,uniform,0.5310457516339869,ok,224.8577470749151
91,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,52.0,sqrt,13.0,26.0,None,None,None,None,0.5620915032679739,ok,227.21283770608716
92,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,9,None,None,None,None,None,None,4,None,distance,0.6078431372549019,ok,227.3538277600892
93,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,6,None,distance,0.6241830065359477,ok,227.5644568160642
94,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,nnClassifier,relu,None,13.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.20751633986928106,ok,251.9324301239103
95,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,12,None,None,None,None,None,None,7,None,distance,0.6045751633986928,ok,252.09831163706258
96,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,17,None,None,None,None,None,None,6,None,distance,0.6127450980392157,ok,252.24054745188914
97,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,91.0,log2,3.0,15.0,None,None,None,None,0.5751633986928104,ok,254.47630004794337
98,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,8,None,uniform,0.5424836601307189,ok,254.72621088894084
99,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,20,None,None,None,None,None,None,7,None,distance,0.6143790849673203,ok,254.86977169895545
