feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9904963041182682,127.52606558799744
1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9915522703273495,132.92393255233765
0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,nnClassifier,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,1.0,146.85639238357544
0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,nnClassifier,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,151.91229891777039
0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,20,sqrt,10,32,nan,nan,NA,NA,0.9926082365364308,157.35784816741943
0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9883843717001056,162.32925152778625
0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,auto,14,8,nan,nan,NA,NA,0.9926082365364308,167.70982241630554
1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.989440337909187,173.12046098709106
0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9926082365364308,178.5507001876831
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9915522703273495,183.83311676979065
0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9915522703273495,189.25219655036926
0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,nnClassifier,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,211.17450404167175
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,217.23039650917053
0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,nnClassifier,relu,NA,23,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,1.0,224.7111361026764
0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,nnClassifier,logistic,NA,24,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,229.93058609962463
0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,nnClassifier,identity,NA,13,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,235.1181447505951
0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,log2,3,12,nan,nan,NA,NA,0.9926082365364308,240.2710473537445
1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,47,auto,11,12,nan,nan,NA,NA,0.9926082365364308,246.30410742759705
1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,nnClassifier,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,1.0,253.83807063102722
1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,nnClassifier,logistic,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,259.1921908855438
1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9936642027455121,264.45589876174927
0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9936642027455121,269.63253235816956
1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,4,14,nan,nan,NA,NA,0.9926082365364308,275.463894367218
1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,1.0,285.0195081233978
0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,293.86832880973816
1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9915522703273495,299.63573956489563
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,nnClassifier,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,1.0,306.8896288871765
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,1.0,322.98838925361633
0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9947201689545935,327.7610037326813
0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,nnClassifier,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,1.0,348.76188254356384
0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9915522703273495,353.6017425060272
0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,nnClassifier,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,359.09364342689514
0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9915522703273495,363.9921464920044
1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,1.0,377.66485500335693
0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9904963041182682,383.0207624435425
0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9915522703273495,387.88912320137024
1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,1.0,422.7700021266937
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9915522703273495,428.3843264579773
0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9926082365364308,433.39192509651184
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,1.0,446.9895234107971
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9904963041182682,451.9801332950592
0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,nnClassifier,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,1.0,464.7677369117737
0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,log2,18,29,nan,nan,NA,NA,0.9926082365364308,470.3684983253479
0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,1.0,479.1846947669983
0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,auto,13,19,nan,nan,NA,NA,0.9926082365364308,485.05766582489014
0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,nnClassifier,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,491.17925667762756
0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9904963041182682,496.3619821071625
0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,nnClassifier,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,501.50468134880066
0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,nnClassifier,relu,NA,23,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,506.77485275268555
1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9926082365364308,512.0972504615784
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9936642027455121,517.7967801094055
1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,log2,1,9,nan,nan,NA,NA,0.9926082365364308,523.6029560565948
1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,nnClassifier,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,528.4886360168457
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,533.8439137935638
1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,nnClassifier,logistic,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,539.134355545044
0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.986272439281943,543.8051631450653
0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9904963041182682,548.7203447818756
1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,1.0,561.7112574577332
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,566.6023671627045
0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,nnClassifier,logistic,NA,20,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,571.4057965278625
1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,576.5683300495148
0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,nnClassifier,relu,NA,19,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,581.628071308136
1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,nnClassifier,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,586.431236743927
1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,1.0,595.8550434112549
1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9926082365364308,600.5597801208496
0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9915522703273495,605.224972486496
1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,610.3751137256622
0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,nnClassifier,relu,NA,8,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,1.0,638.5683240890503
1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,1.0,652.3471252918243
0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,1.0,658.6370432376862
0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,663.9745357036591
0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9926082365364308,668.5959393978119
1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,672.8351557254791
0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,nnClassifier,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,1.0,695.7577435970306
1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,nnClassifier,relu,NA,24,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,1.0,702.951545715332
1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9947201689545935,707.3906092643738
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,nnClassifier,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,1.0,732.6366739273071
0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,1.0,738.6398315429688
0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,742.9696400165558
1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9926082365364308,747.3042764663696
