feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9936642027455121,381.1421568393707
1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,386.65956115722656
0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,nnClassifier,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,392.5920195579529
0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,nnClassifier,relu,NA,20,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,1.0,417.45099425315857
1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.989440337909187,422.769474029541
0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,427.5318887233734
1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,nnClassifier,logistic,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,433.4071435928345
0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9926082365364308,439.3699884414673
0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,1.0,448.7676055431366
0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,nnClassifier,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,1.0,458.04332661628723
1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,468.3700957298279
0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,nnClassifier,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,478.35191583633423
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,nnClassifier,relu,NA,28,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,1.0,499.53121399879456
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,1.0,511.2927484512329
1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,nnClassifier,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,516.3891494274139
0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,nnClassifier,relu,NA,24,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,521.8322062492371
1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,526.9622159004211
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9926082365364308,532.5634274482727
1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,nnClassifier,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,538.4993412494659
0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,544.1315503120422
0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9904963041182682,549.6432631015778
1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9936642027455121,555.2756881713867
0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,1.0,563.9423327445984
0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,569.1344783306122
0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,nnClassifier,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,574.0455114841461
0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9904963041182682,579.4549028873444
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,584.7248523235321
0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,1.0,598.9978239536285
0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,1.0,610.1007936000824
0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9926082365364308,615.2831680774689
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,nnClassifier,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,620.3482766151428
1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,nnClassifier,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,1.0,630.438328742981
1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,nnClassifier,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,1.0,645.5974907875061
1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9915522703273495,650.97798204422
