feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.009765625,5.583953380584717
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,log2,4,12,nan,nan,NA,NA,0.115234375,18.46722912788391
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,9,30,nan,nan,NA,NA,0.45703125,31.8130042552948
1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,auto,20,37,nan,nan,NA,NA,0.013671875,38.57897329330444
1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,51,sqrt,7,5,nan,nan,NA,NA,0.060546875,53.408395528793335
1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,sqrt,14,10,nan,nan,NA,NA,0.509765625,60.00376009941101
1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,log2,13,14,nan,nan,NA,NA,0.296875,66.10939574241638
1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,13,2,nan,nan,NA,NA,0.087890625,79.3576774597168
1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,auto,16,30,nan,nan,NA,NA,0.4609375,86.07418060302734
1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,sqrt,10,35,nan,nan,NA,NA,0.4921875,93.54685950279236
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,sqrt,15,30,nan,nan,NA,NA,0.501953125,100.08760023117065
0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,sqrt,8,4,nan,nan,NA,NA,0.53125,107.05034708976746
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,sqrt,12,11,nan,nan,NA,NA,0.486328125,113.81447887420654
1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,20,16,nan,nan,NA,NA,0.541015625,120.45653367042542
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,auto,17,14,nan,nan,NA,NA,0.44921875,127.1076169013977
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,sqrt,2,3,nan,nan,NA,NA,0.6640625,142.10340547561646
0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,sqrt,1,11,nan,nan,NA,NA,0.6015625,150.17490458488464
0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,sqrt,1,2,nan,nan,NA,NA,0.638671875,165.4882001876831
0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,log2,4,23,nan,nan,NA,NA,0.677734375,172.77791714668274
0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,nnClassifier,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.982421875,177.62602877616882
0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.98046875,189.21593260765076
1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,nnClassifier,tanh,NA,23,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.98046875,194.56555151939392
1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,nnClassifier,relu,NA,24,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.982421875,203.42766404151917
0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,nnClassifier,logistic,NA,12,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.986328125,208.34785199165344
1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,nnClassifier,tanh,NA,21,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.978515625,219.1993372440338
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,nnClassifier,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.98046875,226.3790247440338
1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,9,NA,distance,0.009765625,231.31845116615295
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,sqrt,1,36,nan,nan,NA,NA,0.453125,244.22005772590637
1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.986328125,253.93331670761108
1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,nnClassifier,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.98046875,269.27772092819214
1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,nnClassifier,tanh,NA,20,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.986328125,286.5773675441742
1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.005859375,291.41912841796875
1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,17,34,nan,nan,NA,NA,0.53515625,298.06395053863525
1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,15,7,nan,nan,NA,NA,0.115234375,304.98141527175903
1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,auto,13,2,nan,nan,NA,NA,0.439453125,317.293922662735
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.986328125,330.08180046081543
0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,nnClassifier,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.982421875,353.5689129829407
1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.98046875,359.2649118900299
0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.986328125,366.7453279495239
0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.98046875,372.45908880233765
0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,nnClassifier,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.986328125,379.98338317871094
1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.986328125,393.2602205276489
1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,nnClassifier,identity,NA,24,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.982421875,400.4098253250122
0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,nnClassifier,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.986328125,420.4858932495117
1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,nnClassifier,relu,NA,20,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.98046875,431.4291033744812
0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.986328125,444.2006723880768
1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,nnClassifier,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.986328125,464.78570795059204
0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,7,NA,distance,0.015625,469.64562249183655
1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,nnClassifier,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.98046875,483.7921462059021
1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.9765625,498.55990505218506
1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,nnClassifier,logistic,NA,17,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.986328125,516.0363137722015
1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,nnClassifier,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.986328125,525.9267346858978
0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,log2,7,2,nan,nan,NA,NA,0.671875,537.5919969081879
1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.986328125,550.9330399036407
0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.986328125,555.9783685207367
