feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,auto,3,3,nan,nan,NA,NA,0.09765625,135.57289266586304
1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,distance,0.01953125,140.78884482383728
0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,sqrt,10,17,nan,nan,NA,NA,0.6796875,147.8565149307251
0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,nnClassifier,identity,NA,25,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.98828125,158.82728123664856
1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,sqrt,1,17,nan,nan,NA,NA,0.677734375,166.7710554599762
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,auto,4,16,nan,nan,NA,NA,0.31640625,180.77776789665222
1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,sqrt,4,27,nan,nan,NA,NA,0.484375,192.3489351272583
1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.990234375,198.34828853607178
0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,20,sqrt,2,35,nan,nan,NA,NA,0.705078125,205.24875926971436
0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.9921875,210.55290937423706
0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,75,log2,7,29,nan,nan,NA,NA,0.6796875,223.34001302719116
0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,sqrt,20,7,nan,nan,NA,NA,0.35546875,237.09024930000305
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,19,35,nan,nan,NA,NA,0.103515625,243.87435269355774
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.009765625,249.39288902282715
0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,sqrt,16,38,nan,nan,NA,NA,0.150390625,257.33476305007935
0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,log2,15,16,nan,nan,NA,NA,0.517578125,267.93584275245667
1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,auto,9,19,nan,nan,NA,NA,0.03125,278.2689383029938
0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9921875,283.2916262149811
0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,auto,6,29,nan,nan,NA,NA,0.60546875,290.06739020347595
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,auto,5,35,nan,nan,NA,NA,0.369140625,299.9287781715393
1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,10,31,nan,nan,NA,NA,0.671875,307.9071636199951
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,log2,2,28,nan,nan,NA,NA,0.583984375,317.8393585681915
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,nnClassifier,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.9921875,326.82427978515625
0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,16,37,nan,nan,NA,NA,0.56640625,337.15909457206726
1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.986328125,347.2428741455078
1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,12,15,nan,nan,NA,NA,0.55078125,356.619286775589
1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,nnClassifier,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.990234375,370.05158257484436
1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,nnClassifier,identity,NA,22,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9921875,375.4155774116516
1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.98046875,382.97274947166443
0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.009765625,387.8582441806793
0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,nnClassifier,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.98828125,401.5065875053406
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9921875,406.7801742553711
0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,nnClassifier,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.9921875,414.0945498943329
1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.9921875,424.33176445961
1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,nnClassifier,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9921875,441.07135915756226
0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9921875,454.4448730945587
1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,nnClassifier,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.990234375,474.96263790130615
1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,sqrt,9,37,nan,nan,NA,NA,0.1328125,488.36300134658813
1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.9921875,498.7396397590637
1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,7,3,nan,nan,NA,NA,0.599609375,505.988853931427
0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,nnClassifier,logistic,NA,19,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.9921875,511.5213973522186
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.9921875,521.9900538921356
0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.9921875,536.0401167869568
1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,auto,5,4,nan,nan,NA,NA,0.599609375,543.3644700050354
0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.9921875,550.9908022880554
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9921875,555.8567774295807
0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.9921875,563.0197250843048
0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,nnClassifier,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.990234375,589.4613282680511
1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,nnClassifier,relu,NA,19,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.990234375,595.2444763183594
1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,nnClassifier,relu,NA,22,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.990234375,611.4009938240051
0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,nnClassifier,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.98828125,627.7210302352905
1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,nnClassifier,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.9921875,633.8144099712372
1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,nnClassifier,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.990234375,647.195122718811
1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,92,auto,3,12,nan,nan,NA,NA,0.65234375,654.4028680324554
0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,nnClassifier,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.990234375,667.5648891925812
1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.990234375,677.1215629577637
0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,nnClassifier,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.9921875,691.430593252182
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,log2,1,8,nan,nan,NA,NA,0.74609375,698.4551541805267
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.9921875,703.873419046402
0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,nnClassifier,logistic,NA,31,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.98828125,709.9531531333923
0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.98828125,724.582170009613
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.990234375,729.3928802013397
0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,log2,1,21,nan,nan,NA,NA,0.57421875,737.6270151138306
1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,nnClassifier,relu,NA,27,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.990234375,747.3595926761627
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.98828125,753.4310872554779
0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.990234375,758.9196443557739
0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,log2,11,2,nan,nan,NA,NA,0.5390625,765.2419571876526
0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,log2,2,26,nan,nan,NA,NA,0.599609375,772.7281835079193
1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,nnClassifier,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.9921875,789.8593790531158
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,nnClassifier,relu,NA,29,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.990234375,802.3683021068573
0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.990234375,806.8073842525482
1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,nnClassifier,tanh,NA,10,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.986328125,812.7488415241241
1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.990234375,817.2624146938324
1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,nnClassifier,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.9921875,829.6255900859833
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,sqrt,1,2,nan,nan,NA,NA,0.654296875,841.9841632843018
0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.990234375,849.9791407585144
0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,nnClassifier,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9921875,854.1569094657898
0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.98828125,859.093775510788
1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,nnClassifier,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9921875,872.8467507362366
1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,nnClassifier,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.98828125,879.0144758224487
1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,nnClassifier,logistic,NA,24,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.9921875,883.1818697452545
1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,nnClassifier,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.9921875,898.2220759391785
0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,auto,4,22,nan,nan,NA,NA,0.43359375,907.9582953453064
0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.9921875,914.3438138961792
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.9921875,918.4591255187988
0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.9921875,930.3461627960205
1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9921875,934.3969068527222
1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,nnClassifier,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.9921875,938.4415369033813
1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.984375,944.1273412704468
1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,sqrt,4,8,nan,nan,NA,NA,0.71484375,955.0537376403809
