feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,2,14,nan,nan,NA,NA,0.337890625,164.77234435081482
0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,log2,19,5,nan,nan,NA,NA,0.357421875,177.31022000312805
1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,sqrt,16,25,nan,nan,NA,NA,0.5078125,183.7434310913086
0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,auto,5,26,nan,nan,NA,NA,0.4609375,197.7968008518219
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,log2,1,13,nan,nan,NA,NA,0.634765625,211.05564379692078
1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,nnClassifier,relu,NA,23,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.990234375,226.06394934654236
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,nnClassifier,relu,NA,27,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.990234375,232.4282808303833
1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,nnClassifier,relu,NA,16,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.990234375,246.2220902442932
0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,nnClassifier,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.990234375,251.52879118919373
1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,nnClassifier,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.9921875,257.5173308849335
1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,nnClassifier,relu,NA,14,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,277.6928527355194
0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,nnClassifier,identity,NA,22,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.994140625,282.7683250904083
1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.009765625,287.7657115459442
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,auto,5,29,nan,nan,NA,NA,0.560546875,296.66691064834595
1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.990234375,310.2115547657013
1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.990234375,316.1145522594452
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.990234375,328.2005064487457
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,0.005859375,332.6850917339325
0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.994140625,353.13023805618286
0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,nnClassifier,logistic,NA,14,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.990234375,359.52481174468994
1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,sqrt,1,6,nan,nan,NA,NA,0.115234375,367.54681634902954
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,nnClassifier,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.9921875,382.203085899353
0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.990234375,403.2174925804138
0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.98828125,409.08466243743896
1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,423.0653169155121
1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,auto,1,19,nan,nan,NA,NA,0.40234375,436.7617828845978
1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,447.9399664402008
1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,459.2736415863037
1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,nnClassifier,logistic,NA,22,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.990234375,473.2961483001709
0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,auto,2,22,nan,nan,NA,NA,0.4609375,485.94023728370667
0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,492.49383187294006
0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.98828125,497.42872762680054
1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,nnClassifier,relu,NA,28,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.994140625,503.59286665916443
1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,nnClassifier,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.990234375,515.1648716926575
1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,nnClassifier,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.99609375,528.9739956855774
1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,nnClassifier,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,537.9137959480286
1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,nnClassifier,tanh,NA,14,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.98828125,548.4771115779877
1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,nnClassifier,relu,NA,27,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.9921875,560.7078001499176
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,sqrt,1,13,nan,nan,NA,NA,0.70703125,574.5023558139801
1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,nnClassifier,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,583.6371591091156
1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,592.5624635219574
1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,nnClassifier,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.98828125,597.0046310424805
0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.98828125,612.3528838157654
0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,nnClassifier,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,621.7857866287231
0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,633.4476692676544
0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,nnClassifier,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,646.2067110538483
0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,655.3668689727783
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,nnClassifier,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,669.9744818210602
0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,nnClassifier,identity,NA,15,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,679.8369646072388
0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,auto,6,15,nan,nan,NA,NA,0.431640625,691.5083565711975
0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,712.597362279892
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,nnClassifier,identity,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,724.3051743507385
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,731.960001707077
0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,nnClassifier,tanh,NA,14,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.99609375,749.067569732666
1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,nnClassifier,identity,NA,10,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.990234375,761.6542944908142
0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,772.8847391605377
1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,nnClassifier,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,791.1360697746277
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,nnClassifier,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,809.5384860038757
1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,829.8787672519684
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,nnClassifier,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.99609375,845.0602045059204
1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,nnClassifier,identity,NA,32,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.990234375,854.1052801609039
0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,nnClassifier,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,868.5021302700043
0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.990234375,877.4991898536682
0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,nnClassifier,identity,NA,10,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.990234375,887.800971031189
1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,896.6414966583252
0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,nnClassifier,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.994140625,903.8478593826294
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,nnClassifier,identity,NA,20,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,912.4445013999939
0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,931.8298139572144
0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,nnClassifier,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,957.5422911643982
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,nnClassifier,relu,NA,16,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.994140625,972.7434334754944
1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,985.0161073207855
1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,nnClassifier,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.98828125,990.0718472003937
0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,nnClassifier,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,997.1848790645599
0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,1005.5069365501404
0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9921875,1023.7654223442078
1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.99609375,1028.0019516944885
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.994140625,1037.0509836673737
1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,nnClassifier,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,0.99609375,1042.733978509903
0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,nnClassifier,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,1049.2475266456604
1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.994140625,1054.185690164566
0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.99609375,1067.4864888191223
1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,nnClassifier,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.98828125,1072.0959839820862
0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,1100.7199144363403
