activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,17,entropy,1,1,1,10,invscaling,24,auto,18,31,kneighborsClassifier,10,2,lbfgs,distance,0.8803879310344828
logistic,ball_tree,18,gini,0,0,0,35,constant,9,sqrt,9,25,nnClassifier,6,3,adam,uniform,0
logistic,kd_tree,12,entropy,1,1,0,40,adaptive,97,sqrt,14,26,randomForestClassifier,1,4,adam,uniform,0.9418103448275862
identity,brute,25,gini,0,1,0,32,constant,46,log2,13,5,kneighborsClassifier,3,3,lbfgs,uniform,0.9418103448275862
relu,auto,20,gini,0,1,0,13,constant,99,sqrt,19,29,randomForestClassifier,6,9,adam,uniform,0.9418103448275862
identity,auto,12,gini,1,1,0,13,adaptive,68,sqrt,9,27,kneighborsClassifier,8,10,lbfgs,uniform,0.9418103448275862
tanh,ball_tree,22,gini,0,0,0,38,adaptive,15,log2,11,28,randomForestClassifier,8,4,sgd,uniform,0
logistic,brute,22,entropy,0,1,1,27,constant,46,sqrt,14,19,randomForestClassifier,7,3,lbfgs,uniform,0.9418103448275862
tanh,auto,25,entropy,1,1,1,10,constant,73,log2,4,6,randomForestClassifier,2,7,sgd,distance,0.9418103448275862
logistic,kd_tree,30,entropy,1,1,0,37,invscaling,29,log2,18,18,randomForestClassifier,8,1,sgd,distance,0.9418103448275862
identity,kd_tree,25,gini,1,1,1,32,constant,44,log2,4,25,kneighborsClassifier,6,3,sgd,distance,0.915948275862069
logistic,brute,16,entropy,0,0,0,38,adaptive,40,sqrt,11,40,randomForestClassifier,5,9,adam,uniform,0
logistic,brute,25,gini,1,0,1,33,adaptive,21,log2,17,25,randomForestClassifier,7,6,adam,uniform,0.9418103448275862
relu,ball_tree,29,gini,1,0,1,9,adaptive,86,log2,18,21,kneighborsClassifier,7,4,adam,distance,0.9288793103448276
relu,brute,30,entropy,1,1,0,4,constant,16,auto,15,25,randomForestClassifier,6,1,sgd,distance,0.9418103448275862
identity,auto,26,gini,1,1,0,15,adaptive,80,auto,12,20,kneighborsClassifier,3,5,lbfgs,distance,0.9288793103448276
logistic,kd_tree,31,gini,0,0,0,27,invscaling,79,log2,3,25,nnClassifier,1,5,lbfgs,uniform,0
relu,ball_tree,14,gini,1,1,1,2,constant,77,log2,6,4,nnClassifier,4,10,adam,distance,0.9321120689655172
identity,ball_tree,8,gini,1,0,0,22,invscaling,36,sqrt,18,15,kneighborsClassifier,9,4,sgd,uniform,0.9418103448275862
logistic,brute,11,gini,0,0,1,37,invscaling,67,log2,7,11,kneighborsClassifier,7,3,adam,uniform,0.9364224137931034
relu,ball_tree,19,entropy,1,0,0,25,adaptive,66,sqrt,17,38,nnClassifier,10,5,adam,distance,0.9428879310344828
relu,auto,11,gini,1,0,1,31,invscaling,22,auto,2,25,randomForestClassifier,8,5,sgd,uniform,0.9407327586206896
tanh,kd_tree,32,entropy,0,0,1,11,adaptive,5,log2,5,9,kneighborsClassifier,9,6,lbfgs,distance,0.9299568965517241
logistic,kd_tree,26,gini,1,0,0,16,adaptive,99,auto,16,6,kneighborsClassifier,1,5,sgd,distance,0.9418103448275862
logistic,ball_tree,30,gini,0,0,1,18,constant,74,log2,5,4,kneighborsClassifier,1,9,lbfgs,distance,0.9331896551724138
tanh,auto,22,entropy,1,1,0,7,constant,42,log2,15,9,randomForestClassifier,9,10,adam,uniform,0.9418103448275862
identity,kd_tree,23,gini,1,1,0,34,constant,95,sqrt,11,28,nnClassifier,1,2,adam,distance,0.9428879310344828
tanh,auto,16,gini,1,1,0,6,constant,8,auto,17,8,nnClassifier,3,3,adam,uniform,0.9428879310344828
identity,auto,13,entropy,1,0,1,35,constant,28,log2,10,13,nnClassifier,9,4,adam,distance,0.9364224137931034
logistic,auto,8,gini,1,1,1,12,adaptive,40,auto,13,15,nnClassifier,10,4,lbfgs,distance,0.9375
logistic,brute,16,entropy,0,1,1,33,constant,61,sqrt,5,35,kneighborsClassifier,9,4,adam,uniform,0.9418103448275862
relu,ball_tree,13,entropy,1,0,1,19,invscaling,74,auto,12,23,kneighborsClassifier,6,2,sgd,uniform,0.9407327586206896
