activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,31,entropy,1,0,1,34,constant,70,sqrt,9,30,nnClassifier,2,4,sgd,distance,0.9428879310344828
relu,auto,32,gini,0,0,0,36,constant,22,auto,17,22,kneighborsClassifier,3,10,adam,uniform,0
tanh,brute,25,gini,1,1,1,28,invscaling,27,auto,4,34,nnClassifier,3,1,sgd,distance,0.9428879310344828
logistic,brute,12,entropy,0,0,1,21,constant,98,sqrt,6,27,nnClassifier,4,7,adam,uniform,0.9428879310344828
identity,ball_tree,15,gini,0,0,1,16,constant,62,log2,2,22,kneighborsClassifier,5,9,adam,uniform,0.9396551724137931
relu,kd_tree,32,entropy,0,1,1,14,constant,29,log2,5,25,kneighborsClassifier,10,7,sgd,uniform,0.9418103448275862
identity,brute,8,entropy,0,1,0,28,invscaling,12,sqrt,4,21,nnClassifier,10,9,lbfgs,distance,0.9428879310344828
logistic,auto,18,gini,0,1,0,14,adaptive,4,sqrt,19,37,kneighborsClassifier,9,5,adam,distance,0.9418103448275862
relu,kd_tree,26,gini,1,0,1,29,constant,1,sqrt,3,5,kneighborsClassifier,7,6,sgd,uniform,0.9418103448275862
identity,kd_tree,27,gini,1,1,1,32,adaptive,19,log2,15,28,nnClassifier,2,3,lbfgs,uniform,0.9342672413793104
identity,brute,19,entropy,1,0,0,10,adaptive,37,log2,13,9,randomForestClassifier,8,7,sgd,distance,0.9418103448275862
identity,kd_tree,10,gini,1,0,0,29,constant,73,auto,11,38,randomForestClassifier,9,10,lbfgs,distance,0.9418103448275862
tanh,kd_tree,18,entropy,0,1,1,18,invscaling,64,log2,6,25,randomForestClassifier,2,8,lbfgs,uniform,0.9418103448275862
tanh,ball_tree,14,gini,1,0,0,22,adaptive,31,sqrt,2,11,nnClassifier,9,8,lbfgs,distance,0.9428879310344828
relu,brute,12,entropy,1,0,1,20,constant,56,auto,20,8,kneighborsClassifier,1,7,adam,uniform,0.9418103448275862
tanh,auto,11,entropy,0,0,1,21,adaptive,21,log2,20,20,nnClassifier,2,7,lbfgs,distance,0.9428879310344828
identity,brute,28,entropy,1,1,0,32,invscaling,56,auto,2,4,randomForestClassifier,8,6,adam,distance,0.9407327586206896
logistic,kd_tree,21,gini,0,1,0,13,constant,67,sqrt,19,30,kneighborsClassifier,7,6,lbfgs,distance,0.9418103448275862
relu,brute,31,gini,1,0,1,3,constant,85,sqrt,19,16,kneighborsClassifier,10,9,lbfgs,distance,0.9299568965517241
tanh,kd_tree,32,gini,0,0,1,15,constant,9,log2,12,31,kneighborsClassifier,2,5,adam,uniform,0.9407327586206896
identity,ball_tree,26,gini,0,0,0,24,invscaling,77,sqrt,16,3,randomForestClassifier,7,5,sgd,distance,0
relu,ball_tree,10,entropy,1,0,1,10,constant,69,auto,14,16,randomForestClassifier,7,9,adam,distance,0.9418103448275862
identity,ball_tree,21,entropy,0,1,0,4,adaptive,61,log2,8,19,kneighborsClassifier,8,9,lbfgs,uniform,0.9418103448275862
logistic,brute,11,gini,1,0,0,14,constant,20,log2,3,8,nnClassifier,3,9,sgd,distance,0.9428879310344828
identity,ball_tree,30,gini,0,1,1,30,adaptive,79,auto,8,17,randomForestClassifier,3,8,sgd,distance,0.9407327586206896
logistic,brute,9,gini,0,1,1,24,invscaling,40,auto,11,6,randomForestClassifier,5,8,lbfgs,distance,0.9418103448275862
relu,auto,14,entropy,1,1,0,15,adaptive,71,sqrt,17,23,randomForestClassifier,1,10,adam,distance,0.9418103448275862
tanh,brute,19,entropy,1,0,1,8,adaptive,23,sqrt,16,15,nnClassifier,6,7,adam,distance,0.9428879310344828
logistic,auto,27,gini,0,0,0,38,adaptive,64,log2,12,36,kneighborsClassifier,1,5,sgd,distance,0
logistic,ball_tree,31,entropy,1,1,1,22,adaptive,78,log2,20,31,nnClassifier,1,2,lbfgs,uniform,0.9428879310344828
tanh,auto,13,gini,0,0,1,39,constant,23,log2,11,28,nnClassifier,6,2,sgd,uniform,0.9428879310344828
relu,brute,13,gini,1,0,1,30,constant,30,auto,12,27,kneighborsClassifier,7,10,sgd,uniform,0.9418103448275862
logistic,auto,22,entropy,0,1,0,32,invscaling,67,log2,13,23,nnClassifier,2,5,sgd,distance,0.9428879310344828
logistic,brute,12,gini,0,1,0,22,constant,100,sqrt,13,24,nnClassifier,2,2,adam,distance,0.9428879310344828
relu,kd_tree,21,entropy,1,0,1,12,invscaling,54,sqrt,7,5,randomForestClassifier,9,10,sgd,uniform,0.9407327586206896
logistic,ball_tree,20,gini,1,0,0,33,constant,73,auto,6,15,nnClassifier,2,2,adam,distance,0.9428879310344828
relu,auto,13,gini,1,0,1,32,invscaling,99,log2,6,17,kneighborsClassifier,2,3,lbfgs,distance,0.9288793103448276
identity,auto,23,gini,1,0,0,35,adaptive,25,sqrt,12,13,randomForestClassifier,5,9,sgd,uniform,0.9418103448275862
identity,brute,8,gini,1,0,0,13,invscaling,61,log2,18,9,kneighborsClassifier,3,9,lbfgs,distance,0.9418103448275862
logistic,kd_tree,12,entropy,1,0,1,15,adaptive,11,sqrt,8,39,randomForestClassifier,8,7,sgd,uniform,0.9418103448275862
logistic,kd_tree,8,entropy,1,1,0,22,invscaling,15,auto,19,8,randomForestClassifier,9,5,lbfgs,uniform,0.9418103448275862
relu,brute,18,entropy,0,1,1,24,adaptive,32,auto,18,3,kneighborsClassifier,1,2,adam,distance,0.9170258620689655
tanh,kd_tree,10,gini,0,0,0,34,adaptive,36,log2,8,25,kneighborsClassifier,8,10,adam,uniform,0
identity,auto,9,entropy,0,0,1,13,adaptive,1,sqrt,7,36,randomForestClassifier,2,10,sgd,distance,0.9407327586206896
logistic,ball_tree,29,gini,0,1,1,24,invscaling,43,auto,16,28,randomForestClassifier,4,1,sgd,uniform,0.9418103448275862
tanh,brute,20,entropy,0,1,1,32,constant,88,auto,13,27,nnClassifier,4,3,sgd,distance,0.9407327586206896
identity,brute,25,entropy,0,0,0,16,constant,33,log2,6,27,kneighborsClassifier,4,7,adam,uniform,0
relu,ball_tree,20,gini,1,1,1,30,adaptive,97,auto,17,10,randomForestClassifier,6,4,adam,distance,0.9418103448275862
tanh,ball_tree,13,entropy,1,1,1,36,invscaling,55,auto,20,35,nnClassifier,3,1,adam,distance,0.9428879310344828
identity,ball_tree,18,gini,0,0,0,25,adaptive,58,auto,19,29,randomForestClassifier,8,8,sgd,distance,0
tanh,ball_tree,16,gini,1,0,1,18,adaptive,41,log2,15,26,nnClassifier,2,1,adam,uniform,0.9428879310344828
identity,brute,20,gini,0,1,0,14,invscaling,49,auto,5,8,kneighborsClassifier,2,1,adam,uniform,0.884698275862069
tanh,brute,32,gini,1,0,1,7,constant,30,log2,18,24,randomForestClassifier,6,8,lbfgs,uniform,0.9418103448275862
tanh,kd_tree,16,gini,1,0,1,35,constant,96,auto,10,22,nnClassifier,10,1,sgd,distance,0.9428879310344828
relu,auto,27,entropy,0,0,1,35,invscaling,43,log2,7,8,randomForestClassifier,10,10,sgd,uniform,0.9396551724137931
relu,brute,20,gini,1,0,0,10,adaptive,25,log2,5,38,randomForestClassifier,4,6,lbfgs,uniform,0.9418103448275862
relu,ball_tree,21,gini,0,1,0,3,invscaling,75,log2,2,34,randomForestClassifier,8,10,sgd,uniform,0.9418103448275862
tanh,brute,19,entropy,1,0,1,25,adaptive,97,log2,6,34,kneighborsClassifier,5,10,adam,uniform,0.9418103448275862
relu,ball_tree,18,entropy,0,0,0,23,invscaling,40,auto,4,16,nnClassifier,2,7,sgd,uniform,0
relu,ball_tree,26,entropy,1,0,0,32,adaptive,18,sqrt,14,20,randomForestClassifier,7,2,sgd,uniform,0.9418103448275862
logistic,kd_tree,18,gini,1,1,0,3,invscaling,47,sqrt,11,3,kneighborsClassifier,8,9,adam,uniform,0.9418103448275862
identity,brute,8,entropy,0,0,0,37,constant,94,log2,4,36,randomForestClassifier,3,1,lbfgs,distance,0
tanh,kd_tree,11,entropy,0,0,0,20,invscaling,92,log2,15,39,kneighborsClassifier,8,10,adam,uniform,0
identity,brute,12,gini,1,1,0,17,invscaling,89,auto,13,14,randomForestClassifier,6,5,adam,distance,0.9418103448275862
tanh,ball_tree,11,entropy,0,1,1,23,invscaling,79,log2,13,20,randomForestClassifier,1,2,lbfgs,uniform,0.9418103448275862
relu,kd_tree,27,gini,1,1,0,38,invscaling,53,log2,19,27,nnClassifier,2,1,adam,uniform,0.9428879310344828
relu,auto,13,gini,1,1,0,36,invscaling,57,log2,5,24,kneighborsClassifier,10,4,lbfgs,uniform,0.9407327586206896
identity,ball_tree,28,entropy,0,1,1,39,adaptive,98,auto,15,29,nnClassifier,3,6,lbfgs,uniform,0.9331896551724138
