activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,21,entropy,1,0,0,21,constant,72,sqrt,15,36,kneighborsClassifier,9,2,sgd,distance,0.9385775862068966
identity,ball_tree,24,entropy,1,0,1,12,constant,37,sqrt,18,32,randomForestClassifier,1,1,adam,uniform,0.9428879310344828
identity,kd_tree,23,gini,0,1,0,35,constant,71,auto,7,3,nnClassifier,1,1,adam,distance,0.9504310344827587
tanh,brute,27,entropy,0,0,0,27,constant,6,auto,12,21,randomForestClassifier,9,8,adam,distance,0
relu,kd_tree,10,entropy,0,0,0,28,adaptive,32,auto,6,33,nnClassifier,6,9,sgd,distance,0
logistic,brute,16,gini,0,0,0,38,invscaling,88,sqrt,15,25,randomForestClassifier,6,8,adam,distance,0
tanh,brute,23,gini,0,0,0,25,adaptive,63,auto,15,6,nnClassifier,8,1,lbfgs,uniform,0
identity,kd_tree,15,gini,1,0,1,25,adaptive,84,sqrt,8,32,randomForestClassifier,10,7,adam,uniform,0.9428879310344828
logistic,kd_tree,26,entropy,0,0,1,12,invscaling,37,sqrt,17,14,nnClassifier,6,2,sgd,distance,0.9504310344827587
logistic,kd_tree,17,entropy,0,1,0,12,constant,87,sqrt,12,5,kneighborsClassifier,1,8,lbfgs,uniform,0.9428879310344828
relu,brute,32,entropy,0,0,0,4,adaptive,95,log2,18,32,kneighborsClassifier,4,2,lbfgs,uniform,0
relu,kd_tree,21,gini,1,0,1,18,adaptive,4,log2,13,21,nnClassifier,9,6,sgd,distance,0.9504310344827587
relu,ball_tree,22,gini,1,1,0,26,invscaling,83,auto,14,17,nnClassifier,5,5,lbfgs,uniform,0.9504310344827587
tanh,kd_tree,17,entropy,0,1,1,23,constant,77,auto,19,40,randomForestClassifier,4,5,sgd,uniform,0.9428879310344828
relu,auto,10,entropy,1,0,1,13,invscaling,14,sqrt,3,22,nnClassifier,9,6,sgd,distance,0.9504310344827587
logistic,brute,10,entropy,1,0,1,22,constant,44,sqrt,4,27,nnClassifier,1,8,sgd,distance,0.9504310344827587
identity,ball_tree,32,entropy,0,1,1,7,invscaling,54,auto,19,29,nnClassifier,7,9,sgd,distance,0.9504310344827587
logistic,kd_tree,20,entropy,1,1,1,8,constant,75,log2,16,11,kneighborsClassifier,1,8,adam,uniform,0.9428879310344828
identity,ball_tree,31,entropy,1,1,1,13,invscaling,80,sqrt,16,20,nnClassifier,4,9,sgd,distance,0.9504310344827587
logistic,auto,20,gini,0,1,1,20,constant,65,log2,7,20,nnClassifier,5,4,lbfgs,uniform,0.9461206896551724
identity,kd_tree,22,gini,1,1,0,39,constant,48,log2,19,2,nnClassifier,5,10,adam,uniform,0.9504310344827587
tanh,auto,31,gini,1,0,1,19,invscaling,98,log2,12,34,nnClassifier,6,9,lbfgs,uniform,0.947198275862069
tanh,ball_tree,8,gini,0,0,0,9,constant,86,auto,4,7,nnClassifier,1,4,sgd,distance,0
relu,brute,29,entropy,1,0,0,36,adaptive,3,sqrt,3,30,kneighborsClassifier,4,6,sgd,uniform,0.9428879310344828
identity,kd_tree,24,entropy,1,1,0,13,constant,14,log2,4,29,randomForestClassifier,8,9,sgd,distance,0.9428879310344828
identity,kd_tree,27,gini,0,1,0,23,adaptive,1,log2,3,12,randomForestClassifier,9,1,sgd,distance,0.9428879310344828
identity,ball_tree,27,gini,1,1,1,3,adaptive,69,sqrt,12,34,kneighborsClassifier,4,10,sgd,uniform,0.9428879310344828
tanh,auto,29,entropy,1,1,1,34,adaptive,27,log2,12,5,nnClassifier,2,9,sgd,uniform,0.9504310344827587
tanh,brute,12,entropy,1,1,0,10,invscaling,96,auto,17,29,nnClassifier,5,4,adam,distance,0.9504310344827587
tanh,auto,27,gini,0,1,0,15,constant,5,auto,13,36,nnClassifier,4,5,sgd,distance,0.9504310344827587
tanh,brute,20,gini,0,0,0,34,invscaling,70,auto,13,30,randomForestClassifier,1,10,adam,distance,0
identity,brute,31,gini,0,0,0,23,adaptive,15,sqrt,4,20,randomForestClassifier,6,4,lbfgs,distance,0
logistic,brute,8,entropy,0,0,0,29,invscaling,98,sqrt,19,20,randomForestClassifier,9,2,adam,distance,0
logistic,auto,20,entropy,0,1,1,2,invscaling,72,auto,18,17,nnClassifier,9,4,sgd,distance,0.9504310344827587
relu,kd_tree,9,entropy,1,0,0,39,invscaling,1,log2,19,37,kneighborsClassifier,1,1,lbfgs,uniform,0.9030172413793104
tanh,kd_tree,26,entropy,1,1,0,27,invscaling,29,auto,12,30,kneighborsClassifier,4,8,adam,distance,0.9375
identity,auto,26,entropy,0,1,0,19,adaptive,93,log2,18,25,nnClassifier,7,4,sgd,uniform,0.9504310344827587
logistic,kd_tree,10,entropy,1,0,1,2,adaptive,84,log2,20,32,randomForestClassifier,8,2,sgd,uniform,0.9428879310344828
tanh,kd_tree,18,gini,1,0,1,7,invscaling,75,sqrt,17,20,nnClassifier,9,1,sgd,uniform,0.9504310344827587
