activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,10,entropy,0,1,1,30,adaptive,21,sqrt,16,26,nnClassifier,7,2,lbfgs,uniform,0.9213362068965517
identity,kd_tree,9,gini,0,1,0,6,invscaling,3,log2,4,23,randomForestClassifier,5,4,sgd,uniform,0.9525862068965517
logistic,brute,27,gini,0,0,1,6,invscaling,48,auto,16,21,nnClassifier,6,5,adam,uniform,0.9310344827586207
relu,brute,11,entropy,0,0,1,38,invscaling,14,log2,14,36,nnClassifier,3,2,adam,distance,0.9267241379310345
identity,ball_tree,27,gini,1,1,0,33,invscaling,29,auto,2,33,randomForestClassifier,6,10,adam,uniform,0.9525862068965517
identity,ball_tree,32,gini,0,1,1,12,invscaling,49,log2,7,35,kneighborsClassifier,7,7,lbfgs,uniform,0.9525862068965517
tanh,auto,11,entropy,1,0,1,9,adaptive,43,sqrt,17,5,nnClassifier,10,5,adam,uniform,0.9353448275862069
logistic,kd_tree,8,entropy,0,0,1,13,constant,56,sqrt,2,21,nnClassifier,1,10,sgd,distance,0.9353448275862069
identity,kd_tree,18,gini,1,1,1,17,invscaling,15,log2,14,11,kneighborsClassifier,8,4,sgd,uniform,0.9525862068965517
logistic,ball_tree,8,gini,1,1,0,38,adaptive,12,sqrt,12,24,kneighborsClassifier,8,6,lbfgs,uniform,0.9525862068965517
identity,auto,28,gini,1,1,1,33,constant,65,auto,6,24,kneighborsClassifier,10,7,sgd,uniform,0.9525862068965517
logistic,ball_tree,17,entropy,0,1,1,20,adaptive,29,log2,4,34,nnClassifier,5,6,lbfgs,uniform,0.9288793103448276
identity,auto,22,gini,0,1,1,39,constant,89,log2,12,13,randomForestClassifier,2,8,lbfgs,distance,0.9525862068965517
identity,ball_tree,10,gini,0,1,1,9,invscaling,39,auto,2,9,kneighborsClassifier,2,5,adam,distance,0.9396551724137931
relu,brute,29,entropy,1,0,1,13,adaptive,81,sqrt,3,33,kneighborsClassifier,5,10,sgd,uniform,0.9525862068965517
tanh,brute,17,gini,0,1,1,2,constant,68,sqrt,2,21,nnClassifier,6,8,adam,distance,0.9342672413793104
relu,kd_tree,20,entropy,1,1,0,23,invscaling,47,sqrt,16,21,randomForestClassifier,3,6,adam,uniform,0.9525862068965517
relu,brute,18,entropy,0,0,0,30,adaptive,27,sqrt,11,16,randomForestClassifier,4,1,adam,uniform,0
logistic,kd_tree,23,gini,0,0,1,17,constant,35,sqrt,14,23,kneighborsClassifier,10,9,sgd,uniform,0.9482758620689655
identity,brute,8,gini,1,0,0,36,invscaling,38,auto,17,12,randomForestClassifier,1,3,lbfgs,uniform,0.9525862068965517
relu,brute,11,entropy,0,1,0,40,adaptive,56,sqrt,11,37,nnClassifier,1,9,lbfgs,distance,0.9353448275862069
relu,auto,19,gini,1,1,1,10,invscaling,1,sqrt,10,32,nnClassifier,10,8,adam,distance,0.9353448275862069
tanh,ball_tree,9,gini,0,1,1,34,constant,84,auto,19,7,nnClassifier,6,10,lbfgs,distance,0.9288793103448276
tanh,ball_tree,28,gini,0,1,1,10,invscaling,41,auto,11,13,nnClassifier,4,1,lbfgs,distance,0.9288793103448276
tanh,auto,9,entropy,0,1,0,39,adaptive,46,sqrt,10,8,nnClassifier,7,4,sgd,distance,0.9353448275862069
identity,ball_tree,13,entropy,0,0,0,5,invscaling,30,sqrt,19,36,randomForestClassifier,3,7,lbfgs,distance,0
identity,kd_tree,31,entropy,0,1,0,3,constant,95,sqrt,18,13,nnClassifier,9,8,lbfgs,uniform,0.9353448275862069
tanh,kd_tree,26,gini,1,1,0,33,constant,40,auto,8,38,nnClassifier,6,3,lbfgs,uniform,0.9353448275862069
logistic,brute,28,entropy,0,0,1,12,constant,26,log2,13,10,nnClassifier,1,1,adam,distance,0.9353448275862069
identity,brute,24,gini,0,0,0,31,adaptive,11,auto,2,3,nnClassifier,9,3,lbfgs,distance,0
logistic,brute,32,entropy,1,1,1,19,invscaling,36,sqrt,9,24,kneighborsClassifier,5,4,adam,uniform,0.9525862068965517
relu,kd_tree,21,entropy,0,1,1,27,adaptive,46,auto,3,4,nnClassifier,4,5,sgd,uniform,0.927801724137931
tanh,kd_tree,23,entropy,0,0,1,5,constant,93,auto,19,6,kneighborsClassifier,4,7,lbfgs,distance,0.9267241379310345
identity,auto,9,gini,1,0,1,23,adaptive,3,auto,7,15,randomForestClassifier,2,4,lbfgs,uniform,0.9525862068965517
tanh,ball_tree,10,gini,0,1,1,15,adaptive,70,auto,16,19,nnClassifier,3,9,adam,distance,0.9353448275862069
relu,kd_tree,20,entropy,1,1,1,18,adaptive,78,auto,9,16,kneighborsClassifier,2,5,lbfgs,distance,0.9439655172413793
logistic,auto,22,entropy,1,1,0,3,invscaling,68,log2,12,34,randomForestClassifier,1,5,sgd,distance,0.9525862068965517
logistic,brute,16,entropy,1,1,0,35,adaptive,2,sqrt,11,24,nnClassifier,8,3,lbfgs,uniform,0.9353448275862069
logistic,kd_tree,24,entropy,1,0,1,11,adaptive,28,log2,20,15,randomForestClassifier,10,7,sgd,uniform,0.9525862068965517
logistic,brute,32,entropy,1,1,1,11,constant,3,sqrt,9,27,kneighborsClassifier,8,1,lbfgs,uniform,0.8954741379310345
relu,auto,13,entropy,1,1,0,5,adaptive,20,log2,8,4,nnClassifier,1,4,sgd,distance,0.9353448275862069
identity,kd_tree,17,gini,0,0,1,39,adaptive,85,log2,14,15,randomForestClassifier,1,4,sgd,uniform,0.9482758620689655
tanh,brute,20,entropy,0,1,0,12,constant,48,log2,3,21,nnClassifier,3,10,sgd,uniform,0.9353448275862069
tanh,ball_tree,31,entropy,1,0,0,27,invscaling,95,auto,5,2,nnClassifier,9,10,sgd,uniform,0.9353448275862069
logistic,auto,21,entropy,0,1,1,39,invscaling,59,sqrt,12,10,randomForestClassifier,6,1,sgd,distance,0.9525862068965517
identity,brute,12,gini,1,1,0,11,adaptive,83,log2,17,11,kneighborsClassifier,2,3,sgd,uniform,0.9493534482758621
logistic,brute,27,entropy,0,1,1,39,constant,73,sqrt,12,9,randomForestClassifier,2,5,sgd,uniform,0.9525862068965517
logistic,auto,15,gini,1,1,0,33,constant,38,auto,11,36,randomForestClassifier,1,7,sgd,uniform,0.9525862068965517
relu,brute,12,entropy,0,0,0,20,adaptive,99,auto,15,30,randomForestClassifier,6,6,adam,distance,0
tanh,ball_tree,10,entropy,0,0,0,28,constant,32,sqrt,4,19,kneighborsClassifier,1,8,adam,distance,0
identity,kd_tree,27,gini,1,0,1,35,constant,26,log2,12,12,kneighborsClassifier,2,2,adam,distance,0.9202586206896551
logistic,auto,24,gini,1,1,1,8,constant,40,log2,11,4,nnClassifier,9,1,adam,distance,0.9353448275862069
tanh,kd_tree,22,entropy,0,1,0,17,invscaling,81,auto,4,19,nnClassifier,5,7,adam,uniform,0.9353448275862069
tanh,auto,23,entropy,0,0,1,37,adaptive,89,log2,10,5,kneighborsClassifier,6,9,sgd,uniform,0.9482758620689655
logistic,auto,25,gini,1,1,1,32,constant,40,sqrt,13,20,nnClassifier,3,5,sgd,distance,0.9353448275862069
tanh,brute,29,gini,0,1,0,8,constant,39,auto,9,29,nnClassifier,10,9,adam,uniform,0.9353448275862069
tanh,auto,21,gini,0,0,0,19,constant,60,auto,14,28,kneighborsClassifier,9,10,adam,uniform,0
logistic,ball_tree,22,entropy,1,1,0,36,adaptive,95,log2,14,33,kneighborsClassifier,6,3,sgd,uniform,0.9493534482758621
relu,ball_tree,21,entropy,0,1,1,23,adaptive,88,sqrt,11,8,randomForestClassifier,3,1,lbfgs,distance,0.9525862068965517
logistic,kd_tree,13,gini,1,1,0,40,adaptive,89,sqrt,14,36,nnClassifier,8,1,lbfgs,uniform,0.9353448275862069
logistic,brute,14,gini,1,1,1,33,invscaling,97,auto,8,28,kneighborsClassifier,2,3,lbfgs,uniform,0.9493534482758621
relu,auto,13,entropy,1,1,0,11,invscaling,94,sqrt,10,40,randomForestClassifier,9,7,lbfgs,uniform,0.9525862068965517
identity,ball_tree,17,gini,0,0,0,40,constant,68,sqrt,20,12,randomForestClassifier,8,2,adam,uniform,0
