activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,20,entropy,0,1,1,13,adaptive,59,log2,10,39,randomForestClassifier,9,6,sgd,uniform,0.9536637931034483
identity,auto,10,gini,1,1,0,37,constant,7,auto,5,35,nnClassifier,4,10,lbfgs,distance,0.9342672413793104
relu,brute,23,gini,1,0,1,19,invscaling,28,log2,12,6,kneighborsClassifier,4,9,sgd,distance,0.9439655172413793
relu,brute,24,gini,1,1,1,7,invscaling,81,auto,17,23,nnClassifier,6,3,lbfgs,distance,0.9342672413793104
identity,ball_tree,31,entropy,0,0,1,19,constant,19,log2,10,12,nnClassifier,9,3,lbfgs,uniform,0.9267241379310345
logistic,kd_tree,28,entropy,0,1,1,22,adaptive,77,auto,17,39,randomForestClassifier,7,3,sgd,distance,0.9536637931034483
relu,brute,9,entropy,0,0,1,15,invscaling,75,log2,2,7,randomForestClassifier,1,4,lbfgs,uniform,0.9342672413793104
tanh,ball_tree,21,entropy,1,0,0,20,constant,54,auto,15,10,kneighborsClassifier,2,5,adam,distance,0.9536637931034483
relu,brute,16,entropy,0,1,1,25,invscaling,18,log2,13,40,nnClassifier,5,1,sgd,uniform,0.9342672413793104
identity,auto,12,entropy,1,0,1,24,invscaling,34,sqrt,20,18,randomForestClassifier,9,5,sgd,uniform,0.9536637931034483
identity,kd_tree,12,entropy,0,0,1,15,adaptive,19,auto,2,34,kneighborsClassifier,4,3,sgd,uniform,0.9364224137931034
identity,auto,8,entropy,0,1,1,31,invscaling,70,sqrt,9,40,kneighborsClassifier,5,8,lbfgs,uniform,0.9536637931034483
identity,kd_tree,24,entropy,1,0,1,20,adaptive,63,log2,5,12,randomForestClassifier,3,1,sgd,distance,0.9515086206896551
tanh,brute,30,entropy,1,0,1,6,invscaling,68,auto,5,18,nnClassifier,9,6,lbfgs,distance,0.9267241379310345
identity,ball_tree,18,gini,0,0,0,11,adaptive,51,log2,13,24,kneighborsClassifier,6,9,lbfgs,distance,0
tanh,ball_tree,15,entropy,1,1,1,13,invscaling,58,auto,15,28,nnClassifier,3,2,lbfgs,distance,0.9256465517241379
logistic,ball_tree,29,gini,0,1,0,14,adaptive,90,sqrt,17,7,kneighborsClassifier,8,9,adam,distance,0.9536637931034483
identity,kd_tree,25,gini,0,1,0,6,adaptive,73,log2,12,28,kneighborsClassifier,10,6,sgd,distance,0.9536637931034483
relu,ball_tree,11,entropy,0,1,0,39,invscaling,15,auto,13,6,kneighborsClassifier,8,7,sgd,uniform,0.9536637931034483
logistic,auto,27,gini,1,0,0,5,adaptive,15,sqrt,3,29,randomForestClassifier,8,7,lbfgs,distance,0.9536637931034483
tanh,brute,19,gini,0,0,0,23,invscaling,90,auto,13,20,nnClassifier,3,4,adam,distance,0
identity,auto,18,entropy,0,1,0,40,constant,86,sqrt,14,13,kneighborsClassifier,5,10,lbfgs,distance,0.9536637931034483
relu,brute,24,entropy,1,0,0,15,constant,9,sqrt,16,30,randomForestClassifier,9,2,lbfgs,uniform,0.9536637931034483
logistic,auto,18,entropy,1,1,0,27,constant,53,auto,13,23,randomForestClassifier,7,2,lbfgs,uniform,0.9536637931034483
tanh,ball_tree,20,entropy,0,0,1,11,invscaling,20,sqrt,20,4,nnClassifier,6,6,lbfgs,distance,0.9331896551724138
relu,auto,21,entropy,0,1,0,6,constant,99,auto,16,3,randomForestClassifier,9,8,adam,distance,0.9536637931034483
identity,ball_tree,26,entropy,0,0,0,13,adaptive,94,log2,18,3,nnClassifier,3,10,lbfgs,distance,0
identity,brute,18,entropy,0,0,1,31,constant,32,sqrt,19,32,nnClassifier,6,2,lbfgs,distance,0.9267241379310345
relu,auto,22,gini,1,0,1,36,constant,6,log2,18,30,kneighborsClassifier,8,8,adam,distance,0.9439655172413793
logistic,auto,31,entropy,0,0,1,14,invscaling,25,log2,10,24,kneighborsClassifier,6,2,sgd,distance,0.9030172413793104
logistic,ball_tree,18,entropy,0,1,1,40,constant,97,sqrt,9,36,kneighborsClassifier,1,8,sgd,uniform,0.9536637931034483
relu,auto,19,gini,1,0,0,2,adaptive,62,sqrt,2,37,nnClassifier,1,1,lbfgs,distance,0.9342672413793104
identity,brute,10,entropy,1,0,1,13,constant,1,log2,10,2,kneighborsClassifier,9,3,adam,uniform,0.9525862068965517
relu,ball_tree,22,entropy,0,1,1,37,invscaling,44,auto,2,22,kneighborsClassifier,4,2,adam,uniform,0.9525862068965517
tanh,ball_tree,15,entropy,0,0,0,35,constant,95,auto,20,12,kneighborsClassifier,8,10,adam,distance,0
tanh,auto,9,entropy,1,1,1,31,invscaling,31,sqrt,13,27,kneighborsClassifier,2,4,sgd,distance,0.9439655172413793
identity,ball_tree,16,gini,0,0,0,33,invscaling,84,auto,2,10,nnClassifier,3,6,sgd,distance,0
identity,brute,22,entropy,1,0,1,29,adaptive,62,auto,8,16,randomForestClassifier,4,8,adam,distance,0.9525862068965517
logistic,kd_tree,16,entropy,0,0,0,19,adaptive,43,auto,17,37,nnClassifier,7,9,sgd,uniform,0
identity,auto,28,entropy,0,1,1,21,constant,94,auto,7,24,kneighborsClassifier,10,5,lbfgs,distance,0.9396551724137931
identity,ball_tree,14,entropy,0,0,1,15,invscaling,83,auto,13,13,kneighborsClassifier,4,3,sgd,distance,0.915948275862069
identity,brute,21,entropy,0,0,1,26,invscaling,34,auto,7,29,randomForestClassifier,4,7,sgd,uniform,0.9525862068965517
logistic,brute,17,entropy,1,0,0,34,invscaling,93,auto,20,19,randomForestClassifier,10,2,sgd,uniform,0.9536637931034483
logistic,auto,22,gini,0,1,0,31,adaptive,48,log2,16,11,randomForestClassifier,3,4,adam,uniform,0.9536637931034483
logistic,kd_tree,22,gini,0,0,1,25,adaptive,79,sqrt,16,30,kneighborsClassifier,1,7,lbfgs,uniform,0.9450431034482759
logistic,kd_tree,12,entropy,1,0,1,9,invscaling,62,auto,19,28,kneighborsClassifier,8,3,adam,distance,0.9331896551724138
logistic,kd_tree,30,gini,0,1,1,20,invscaling,37,auto,16,22,kneighborsClassifier,2,8,sgd,distance,0.9428879310344828
relu,kd_tree,25,entropy,1,1,1,31,invscaling,94,log2,10,38,kneighborsClassifier,7,8,lbfgs,distance,0.9515086206896551
relu,auto,23,entropy,0,0,0,31,adaptive,52,auto,6,28,kneighborsClassifier,9,5,adam,uniform,0
identity,kd_tree,12,entropy,1,1,0,20,constant,72,log2,9,9,kneighborsClassifier,2,8,sgd,uniform,0.9536637931034483
logistic,ball_tree,8,gini,0,1,0,2,adaptive,6,sqrt,10,16,kneighborsClassifier,9,5,adam,uniform,0.9536637931034483
tanh,ball_tree,13,gini,1,1,1,36,constant,36,sqrt,3,5,nnClassifier,8,6,lbfgs,uniform,0.9224137931034483
identity,brute,18,gini,0,1,0,12,invscaling,66,log2,7,29,nnClassifier,9,3,lbfgs,uniform,0.9342672413793104
