activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,14,gini,0,1,0,22,invscaling,49,sqrt,2,23,nnClassifier,10,2,lbfgs,uniform,0.9342672413793104
relu,kd_tree,19,gini,1,0,0,40,adaptive,48,log2,17,22,nnClassifier,4,4,lbfgs,uniform,0.9342672413793104
relu,ball_tree,16,gini,0,1,1,25,invscaling,6,log2,9,20,randomForestClassifier,2,10,lbfgs,distance,0.9536637931034483
relu,auto,22,gini,1,0,0,39,adaptive,15,sqrt,3,20,nnClassifier,9,1,lbfgs,distance,0.9342672413793104
logistic,brute,20,entropy,0,0,0,16,invscaling,77,auto,7,30,kneighborsClassifier,10,8,adam,distance,0
logistic,kd_tree,27,gini,1,0,1,16,invscaling,37,auto,14,38,nnClassifier,1,7,lbfgs,distance,0.9342672413793104
tanh,kd_tree,10,gini,0,1,0,20,invscaling,83,sqrt,7,26,kneighborsClassifier,9,6,sgd,distance,0.9536637931034483
identity,auto,30,gini,0,0,0,36,constant,1,log2,5,26,nnClassifier,4,4,adam,uniform,0
identity,ball_tree,32,gini,1,1,0,23,constant,66,auto,10,6,nnClassifier,7,7,adam,uniform,0.9342672413793104
relu,brute,17,entropy,0,1,1,32,invscaling,80,auto,10,23,randomForestClassifier,8,6,adam,uniform,0.9536637931034483
tanh,auto,25,entropy,1,0,1,33,constant,9,auto,15,20,nnClassifier,8,9,lbfgs,uniform,0.9245689655172413
tanh,auto,30,entropy,1,0,0,14,constant,4,log2,18,35,randomForestClassifier,5,4,adam,uniform,0.9536637931034483
relu,auto,12,gini,1,0,1,39,invscaling,89,sqrt,15,31,nnClassifier,9,3,sgd,uniform,0.9342672413793104
tanh,ball_tree,29,entropy,1,1,0,11,adaptive,74,auto,15,25,kneighborsClassifier,5,1,sgd,distance,0.9051724137931034
tanh,brute,11,entropy,1,0,0,34,constant,52,auto,10,2,kneighborsClassifier,4,5,adam,distance,0.9536637931034483
logistic,brute,10,gini,0,1,1,36,adaptive,37,sqrt,17,15,kneighborsClassifier,2,10,lbfgs,distance,0.9428879310344828
logistic,brute,19,gini,1,0,0,30,invscaling,49,log2,15,28,nnClassifier,6,5,adam,uniform,0.9342672413793104
identity,kd_tree,22,gini,0,0,0,15,invscaling,51,sqrt,16,14,randomForestClassifier,3,7,sgd,distance,0
logistic,kd_tree,11,gini,0,1,0,28,constant,84,log2,20,16,randomForestClassifier,3,7,adam,distance,0.9536637931034483
relu,auto,12,gini,0,1,0,10,invscaling,40,sqrt,14,32,randomForestClassifier,4,9,lbfgs,distance,0.9536637931034483
logistic,brute,17,entropy,1,0,0,24,constant,17,sqrt,5,6,kneighborsClassifier,7,3,sgd,uniform,0.9515086206896551
logistic,auto,31,gini,0,0,0,8,adaptive,14,sqrt,19,35,randomForestClassifier,2,1,sgd,uniform,0
tanh,auto,26,gini,0,0,0,30,invscaling,21,log2,3,18,nnClassifier,10,5,lbfgs,uniform,0
tanh,kd_tree,10,gini,1,0,1,30,invscaling,43,auto,14,40,kneighborsClassifier,5,3,adam,uniform,0.9525862068965517
logistic,ball_tree,10,gini,0,1,0,18,constant,62,log2,8,29,nnClassifier,10,4,lbfgs,uniform,0.9342672413793104
tanh,auto,30,gini,1,1,1,38,constant,84,log2,13,12,kneighborsClassifier,5,1,sgd,distance,0.9051724137931034
logistic,kd_tree,25,entropy,1,1,1,30,constant,24,log2,9,38,randomForestClassifier,10,1,adam,distance,0.9536637931034483
logistic,kd_tree,20,entropy,0,1,1,27,adaptive,53,auto,5,12,randomForestClassifier,6,6,lbfgs,uniform,0.9536637931034483
logistic,auto,31,entropy,1,0,0,20,adaptive,98,log2,6,37,nnClassifier,8,5,sgd,uniform,0.9342672413793104
identity,kd_tree,19,entropy,0,0,1,2,adaptive,9,log2,6,13,randomForestClassifier,5,6,lbfgs,distance,0.9515086206896551
relu,brute,12,gini,0,1,1,26,constant,12,log2,4,3,nnClassifier,8,5,lbfgs,distance,0.9202586206896551
tanh,brute,14,gini,1,0,1,24,invscaling,91,sqrt,14,24,randomForestClassifier,2,10,sgd,distance,0.9525862068965517
tanh,auto,8,gini,1,0,1,28,adaptive,86,sqrt,11,21,kneighborsClassifier,1,7,adam,distance,0.9439655172413793
tanh,brute,10,gini,0,1,0,2,adaptive,100,log2,6,39,randomForestClassifier,5,4,sgd,uniform,0.9536637931034483
relu,ball_tree,13,entropy,0,1,1,17,invscaling,22,sqrt,18,40,kneighborsClassifier,10,3,adam,uniform,0.9525862068965517
identity,kd_tree,9,gini,0,0,1,33,invscaling,95,log2,9,37,nnClassifier,1,4,lbfgs,distance,0.9267241379310345
logistic,kd_tree,32,entropy,1,0,1,6,invscaling,8,sqrt,19,40,randomForestClassifier,9,10,lbfgs,distance,0.9536637931034483
logistic,kd_tree,24,entropy,0,0,0,15,invscaling,70,auto,6,39,randomForestClassifier,2,7,lbfgs,uniform,0
relu,brute,29,entropy,0,0,0,10,adaptive,39,log2,19,2,randomForestClassifier,4,8,sgd,uniform,0
tanh,ball_tree,28,entropy,1,1,1,35,invscaling,39,sqrt,3,22,randomForestClassifier,5,7,sgd,distance,0.9536637931034483
tanh,brute,20,gini,1,0,0,8,adaptive,16,auto,13,27,nnClassifier,7,4,adam,distance,0.9342672413793104
logistic,auto,17,gini,0,0,0,7,constant,19,sqrt,9,17,nnClassifier,9,1,sgd,uniform,0
identity,auto,11,entropy,0,0,0,35,adaptive,94,auto,20,35,randomForestClassifier,1,10,adam,uniform,0
identity,auto,22,entropy,1,0,0,7,adaptive,7,log2,18,22,randomForestClassifier,2,9,adam,distance,0.9536637931034483
tanh,ball_tree,23,gini,1,1,0,18,invscaling,28,auto,7,9,randomForestClassifier,8,2,adam,uniform,0.9536637931034483
identity,brute,21,gini,1,0,1,25,invscaling,11,auto,5,20,kneighborsClassifier,2,8,adam,uniform,0.9536637931034483
logistic,ball_tree,24,gini,1,1,1,12,adaptive,4,sqrt,16,32,kneighborsClassifier,10,5,adam,distance,0.9482758620689655
