,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,5.0,None,uniform,0.5018281535648994,ok,89.7145230609458
14,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,1.0,log2,7.0,38.0,None,None,None,None,0.6407678244972578,ok,90.92005115677603
15,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,36.0,None,None,None,None,None,None,1.0,None,distance,0.48171846435100546,ok,91.03285344387405
16,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,nnClassifier,relu,None,18,None,None,adaptive,None,None,None,None,3,None,lbfgs,None,0.27239488117001825,ok,95.91228268598206
17,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,nnClassifier,tanh,None,26,None,None,constant,None,None,None,None,7,None,lbfgs,None,0.2340036563071298,ok,103.67651953385212
18,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,6.0,None,distance,0.5521023765996343,ok,103.79429124598391
19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,nnClassifier,identity,None,13,None,None,invscaling,None,None,None,None,5,None,adam,None,0.05941499085923217,ok,115.07089739083312
20,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,23.0,log2,4.0,14.0,None,None,None,None,0.6745886654478976,ok,116.85044200299308
21,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,8.0,auto,3.0,16.0,None,None,None,None,0.6279707495429616,ok,118.26500169280916
22,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,24.0,sqrt,2.0,27.0,None,None,None,None,0.6755027422303473,ok,120.04087397200055
23,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,33.0,sqrt,3.0,28.0,None,None,None,None,0.6791590493601463,ok,121.73501581582241
24,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,67.0,sqrt,2.0,28.0,None,None,None,None,0.6837294332723949,ok,123.44982814788818
25,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,73.0,sqrt,5.0,35.0,None,None,None,None,0.6636197440585009,ok,125.07232419098727
26,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,77.0,sqrt,2.0,29.0,None,None,None,None,0.6745886654478976,ok,126.85106045682915
27,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,98.0,sqrt,6.0,24.0,None,None,None,None,0.6782449725776966,ok,128.53289582696743
28,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,61.0,sqrt,11.0,31.0,None,None,None,None,0.6572212065813529,ok,130.19578269589692
29,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,86.0,sqrt,10.0,40.0,None,None,None,None,0.6526508226691042,ok,131.83282252098434
30,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,35.0,sqrt,4.0,35.0,None,None,None,None,0.6727605118829981,ok,133.52850836585276
31,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,6.0,23.0,None,None,None,None,0.6782449725776966,ok,135.3212462340016
32,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,10.0,None,uniform,0.48628884826325414,ok,135.49766057683155
33,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,86.0,sqrt,14.0,28.0,None,None,None,None,0.6617915904936015,ok,137.1996523158159
34,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,34.0,sqrt,2.0,34.0,None,None,None,None,0.6581352833638026,ok,138.88033512677066
35,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,nnClassifier,logistic,None,9,None,None,invscaling,None,None,None,None,1,None,sgd,None,0.0,ok,143.11814635596238
36,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,53.0,sqrt,12.0,38.0,None,None,None,None,0.6508226691042047,ok,144.64373736199923
37,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,71.0,sqrt,4.0,22.0,None,None,None,None,0.6709323583180987,ok,146.3780313259922
38,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,sqrt,17.0,26.0,None,None,None,None,0.6279707495429616,ok,148.6595957458485
39,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,4.0,None,None,None,None,None,None,1.0,None,uniform,0.5776965265082267,ok,148.81111865700223
40,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,55.0,sqrt,7.0,31.0,None,None,None,None,0.659963436928702,ok,150.6949464888312
41,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,nnClassifier,logistic,None,8,None,None,invscaling,None,None,None,None,1,None,sgd,None,0.0,ok,155.26837440789677
42,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,10.0,log2,2.0,18.0,None,None,None,None,0.5521023765996343,ok,157.00695445388556
43,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,84.0,sqrt,5.0,30.0,None,None,None,None,0.6279707495429616,ok,158.3441427478101
44,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,10.0,None,distance,0.5118829981718465,ok,158.66711344290525
45,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,nnClassifier,identity,None,20,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.029250457038391225,ok,159.04948504385538
46,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,44.0,log2,8.0,8.0,None,None,None,None,0.5978062157221207,ok,160.90383816789836
47,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,8.0,None,uniform,0.4844606946983547,ok,161.05709523684345
48,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,3.0,13.0,None,None,None,None,0.6608775137111518,ok,163.03523320285603
49,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,nnClassifier,identity,None,14,None,None,invscaling,None,None,None,None,2,None,adam,None,0.04753199268738574,ok,169.46036330680363
50,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,92.0,auto,9.0,25.0,None,None,None,None,0.5237659963436929,ok,171.60561995883472
51,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,31.0,None,None,None,None,None,None,3.0,None,distance,0.5,ok,171.7705490658991
52,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,66.0,sqrt,16.0,4.0,None,None,None,None,0.6416819012797075,ok,173.8534360958729
53,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,nnClassifier,tanh,None,31,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.19195612431444242,ok,193.97590324492194
54,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,12.0,log2,12.0,21.0,None,None,None,None,0.5914076782449725,ok,195.6236130988691
55,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,29.0,auto,3.0,33.0,None,None,None,None,0.6581352833638026,ok,197.73401659284718
56,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,8.0,None,distance,0.5904936014625228,ok,197.867312310962
57,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,40.0,sqrt,8.0,18.0,None,None,None,None,0.5877513711151737,ok,199.66772186593153
58,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,nnClassifier,logistic,None,23,None,None,constant,None,None,None,None,10,None,adam,None,0.21115173674588666,ok,226.28241500491276
59,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,80.0,auto,6.0,37.0,None,None,None,None,0.6636197440585009,ok,227.6552637037821
60,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,57.0,log2,5.0,28.0,None,None,None,None,0.6425959780621572,ok,230.44275299599394
61,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,21.0,None,None,None,None,None,None,3.0,None,uniform,0.5127970749542962,ok,230.62820071494207
62,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,47.0,sqrt,9.0,20.0,None,None,None,None,0.5749542961608776,ok,232.32073891698383
63,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,nnClassifier,tanh,None,13,None,None,adaptive,None,None,None,None,7,None,lbfgs,None,0.27056672760511885,ok,239.76189799793065
64,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,67.0,sqrt,20.0,40.0,None,None,None,None,0.6398537477148081,ok,241.299873894779
65,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,98.0,sqrt,6.0,24.0,None,None,None,None,0.6782449725776966,ok,242.97112726187333
66,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,62.0,sqrt,4.0,23.0,None,None,None,None,0.680073126142596,ok,244.7316926678177
67,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,72.0,sqrt,3.0,26.0,None,None,None,None,0.6892138939670932,ok,246.50023109698668
68,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,72.0,sqrt,4.0,15.0,None,None,None,None,0.6992687385740403,ok,248.349257749971
69,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,72.0,auto,7.0,15.0,None,None,None,None,0.6892138939670932,ok,250.12707818881609
70,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,93.0,auto,7.0,10.0,None,None,None,None,0.6892138939670932,ok,251.90477344882675
71,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,94.0,auto,7.0,9.0,None,None,None,None,0.6892138939670932,ok,253.76561036380008
72,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,92.0,auto,5.0,5.0,None,None,None,None,0.6946983546617916,ok,255.63595349295065
73,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,79.0,auto,5.0,2.0,None,None,None,None,0.6946983546617916,ok,257.5003489719238
74,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,82.0,auto,10.0,2.0,None,None,None,None,0.6782449725776966,ok,259.1775145288557
75,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,89.0,auto,5.0,5.0,None,None,None,None,0.6946983546617916,ok,261.0410345448181
76,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,77.0,auto,8.0,6.0,None,None,None,None,0.6709323583180987,ok,262.77748553687707
77,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,89.0,auto,5.0,12.0,None,None,None,None,0.6837294332723949,ok,265.5650690267794
78,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,8.0,None,distance,0.5822669104204753,ok,265.8017173069529
79,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,99.0,auto,3.0,5.0,None,None,None,None,0.573126142595978,ok,267.65884125977755
80,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,nnClassifier,identity,None,17,None,None,invscaling,None,None,None,None,3,None,sgd,None,0.09049360146252285,ok,274.1633104889188
81,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,79.0,auto,13.0,2.0,None,None,None,None,0.6517367458866545,ok,275.72276391997
82,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,76.0,auto,4.0,7.0,None,None,None,None,0.6901279707495429,ok,277.67131491494365
83,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,3.0,None,uniform,0.5173674588665448,ok,277.86042980197817
84,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,87.0,auto,9.0,16.0,None,None,None,None,0.593235831809872,ok,279.1833572508767
85,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,95.0,auto,6.0,4.0,None,None,None,None,0.6819012797074955,ok,281.2037920888979
86,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,nnClassifier,logistic,None,11,None,None,invscaling,None,None,None,None,6,None,adam,None,0.2449725776965265,ok,329.8375661368482
87,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,90.0,log2,8.0,11.0,None,None,None,None,0.6654478976234004,ok,331.82499093096703
88,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,69.0,auto,10.0,3.0,None,None,None,None,0.5521023765996343,ok,333.98110134596936
89,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40.0,None,None,None,None,None,None,2.0,None,uniform,0.4515539305301645,ok,334.2234010549728
90,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,63.0,auto,2.0,7.0,None,None,None,None,0.7020109689213894,ok,336.17189483880065
91,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,nnClassifier,logistic,None,23,None,None,constant,None,None,None,None,9,None,sgd,None,0.07678244972577697,ok,358.16650873678736
92,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,63.0,auto,2.0,13.0,None,None,None,None,0.7047531992687386,ok,360.0118588937912
93,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,52.0,log2,2.0,14.0,None,None,None,None,0.5703839122486288,ok,361.5985444029793
94,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,9.0,None,distance,0.5118829981718465,ok,361.71522292192094
95,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,57.0,auto,2.0,17.0,None,None,None,None,0.6718464351005484,ok,363.34004621277563
96,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,63.0,auto,16.0,12.0,None,None,None,None,0.6307129798903108,ok,365.85937024792656
97,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,nnClassifier,tanh,None,29,None,None,adaptive,None,None,None,None,4,None,lbfgs,None,0.29250457038391225,ok,372.75817829277366
98,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,49.0,log2,19.0,8.0,None,None,None,None,0.596892138939671,ok,373.9995332309045
99,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,39.0,auto,3.0,15.0,None,None,None,None,0.6882998171846435,ok,375.8207223978825
