,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,nnClassifier,relu,None,20,None,None,adaptive,None,None,None,None,9,None,adam,None,0.1316270566727605,ok,28.580718997865915
1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,nnClassifier,tanh,None,26,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.23308957952468007,ok,35.85542503884062
2,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,45.0,log2,8.0,11.0,None,None,None,None,0.6444241316270567,ok,38.28383477195166
3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,14.0,25.0,None,None,None,None,0.5246800731261426,ok,40.348943332908675
4,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,20.0,sqrt,18.0,2.0,None,None,None,None,0.629798903107861,ok,42.185376894893125
5,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,65.0,log2,20.0,20.0,None,None,None,None,0.5895795246800731,ok,43.866124535910785
6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,19.0,auto,9.0,19.0,None,None,None,None,0.6608775137111518,ok,45.39889916381799
7,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,40.0,auto,19.0,10.0,None,None,None,None,0.5795246800731262,ok,46.522380616981536
8,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,37.0,None,None,None,None,None,None,5.0,None,uniform,0.4643510054844607,ok,46.77172159194015
9,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,nnClassifier,relu,None,28,None,None,constant,None,None,None,None,4,None,adam,None,0.23217550274223034,ok,69.3090433459729
10,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,50.0,auto,14.0,32.0,None,None,None,None,0.5182815356489945,ok,71.0644259757828
11,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,nnClassifier,relu,None,31,None,None,constant,None,None,None,None,5,None,sgd,None,0.2056672760511883,ok,89.38177692587487
12,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,6.0,None,distance,0.4515539305301645,ok,89.5439483569935
