,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
50,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,32,auto,13,8,None,None,None,None,0.5100548446069469,ok,270.61714440304786
51,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,65,log2,7,18,None,None,None,None,0.6627056672760512,ok,272.59816591301933
52,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,54,sqrt,5,23,None,None,None,None,0.659963436928702,ok,273.9935115079861
53,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,6.0,None,uniform,0.4680073126142596,ok,274.26260494510643
54,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,16,auto,3,16,None,None,None,None,0.6224862888482633,ok,277.7273463900201
55,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,nnClassifier,relu,None,24.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.2659963436928702,ok,282.2570666701067
56,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,73,sqrt,16,12,None,None,None,None,0.6279707495429616,ok,283.39598723710515
57,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,60,log2,7,5,None,None,None,None,0.6243144424131627,ok,285.8757423600182
58,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,51,auto,18,9,None,None,None,None,0.5658135283363802,ok,287.07370225712657
59,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,2.0,None,distance,0.42778793418647165,ok,287.22502385801636
60,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,24,sqrt,14,28,None,None,None,None,0.6489945155393053,ok,288.8725185659714
61,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.24040219378427788,ok,311.40901857893914
62,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,41,auto,20,15,None,None,None,None,0.5457038391224863,ok,312.72889975993894
63,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,30,auto,3,19,None,None,None,None,0.6206581352833638,ok,315.60535297496244
64,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,12,log2,7,23,None,None,None,None,0.6352833638025595,ok,317.5177604230121
65,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47,auto,2,11,None,None,None,None,0.7458866544789763,ok,319.6879878239706
66,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,70,auto,4,9,None,None,None,None,0.7294332723948812,ok,321.74716144194826
67,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,49,auto,6,16,None,None,None,None,0.7029250457038391,ok,323.6194214299321
68,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,41,auto,2,14,None,None,None,None,0.7312614259597806,ok,325.71372620598413
69,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,52,auto,5,5,None,None,None,None,0.7193784277879341,ok,327.6976291160099
70,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,60,auto,3,10,None,None,None,None,0.7404021937842779,ok,329.8011662911158
71,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,22,auto,4,7,None,None,None,None,0.7285191956124314,ok,331.94665277400054
72,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,33,auto,2,13,None,None,None,None,0.7449725776965265,ok,334.0690876680892
73,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,57,auto,10,4,None,None,None,None,0.6837294332723949,ok,336.06039861007594
74,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,nnClassifier,tanh,None,21.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.2897623400365631,ok,343.2348471181467
75,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,29.0,None,None,None,None,None,None,5.0,None,uniform,0.4926873857404022,ok,343.4835346110631
76,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,28,auto,6,2,None,None,None,None,0.676416819012797,ok,344.934812390944
77,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,42,auto,9,17,None,None,None,None,0.6206581352833638,ok,346.6547640550416
78,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,81,sqrt,5,25,None,None,None,None,0.5758683729433273,ok,349.0193241070956
79,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,nnClassifier,relu,None,12.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.09414990859232175,ok,384.6885093690362
80,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,65,auto,12,21,None,None,None,None,0.6307129798903108,ok,387.13353484799154
81,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,1.0,None,uniform,0.48171846435100546,ok,387.26140142814256
82,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47,log2,3,12,None,None,None,None,0.7285191956124314,ok,389.34034404112026
83,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,8,auto,2,8,None,None,None,None,0.5594149908592322,ok,391.1270064720884
84,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,36,auto,3,36,None,None,None,None,0.6288848263254113,ok,392.90995558700524
85,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,9.0,None,None,None,None,None,None,4.0,None,distance,0.48080438756855576,ok,393.08738662302494
86,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,nnClassifier,identity,None,20.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.06672760511882998,ok,401.3761288081296
87,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,39,auto,7,19,None,None,None,None,0.5804387568555759,ok,403.9582297159359
88,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,45,log2,4,14,None,None,None,None,0.6873857404021938,ok,406.8638297719881
89,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,57,auto,10,2,None,None,None,None,0.6462522851919561,ok,409.2403921750374
90,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,9.0,None,uniform,0.4515539305301645,ok,409.3752931121271
91,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,nnClassifier,logistic,None,28.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.11791590493601463,ok,414.141445171088
92,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,28,sqrt,5,28,None,None,None,None,0.6106032906764168,ok,416.24686080310494
93,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,20,auto,15,10,None,None,None,None,0.6124314442413162,ok,418.4395835320465
94,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,33,auto,2,6,None,None,None,None,0.6892138939670932,ok,420.25538609409705
95,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,14,auto,8,17,None,None,None,None,0.6005484460694699,ok,422.02777585410513
96,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,6.0,None,distance,0.5301645338208409,ok,422.2527157110162
97,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.28244972577696525,ok,457.8347018400673
98,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,79,sqrt,4,20,None,None,None,None,0.6416819012797075,ok,460.54090151609853
99,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,49,log2,17,12,None,None,None,None,0.6334552102376599,ok,462.090036212001
