,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,28,sqrt,5,15,None,None,None,None,0.5978062157221207,ok,2.220717557007447
1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,nnClassifier,tanh,None,14.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.30347349177330896,ok,43.93410780397244
2,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,68,log2,17,24,None,None,None,None,0.5420475319926874,ok,45.424162562936544
3,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,4.0,None,distance,0.4524680073126143,ok,45.52587773906998
4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,8.0,None,uniform,0.45521023765996343,ok,45.651443772017956
5,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.4826325411334552,ok,45.931005753111094
6,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,57,sqrt,6,15,None,None,None,None,0.5694698354661791,ok,47.74200040707365
7,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.07221206581352833,ok,75.76078972104006
8,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,27,sqrt,15,35,None,None,None,None,0.6060329067641682,ok,78.05682088201866
9,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,nnClassifier,relu,None,17.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.14076782449725778,ok,82.49087663600221
10,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,39.0,None,None,None,None,None,None,2.0,None,distance,0.43144424131627057,ok,82.58961528399959
11,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,9,sqrt,14,27,None,None,None,None,0.6151736745886655,ok,83.83613930712454
12,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,10.0,None,distance,0.47714808043875684,ok,84.05237575713545
13,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,76,auto,8,18,None,None,None,None,0.5383912248628885,ok,87.26781851402484
14,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,76,auto,17,21,None,None,None,None,0.5073126142595978,ok,89.9055582000874
15,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,17,log2,19,16,None,None,None,None,0.5877513711151737,ok,92.2980114291422
16,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,nnClassifier,tanh,None,31.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.20018281535648993,ok,99.71229257015511
17,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,91,auto,11,25,None,None,None,None,0.6517367458866545,ok,101.95340730412863
18,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,15.0,None,None,None,None,None,None,10.0,None,distance,0.4744058500914077,ok,102.12672755797394
19,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,92,log2,3,3,None,None,None,None,0.4835466179159049,ok,105.9656115740072
20,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,1,auto,12,31,None,None,None,None,0.623400365630713,ok,107.24279822409153
21,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,95,auto,11,34,None,None,None,None,0.6334552102376599,ok,108.41367020900361
22,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,auto,10,39,None,None,None,None,0.6489945155393053,ok,110.27256560209207
23,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,auto,8,40,None,None,None,None,0.6316270566727605,ok,111.87061923812144
24,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,86,auto,9,6,None,None,None,None,0.6608775137111518,ok,113.56189480796456
25,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,84,auto,9,7,None,None,None,None,0.6782449725776966,ok,115.62756216502748
26,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,nnClassifier,identity,None,30.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.0740402193784278,ok,121.01704918895848
27,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,55,auto,8,3,None,None,None,None,0.6937842778793418,ok,123.12974923104048
28,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,44,auto,6,9,None,None,None,None,0.7020109689213894,ok,125.39426949899644
29,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,45,auto,2,11,None,None,None,None,0.7458866544789763,ok,127.56553336395882
30,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,nnClassifier,identity,None,8.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,0.07495429616087751,ok,145.38713188911788
31,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,43,auto,2,10,None,None,None,None,0.7495429616087751,ok,147.5621771889273
32,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47,log2,2,11,None,None,None,None,0.7349177330895795,ok,150.49132324196398
33,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,35,auto,4,11,None,None,None,None,0.6572212065813529,ok,152.65619942802005
34,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,4.0,None,None,None,None,None,None,1.0,None,uniform,0.6425959780621572,ok,152.8103040549904
35,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,nnClassifier,logistic,None,25.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.1956124314442413,ok,177.17058122809976
36,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,39,auto,2,12,None,None,None,None,0.7522851919561243,ok,179.1874085040763
37,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,7.0,None,uniform,0.4963436928702011,ok,179.32781200599857
38,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,37,auto,4,19,None,None,None,None,0.6316270566727605,ok,181.73621151293628
39,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,nnClassifier,relu,None,24.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.21755027422303475,ok,186.31034553912468
40,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,62,auto,6,6,None,None,None,None,0.6106032906764168,ok,188.3010105411522
41,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,3.0,None,uniform,0.5383912248628885,ok,188.45057088299654
42,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,25,log2,3,14,None,None,None,None,0.6261425959780622,ok,191.12409324594773
43,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.050274223034734916,ok,219.64592347992584
44,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,38,sqrt,2,3,None,None,None,None,0.7010968921389397,ok,223.29488733201288
45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,7.0,None,uniform,0.42413162705667273,ok,223.43418457196094
46,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,19,auto,4,21,None,None,None,None,0.6014625228519196,ok,225.9161011769902
47,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,4,sqrt,5,13,None,None,None,None,0.5246800731261426,ok,226.669801983051
48,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,9.0,None,distance,0.5118829981718465,ok,226.8878031510394
49,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,nnClassifier,tanh,None,11.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.2696526508226691,ok,268.98075656197034
