activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,18,gini,1,0,1,1,1,26,constant,87,log2,15,27,randomForestClassifier,3,8,sgd,uniform,0.8648148148148148,89.0671963840723
relu,ball_tree,19,gini,1,0,1,1,1,19,constant,90,log2,15,28,nnClassifier,1,8,sgd,uniform,0.6592592592592592,89.0672524429392
relu,ball_tree,19,gini,1,1,1,1,1,7,constant,59,auto,8,33,nnClassifier,3,6,sgd,uniform,0.7055555555555556,89.06728653307073
relu,ball_tree,27,gini,1,1,1,1,1,11,constant,17,auto,16,28,nnClassifier,2,8,adam,uniform,0.6037037037037037,89.0673195719719
relu,ball_tree,15,gini,1,0,1,1,1,38,constant,67,sqrt,9,15,kneighborsClassifier,5,8,adam,distance,0.7925925925925926,89.067353351973
relu,auto,20,gini,1,0,1,1,1,27,constant,84,sqrt,10,23,nnClassifier,5,10,sgd,uniform,0.6370370370370371,89.06738721113652
relu,ball_tree,20,gini,1,1,1,1,1,24,constant,87,log2,14,27,kneighborsClassifier,8,9,sgd,uniform,0.8518518518518519,89.0674207310658
relu,ball_tree,15,gini,1,1,1,1,1,8,constant,66,sqrt,8,10,kneighborsClassifier,6,8,adam,uniform,0.8444444444444444,89.0674545399379
relu,auto,23,gini,1,0,1,1,1,14,constant,16,sqrt,12,32,nnClassifier,3,6,sgd,uniform,0.6018518518518519,89.06748789013363
relu,ball_tree,13,gini,1,1,1,1,1,11,constant,33,auto,16,8,kneighborsClassifier,3,5,adam,uniform,0.8462962962962963,89.0675214889925
relu,ball_tree,16,gini,1,0,1,1,1,15,constant,94,sqrt,8,6,randomForestClassifier,5,6,sgd,distance,0,89.06755491904914
relu,ball_tree,10,gini,1,1,1,1,1,24,constant,61,log2,15,27,kneighborsClassifier,4,8,adam,uniform,0.8203703703703704,89.06758810812607
relu,ball_tree,21,gini,1,1,1,1,1,15,constant,34,auto,15,27,kneighborsClassifier,6,6,adam,distance,0.812962962962963,89.06762180803344
relu,auto,18,gini,1,1,1,1,1,34,constant,96,sqrt,6,26,nnClassifier,2,5,sgd,distance,0.587037037037037,89.06765468697995
relu,ball_tree,19,gini,1,0,1,1,1,6,constant,86,sqrt,10,10,randomForestClassifier,6,6,sgd,uniform,0.7203703703703703,89.06768714706413
relu,auto,26,gini,1,0,1,1,1,12,constant,22,log2,11,28,randomForestClassifier,3,8,sgd,distance,0,89.06772007700056
relu,ball_tree,28,gini,1,1,1,1,1,25,constant,24,auto,16,35,randomForestClassifier,2,10,adam,distance,0.8444444444444444,89.06775192613713
relu,ball_tree,18,gini,1,1,1,1,1,21,constant,83,log2,10,28,nnClassifier,2,8,adam,uniform,0.7055555555555556,89.06778448610567
relu,ball_tree,16,gini,1,0,1,1,1,9,constant,85,log2,6,26,kneighborsClassifier,2,8,sgd,uniform,0.8222222222222222,89.06782584497705
relu,ball_tree,19,gini,1,1,1,1,1,26,constant,41,sqrt,16,8,randomForestClassifier,3,10,sgd,distance,0.8648148148148148,89.06785823497921
relu,auto,22,gini,1,1,1,1,1,25,constant,83,auto,15,29,nnClassifier,3,10,adam,distance,0.8648148148148148,262.8094915540423
relu,auto,23,gini,1,1,1,1,1,23,constant,86,auto,15,32,nnClassifier,2,9,adam,distance,0.5833333333333334,262.80954518401995
relu,auto,23,gini,1,1,1,1,1,6,constant,55,auto,8,37,nnClassifier,2,7,adam,distance,0.6314814814814815,262.8095803130418
relu,auto,26,gini,1,1,1,1,1,15,constant,21,auto,18,32,nnClassifier,2,10,adam,distance,0.6074074074074074,262.8096144129522
relu,auto,18,gini,1,1,1,1,1,34,constant,63,auto,13,19,nnClassifier,3,9,adam,distance,0.8666666666666667,262.8096489319578
relu,auto,24,gini,1,1,1,1,1,31,constant,80,auto,14,26,nnClassifier,4,10,adam,distance,0.6018518518518519,262.80968317203224
relu,auto,19,gini,1,1,1,1,1,27,constant,83,auto,14,31,nnClassifier,4,9,adam,distance,0.8685185185185185,262.80971679114737
relu,auto,19,gini,1,1,1,1,1,12,constant,62,auto,12,14,nnClassifier,2,9,adam,distance,0.8685185185185185,262.8097504610196
relu,auto,22,gini,1,1,1,1,1,18,constant,20,auto,16,32,nnClassifier,3,8,adam,distance,0.6055555555555555,262.8097842701245
relu,auto,17,gini,1,1,1,1,1,15,constant,29,auto,14,12,nnClassifier,1,9,adam,distance,0.8629629629629629,262.8098350900691
relu,auto,20,gini,1,1,1,1,1,19,constant,90,auto,12,10,nnClassifier,1,8,adam,distance,0.8740740740740741,262.8098684591241
relu,auto,14,gini,1,1,1,1,1,27,constant,57,auto,15,30,nnClassifier,3,9,adam,distance,0.8685185185185185,262.8099019890651
relu,auto,24,gini,1,1,1,1,1,19,constant,30,auto,18,31,nnClassifier,2,10,adam,distance,0.8814814814814815,262.8099348079413
relu,auto,22,gini,1,1,1,1,1,30,constant,92,auto,10,30,nnClassifier,1,9,adam,distance,0.6074074074074074,262.8099678179715
relu,auto,23,gini,1,1,1,1,1,10,constant,82,auto,14,14,nnClassifier,2,10,adam,distance,0.8722222222222222,262.8100009369664
relu,auto,28,gini,1,1,1,1,1,16,constant,26,auto,15,29,nnClassifier,2,9,adam,distance,0.8740740740740741,262.8100343570113
relu,auto,26,gini,1,1,1,1,1,26,constant,26,auto,14,35,nnClassifier,1,10,adam,distance,0.8907407407407407,262.8100676459726
relu,auto,22,gini,1,1,1,1,1,19,constant,79,auto,14,32,nnClassifier,2,10,adam,distance,0.5962962962962963,262.8101009861566
relu,auto,20,gini,1,1,1,1,1,13,constant,81,auto,10,30,nnClassifier,1,10,adam,distance,0.8481481481481481,262.8101341261063
relu,auto,23,gini,1,1,1,1,1,23,constant,37,auto,15,12,nnClassifier,1,10,adam,distance,0.8888888888888888,262.8101673149504
relu,auto,26,gini,1,1,1,1,1,25,constant,79,auto,16,33,nnClassifier,1,8,adam,distance,0.6185185185185185,755.017261259025
relu,auto,25,gini,1,1,1,1,1,19,constant,82,auto,19,36,nnClassifier,4,10,adam,distance,0.5981481481481481,755.0173119180836
relu,auto,27,gini,1,1,1,1,1,10,constant,51,auto,8,36,nnClassifier,2,9,adam,distance,0.5981481481481481,755.0173465670086
relu,auto,29,gini,1,1,1,1,1,17,constant,25,auto,14,29,nnClassifier,2,9,adam,distance,0.6055555555555555,755.0173804471269
relu,auto,22,gini,1,1,1,1,1,30,constant,59,auto,15,23,nnClassifier,5,10,adam,distance,0.6296296296296297,755.0174142660107
relu,auto,27,gini,1,1,1,1,1,31,constant,76,auto,10,30,nnClassifier,7,10,adam,distance,0.6055555555555555,755.0174478660338
relu,auto,23,gini,1,1,1,1,1,23,constant,79,auto,16,30,nnClassifier,3,10,adam,distance,0.5962962962962963,755.0174812050536
relu,auto,23,gini,1,1,1,1,1,16,constant,58,auto,14,18,nnClassifier,2,9,adam,distance,0.6037037037037037,755.01751413499
relu,auto,22,gini,1,1,1,1,1,22,constant,24,auto,18,35,nnClassifier,2,10,adam,distance,0.6185185185185185,755.0175471240655
relu,auto,21,gini,1,1,1,1,1,14,constant,25,auto,16,16,nnClassifier,4,7,adam,distance,0.6222222222222222,755.0175799641293
relu,auto,19,gini,1,1,1,1,1,23,constant,86,auto,12,14,nnClassifier,5,8,adam,distance,0.6333333333333333,755.0176128030289
relu,auto,16,gini,1,1,1,1,1,24,constant,53,auto,15,34,nnClassifier,2,10,adam,distance,0.6222222222222222,755.017645483138
