activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,26,gini,1,1,1,1,1,23,constant,26,auto,14,35,nnClassifier,6,6,adam,distance,0.6,755.0176783129573
relu,auto,25,gini,1,1,1,1,1,26,constant,88,auto,14,34,nnClassifier,1,10,adam,distance,0.6240740740740741,755.0177108319476
relu,auto,27,gini,1,1,1,1,1,14,constant,78,auto,17,18,nnClassifier,4,9,adam,distance,0.5981481481481481,755.0177438620012
relu,auto,27,gini,1,1,1,1,1,17,constant,23,auto,18,30,nnClassifier,2,8,adam,distance,0.6037037037037037,755.01777662104
relu,auto,30,gini,1,1,1,1,1,24,constant,26,auto,18,35,nnClassifier,1,10,adam,distance,0.6166666666666667,755.0178225799464
relu,auto,23,gini,1,1,1,1,1,23,constant,75,auto,11,36,nnClassifier,2,10,adam,distance,0.5981481481481481,755.017855350161
relu,auto,24,gini,1,1,1,1,1,17,constant,77,auto,13,32,nnClassifier,3,10,adam,distance,0.6333333333333333,755.0178885301575
relu,auto,27,gini,1,1,1,1,1,27,constant,33,auto,16,16,nnClassifier,2,10,adam,distance,0.6240740740740741,755.0179211690556
relu,auto,22,gini,1,1,1,1,1,25,constant,75,auto,16,32,nnClassifier,4,9,adam,distance,0.6166666666666667,1205.5974642171059
relu,auto,21,gini,1,1,1,1,1,23,constant,79,auto,17,36,nnClassifier,4,10,adam,distance,0.6,1205.5975168261211
relu,auto,23,gini,1,1,1,1,1,14,constant,47,auto,7,36,nnClassifier,4,5,adam,distance,0.6074074074074074,1205.597550255945
relu,auto,30,gini,1,1,1,1,1,21,constant,26,auto,16,33,nnClassifier,2,10,adam,distance,0.6092592592592593,1205.597583455965
relu,auto,25,gini,1,1,1,1,1,26,constant,55,auto,13,19,nnClassifier,1,10,adam,distance,0.6111111111111112,1205.5976163949817
relu,auto,25,gini,1,1,1,1,1,27,constant,72,auto,9,26,nnClassifier,3,10,adam,distance,0.5962962962962963,1205.5976620940492
relu,auto,27,gini,1,1,1,1,1,26,constant,75,auto,13,32,nnClassifier,7,9,adam,distance,0.6240740740740741,1205.597695844015
relu,auto,27,gini,1,1,1,1,1,20,constant,54,auto,10,17,nnClassifier,5,10,adam,distance,0.5981481481481481,1205.5977290531155
relu,auto,26,gini,1,1,1,1,1,25,constant,26,auto,15,36,nnClassifier,2,10,adam,distance,0.5981481481481481,1205.597762053134
relu,auto,25,gini,1,1,1,1,1,16,constant,29,auto,17,20,nnClassifier,1,7,adam,distance,0.5888888888888889,1205.59779467294
relu,auto,22,gini,1,1,1,1,1,19,constant,82,auto,11,16,nnClassifier,7,9,adam,distance,0.6,1205.5978438621387
relu,auto,20,gini,1,1,1,1,1,24,constant,55,auto,15,33,nnClassifier,4,10,adam,distance,0.6129629629629629,1205.5978762710001
relu,auto,25,gini,1,1,1,1,1,23,constant,26,auto,17,31,nnClassifier,7,9,adam,distance,0.6111111111111112,1205.597909071017
relu,auto,21,gini,1,1,1,1,1,30,constant,84,auto,11,31,nnClassifier,1,10,adam,distance,0.6148148148148148,1205.5979416701011
relu,auto,23,gini,1,1,1,1,1,18,constant,74,auto,13,22,nnClassifier,2,8,adam,distance,0.6055555555555555,1205.5979745001532
relu,auto,27,gini,1,1,1,1,1,13,constant,23,auto,16,29,nnClassifier,4,10,adam,distance,0.6074074074074074,1205.5980071090162
relu,auto,26,gini,1,1,1,1,1,24,constant,22,auto,16,35,nnClassifier,3,10,adam,distance,0.6166666666666667,1205.5980399691034
relu,auto,19,gini,1,1,1,1,1,22,constant,71,auto,7,32,nnClassifier,2,6,adam,distance,0.5981481481481481,1205.5980726690032
relu,auto,20,gini,1,1,1,1,1,21,constant,73,auto,9,36,nnClassifier,1,9,adam,distance,0.6222222222222222,1205.5981054380536
relu,auto,23,gini,1,1,1,1,1,29,constant,34,auto,16,15,nnClassifier,3,10,adam,distance,0.6074074074074074,1205.5981381279416
relu,auto,24,gini,1,1,1,1,1,27,constant,71,auto,14,30,nnClassifier,5,10,adam,distance,0.5907407407407408,1658.5222893629689
relu,auto,22,gini,1,1,1,1,1,21,constant,83,auto,16,32,nnClassifier,1,9,adam,distance,0.5888888888888889,1658.5223403819837
relu,auto,25,gini,1,1,1,1,1,12,constant,43,auto,11,36,nnClassifier,4,8,adam,distance,0.5981481481481481,1658.5223749319557
relu,auto,30,gini,1,1,1,1,1,17,constant,25,auto,13,35,nnClassifier,2,9,adam,distance,0.6092592592592593,1658.5224087110255
relu,auto,28,gini,1,1,1,1,1,29,constant,51,auto,10,23,nnClassifier,1,7,adam,distance,0.6148148148148148,1658.522442181129
relu,auto,28,gini,1,1,1,1,1,25,constant,68,auto,13,23,nnClassifier,7,10,adam,distance,0.6222222222222222,1658.522475369973
relu,auto,24,gini,1,1,1,1,1,26,constant,71,auto,13,28,nnClassifier,3,10,adam,distance,0.5962962962962963,1658.5225086000282
relu,auto,23,gini,1,1,1,1,1,24,constant,58,auto,12,21,nnClassifier,4,7,adam,distance,0.5981481481481481,1658.5225418601185
relu,auto,29,gini,1,1,1,1,1,22,constant,22,auto,16,34,nnClassifier,3,8,adam,distance,0.6055555555555555,1658.5225747691002
relu,auto,28,gini,1,1,1,1,1,13,constant,28,auto,15,16,nnClassifier,2,6,adam,distance,0.6148148148148148,1658.522607609164
relu,auto,22,gini,1,1,1,1,1,15,constant,78,auto,15,17,nnClassifier,3,5,adam,distance,0.5888888888888889,1658.5226404280402
relu,auto,24,gini,1,1,1,1,1,26,constant,51,auto,15,29,nnClassifier,4,8,adam,distance,0.5925925925925926,1658.5226734380703
relu,auto,27,gini,1,1,1,1,1,19,constant,27,auto,15,31,nnClassifier,3,9,adam,distance,0.5888888888888889,1658.5227062569465
relu,auto,19,gini,1,1,1,1,1,26,constant,80,auto,15,30,nnClassifier,2,10,adam,distance,0.6259259259259259,1658.5227390171494
relu,auto,26,gini,1,1,1,1,1,22,constant,70,auto,12,26,nnClassifier,6,9,adam,distance,0.5981481481481481,1658.522771856049
relu,auto,27,gini,1,1,1,1,1,17,constant,23,auto,12,32,nnClassifier,1,7,adam,distance,0.6055555555555555,1658.5228165860754
relu,auto,29,gini,1,1,1,1,1,27,constant,26,auto,15,35,nnClassifier,4,10,adam,distance,0.6222222222222222,1658.5228497551288
relu,auto,23,gini,1,1,1,1,1,18,constant,67,auto,11,31,nnClassifier,2,10,adam,distance,0.6037037037037037,1658.5228824149817
relu,auto,24,gini,1,1,1,1,1,17,constant,69,auto,12,32,nnClassifier,1,7,adam,distance,0.6333333333333333,1658.5229150240775
relu,auto,26,gini,1,1,1,1,1,26,constant,30,auto,16,19,nnClassifier,2,10,adam,distance,0.6240740740740741,1658.5229477540124
