activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,15,gini,1,1,1,1,1,20,constant,44,auto,15,8,nnClassifier,6,5,adam,distance,0.5296296296296297,1028.9641529829241
relu,auto,15,gini,1,1,1,1,1,11,constant,41,auto,12,25,nnClassifier,6,5,adam,distance,0.5592592592592592,1028.9641866928432
relu,auto,13,gini,1,1,1,1,1,12,constant,60,auto,13,16,nnClassifier,8,5,adam,distance,0.5166666666666667,1028.964220392052
relu,auto,13,gini,1,1,1,1,1,14,constant,62,auto,8,16,nnClassifier,7,4,adam,distance,0.5555555555555556,1028.9642541620415
relu,auto,13,gini,1,1,1,1,1,31,constant,87,auto,14,14,nnClassifier,6,5,adam,distance,0.5574074074074075,1028.9642877909355
relu,auto,11,gini,1,1,1,1,1,15,constant,45,auto,13,25,nnClassifier,8,2,adam,distance,0.562962962962963,1028.9643212808296
relu,auto,12,gini,1,1,1,1,1,12,constant,63,auto,14,35,nnClassifier,6,4,adam,distance,0.5444444444444444,1028.9643548699096
relu,auto,13,gini,1,1,1,1,1,12,constant,50,auto,14,29,nnClassifier,6,6,adam,distance,0.5648148148148148,1028.964388489956
relu,auto,8,gini,1,1,1,1,1,12,constant,15,auto,15,25,nnClassifier,6,4,adam,distance,0.55,1028.9644221088383
relu,auto,18,gini,1,1,1,1,1,29,constant,28,auto,14,14,nnClassifier,5,6,adam,distance,0.5648148148148148,1028.9644555088598
relu,auto,10,gini,1,1,1,1,1,22,constant,42,auto,14,10,nnClassifier,6,9,adam,distance,0.5574074074074075,1028.9644893880468
relu,auto,20,gini,1,1,1,1,1,6,constant,19,auto,16,9,nnClassifier,5,2,adam,distance,0.5407407407407407,1028.964522907976
relu,auto,19,gini,1,1,1,1,1,27,constant,72,auto,14,33,nnClassifier,6,4,adam,distance,0.5722222222222222,1905.3696568519808
relu,auto,8,gini,1,1,1,1,1,35,constant,40,auto,14,23,nnClassifier,6,9,adam,distance,0.5388888888888889,1905.369712001877
relu,auto,8,gini,1,1,1,1,1,13,constant,43,auto,14,13,nnClassifier,7,5,adam,distance,0.5388888888888889,1905.3697477909736
relu,auto,8,gini,1,1,1,1,1,20,constant,54,auto,4,30,nnClassifier,6,3,adam,distance,0.55,1905.3697816608474
relu,auto,10,gini,1,1,1,1,1,26,constant,71,auto,16,23,nnClassifier,4,5,adam,distance,0.55,1905.3698149099946
relu,auto,8,gini,1,1,1,1,1,31,constant,47,auto,12,24,nnClassifier,10,5,adam,distance,0.5333333333333333,1905.369861939922
relu,auto,8,gini,1,1,1,1,1,18,constant,61,auto,11,19,nnClassifier,6,7,adam,distance,0.5388888888888889,1905.3698959390167
relu,auto,19,gini,1,1,1,1,1,30,constant,40,auto,12,15,nnClassifier,5,5,adam,distance,0.5555555555555556,1905.3699296489358
relu,auto,15,gini,1,1,1,1,1,16,constant,48,auto,12,7,nnClassifier,7,7,adam,distance,0.5166666666666667,1905.3699632380158
relu,auto,11,gini,1,1,1,1,1,12,constant,37,auto,16,28,nnClassifier,7,3,adam,distance,0.5166666666666667,1905.369996648049
relu,auto,9,gini,1,1,1,1,1,11,constant,56,auto,12,15,nnClassifier,7,8,adam,distance,0.562962962962963,1905.3700301069766
relu,auto,11,gini,1,1,1,1,1,10,constant,58,auto,7,16,nnClassifier,7,5,adam,distance,0.5574074074074075,1905.3700752868317
relu,auto,13,gini,1,1,1,1,1,29,constant,83,auto,15,11,nnClassifier,5,5,adam,distance,0.5388888888888889,1905.3701089259703
relu,auto,13,gini,1,1,1,1,1,13,constant,45,auto,14,21,nnClassifier,9,3,adam,distance,0.5611111111111111,1905.3701424959581
relu,auto,14,gini,1,1,1,1,1,15,constant,61,auto,13,33,nnClassifier,5,8,adam,distance,0.5185185185185185,1905.3701761849225
relu,auto,9,gini,1,1,1,1,1,14,constant,48,auto,16,25,nnClassifier,10,5,adam,distance,0.5388888888888889,1905.3702093749307
relu,auto,8,gini,1,1,1,1,1,14,constant,17,auto,14,21,nnClassifier,4,6,adam,distance,0.5333333333333333,1905.3702427840326
relu,auto,21,gini,1,1,1,1,1,25,constant,30,auto,14,13,nnClassifier,5,5,adam,distance,0.5611111111111111,1905.3702759740409
relu,auto,11,gini,1,1,1,1,1,26,constant,41,auto,13,11,nnClassifier,7,5,adam,distance,0.5333333333333333,1905.3703094229568
relu,auto,16,gini,1,1,1,1,1,10,constant,23,auto,13,13,nnClassifier,3,1,adam,distance,0.5611111111111111,1905.3703426329885
relu,auto,15,gini,1,1,1,1,1,31,constant,68,auto,14,29,nnClassifier,4,5,adam,distance,0.5296296296296297,2837.3480553750414
relu,auto,8,gini,1,1,1,1,1,31,constant,43,auto,14,27,nnClassifier,7,5,adam,distance,0.5333333333333333,2837.3481109938584
relu,auto,8,gini,1,1,1,1,1,14,constant,42,auto,14,16,nnClassifier,7,4,adam,distance,0.5388888888888889,2837.348145512864
relu,auto,12,gini,1,1,1,1,1,20,constant,50,auto,8,26,nnClassifier,10,6,adam,distance,0.5333333333333333,2837.348178892862
relu,auto,9,gini,1,1,1,1,1,22,constant,67,auto,16,23,nnClassifier,5,6,adam,distance,0.5481481481481482,2837.3482120828703
relu,auto,12,gini,1,1,1,1,1,27,constant,48,auto,14,20,nnClassifier,6,9,adam,distance,0.55,2837.348245211877
relu,auto,8,gini,1,1,1,1,1,22,constant,64,auto,11,22,nnClassifier,7,5,adam,distance,0.5333333333333333,2837.3482779918704
relu,auto,23,gini,1,1,1,1,1,26,constant,36,auto,15,16,nnClassifier,5,5,adam,distance,0.5611111111111111,2837.3483108009677
relu,auto,19,gini,1,1,1,1,1,18,constant,46,auto,13,11,nnClassifier,9,8,adam,distance,0.5518518518518518,2837.348343880847
relu,auto,15,gini,1,1,1,1,1,10,constant,33,auto,17,24,nnClassifier,6,7,adam,distance,0.5518518518518518,2837.3483769800514
relu,auto,8,gini,1,1,1,1,1,12,constant,59,auto,14,15,nnClassifier,7,8,adam,distance,0.5518518518518518,2837.3484097798355
relu,auto,14,gini,1,1,1,1,1,6,constant,54,auto,11,17,nnClassifier,7,8,adam,distance,0.5518518518518518,2837.3484427388757
relu,auto,12,gini,1,1,1,1,1,25,constant,79,auto,15,10,nnClassifier,8,5,adam,distance,0.5574074074074075,2837.348475498846
relu,auto,14,gini,1,1,1,1,1,11,constant,41,auto,13,19,nnClassifier,5,5,adam,distance,0.5462962962962963,2837.3485081079416
relu,auto,10,gini,1,1,1,1,1,19,constant,57,auto,13,34,nnClassifier,8,10,adam,distance,0.562962962962963,2837.3485408679117
relu,auto,13,gini,1,1,1,1,1,17,constant,49,auto,15,22,nnClassifier,7,5,adam,distance,0.5666666666666667,2837.348573646974
relu,auto,8,gini,1,1,1,1,1,17,constant,13,auto,14,25,nnClassifier,8,7,adam,distance,0.5407407407407407,2837.3486065268517
relu,auto,22,gini,1,1,1,1,1,21,constant,34,auto,14,13,nnClassifier,7,7,adam,distance,0.5574074074074075,2837.3486394160427
relu,auto,14,gini,1,1,1,1,1,22,constant,41,auto,12,13,nnClassifier,6,3,adam,distance,0.5518518518518518,2837.348672125954
relu,auto,20,gini,1,1,1,1,1,6,constant,23,auto,17,9,nnClassifier,5,5,adam,distance,0.5314814814814814,2837.3487047259696
