activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,22,gini,1,1,1,1,1,29,constant,61,auto,5,34,nnClassifier,3,7,adam,distance,0.8944444444444445,136.22012603399344
relu,auto,24,gini,1,1,1,1,1,29,constant,29,auto,6,36,nnClassifier,7,8,adam,distance,0.8944444444444445,136.22016821289435
relu,auto,25,gini,1,1,1,1,1,15,constant,62,auto,9,18,nnClassifier,3,8,adam,distance,0.9,136.22020131302997
relu,auto,22,gini,1,1,1,1,1,28,constant,52,auto,7,11,nnClassifier,1,10,adam,distance,0.8981481481481481,136.22023360198364
relu,auto,25,gini,1,1,1,1,1,21,constant,82,auto,3,18,nnClassifier,2,9,adam,distance,0.9,136.22026618104428
relu,auto,24,gini,1,1,1,1,1,15,constant,16,auto,8,34,nnClassifier,2,10,adam,distance,0.8833333333333333,136.22029845090583
relu,auto,24,gini,1,1,1,1,1,26,constant,42,auto,9,23,nnClassifier,1,10,adam,distance,0.8870370370370371,136.22033094009385
relu,auto,18,gini,1,1,1,1,1,29,constant,24,auto,6,36,nnClassifier,4,10,adam,distance,0.9,136.2203632891178
relu,auto,26,gini,1,1,1,1,1,29,constant,31,auto,9,28,nnClassifier,4,10,adam,distance,0.8981481481481481,136.220394768985
relu,auto,20,gini,1,1,1,1,1,29,constant,51,auto,3,35,nnClassifier,4,10,adam,distance,0.8740740740740741,136.22042690799572
relu,auto,16,gini,1,1,1,1,1,27,constant,26,auto,5,37,nnClassifier,4,10,adam,distance,0.6111111111111112,136.2204591780901
relu,auto,14,gini,1,1,1,1,1,17,constant,80,auto,6,28,nnClassifier,3,6,adam,distance,0.5907407407407408,136.22049138695002
relu,auto,21,gini,1,1,1,1,1,29,constant,82,auto,11,34,nnClassifier,3,9,adam,distance,0.9018518518518519,136.22052382607944
relu,auto,23,gini,1,1,1,1,1,29,constant,63,auto,6,24,nnClassifier,2,9,adam,distance,0.8981481481481481,136.22055594599806
relu,auto,17,gini,1,1,1,1,1,29,constant,59,auto,7,30,nnClassifier,3,10,adam,distance,0.8740740740740741,136.220587965101
relu,auto,22,gini,1,1,1,1,1,27,constant,61,auto,6,22,nnClassifier,2,6,adam,distance,0.9,136.22061994392425
relu,auto,20,gini,1,1,1,1,1,28,constant,64,auto,4,15,nnClassifier,2,9,adam,distance,0.9055555555555556,136.2206512640696
relu,auto,25,gini,1,1,1,1,1,20,constant,71,auto,11,29,nnClassifier,4,7,adam,distance,0.6074074074074074,644.3733541150577
relu,auto,27,gini,1,1,1,1,1,30,constant,62,auto,10,33,nnClassifier,3,10,adam,distance,0.6111111111111112,644.3734087538905
relu,auto,22,gini,1,1,1,1,1,22,constant,22,auto,3,18,nnClassifier,5,6,adam,distance,0.6129629629629629,644.3734425930306
relu,auto,26,gini,1,1,1,1,1,29,constant,59,auto,9,33,nnClassifier,3,10,adam,distance,0.6092592592592593,644.373475841945
relu,auto,25,gini,1,1,1,1,1,28,constant,33,auto,10,32,nnClassifier,4,7,adam,distance,0.6,644.3735085919034
relu,auto,29,gini,1,1,1,1,1,19,constant,58,auto,10,22,nnClassifier,5,9,adam,distance,0.6111111111111112,644.3735415509436
relu,auto,26,gini,1,1,1,1,1,29,constant,56,auto,8,15,nnClassifier,5,8,adam,distance,0.6092592592592593,644.3735749009065
relu,auto,26,gini,1,1,1,1,1,25,constant,78,auto,7,22,nnClassifier,4,6,adam,distance,0.6277777777777778,644.3736079700757
relu,auto,27,gini,1,1,1,1,1,19,constant,20,auto,9,35,nnClassifier,3,6,adam,distance,0.6166666666666667,644.37364096893
relu,auto,28,gini,1,1,1,1,1,28,constant,42,auto,13,24,nnClassifier,5,10,adam,distance,0.6111111111111112,644.3736737789586
relu,auto,22,gini,1,1,1,1,1,28,constant,28,auto,7,36,nnClassifier,3,9,adam,distance,0.6,644.3737065680325
relu,auto,22,gini,1,1,1,1,1,32,constant,35,auto,9,32,nnClassifier,4,6,adam,distance,0.6074074074074074,644.373738826951
relu,auto,19,gini,1,1,1,1,1,26,constant,55,auto,6,33,nnClassifier,3,10,adam,distance,0.6055555555555555,644.3737713668961
relu,auto,18,gini,1,1,1,1,1,28,constant,30,auto,7,36,nnClassifier,4,10,adam,distance,0.6148148148148148,644.3738044360653
relu,auto,18,gini,1,1,1,1,1,14,constant,76,auto,6,30,nnClassifier,5,2,adam,distance,0.6148148148148148,644.373836904997
relu,auto,22,gini,1,1,1,1,1,28,constant,78,auto,7,35,nnClassifier,7,7,adam,distance,0.6074074074074074,644.3738695050124
relu,auto,20,gini,1,1,1,1,1,28,constant,59,auto,9,28,nnClassifier,5,7,adam,distance,0.6111111111111112,644.3739044340327
relu,auto,21,gini,1,1,1,1,1,27,constant,63,auto,8,29,nnClassifier,3,6,adam,distance,0.6111111111111112,644.3739392629359
relu,auto,26,gini,1,1,1,1,1,29,constant,62,auto,9,24,nnClassifier,4,10,adam,distance,0.6166666666666667,644.3739718329161
relu,auto,24,gini,1,1,1,1,1,29,constant,62,auto,6,19,nnClassifier,6,8,adam,distance,0.6092592592592593,644.374004221987
relu,auto,21,gini,1,1,1,1,1,24,constant,75,auto,15,25,nnClassifier,4,9,adam,distance,0.6111111111111112,1125.611939900089
relu,auto,28,gini,1,1,1,1,1,26,constant,63,auto,10,34,nnClassifier,3,7,adam,distance,0.6037037037037037,1125.6119940790813
relu,auto,23,gini,1,1,1,1,1,20,constant,26,auto,7,22,nnClassifier,3,8,adam,distance,0.6129629629629629,1125.6120290579274
relu,auto,22,gini,1,1,1,1,1,25,constant,61,auto,5,35,nnClassifier,4,6,adam,distance,0.6037037037037037,1125.612062877044
relu,auto,25,gini,1,1,1,1,1,27,constant,37,auto,10,35,nnClassifier,1,7,adam,distance,0.6111111111111112,1125.6120965071023
relu,auto,25,gini,1,1,1,1,1,21,constant,60,auto,13,20,nnClassifier,4,9,adam,distance,0.6055555555555555,1125.612145745894
relu,auto,24,gini,1,1,1,1,1,32,constant,60,auto,5,19,nnClassifier,5,8,adam,distance,0.6129629629629629,1125.6121952449903
relu,auto,26,gini,1,1,1,1,1,21,constant,78,auto,10,26,nnClassifier,7,9,adam,distance,0.6074074074074074,1125.6122287940234
relu,auto,26,gini,1,1,1,1,1,23,constant,24,auto,8,34,nnClassifier,5,6,adam,distance,0.6037037037037037,1125.6122620129026
relu,auto,24,gini,1,1,1,1,1,29,constant,46,auto,9,28,nnClassifier,4,6,adam,distance,0.6166666666666667,1125.6122952830046
relu,auto,23,gini,1,1,1,1,1,27,constant,32,auto,9,32,nnClassifier,3,7,adam,distance,0.6092592592592593,1125.6123281919863
relu,auto,26,gini,1,1,1,1,1,28,constant,39,auto,12,33,nnClassifier,5,10,adam,distance,0.5981481481481481,1125.6123612311203
relu,auto,20,gini,1,1,1,1,1,24,constant,59,auto,8,34,nnClassifier,3,6,adam,distance,0.6074074074074074,1125.612394521013
relu,auto,20,gini,1,1,1,1,1,27,constant,34,auto,9,34,nnClassifier,3,10,adam,distance,0.6,1125.6124277201016
relu,auto,15,gini,1,1,1,1,1,18,constant,72,auto,8,26,nnClassifier,4,3,adam,distance,0.6037037037037037,1125.6124606491067
relu,auto,23,gini,1,1,1,1,1,26,constant,74,auto,11,34,nnClassifier,8,3,adam,distance,0.6,1125.612493839115
relu,auto,24,gini,1,1,1,1,1,28,constant,60,auto,9,24,nnClassifier,4,8,adam,distance,0.5981481481481481,1125.6125262880232
relu,auto,19,gini,1,1,1,1,1,28,constant,63,auto,7,31,nnClassifier,3,9,adam,distance,0.6074074074074074,1125.6125593970064
relu,auto,27,gini,1,1,1,1,1,29,constant,64,auto,8,28,nnClassifier,5,6,adam,distance,0.6074074074074074,1125.6125923069194
relu,auto,21,gini,1,1,1,1,1,25,constant,66,auto,7,23,nnClassifier,6,7,adam,distance,0.6092592592592593,1125.6126253760885
relu,auto,17,gini,1,1,1,1,1,23,constant,71,auto,17,29,nnClassifier,6,5,adam,distance,0.6018518518518519,1610.6129993379582
relu,auto,26,gini,1,1,1,1,1,25,constant,61,auto,8,34,nnClassifier,3,10,adam,distance,0.6185185185185185,1610.613053736044
relu,auto,19,gini,1,1,1,1,1,23,constant,22,auto,4,18,nnClassifier,3,7,adam,distance,0.6092592592592593,1610.6130885260645
relu,auto,22,gini,1,1,1,1,1,24,constant,61,auto,5,35,nnClassifier,3,10,adam,distance,0.5981481481481481,1610.613122395007
relu,auto,26,gini,1,1,1,1,1,29,constant,41,auto,10,35,nnClassifier,5,10,adam,distance,0.6,1610.6131558339112
relu,auto,26,gini,1,1,1,1,1,25,constant,62,auto,9,24,nnClassifier,3,7,adam,distance,0.6111111111111112,1610.6132001429796
relu,auto,24,gini,1,1,1,1,1,32,constant,56,auto,6,23,nnClassifier,2,9,adam,distance,0.6074074074074074,1610.6132337229792
relu,auto,27,gini,1,1,1,1,1,20,constant,74,auto,6,27,nnClassifier,3,7,adam,distance,0.5925925925925926,1610.6132670219522
relu,auto,26,gini,1,1,1,1,1,27,constant,28,auto,9,35,nnClassifier,6,10,adam,distance,0.6129629629629629,1610.6133001309354
relu,auto,22,gini,1,1,1,1,1,26,constant,50,auto,13,24,nnClassifier,4,6,adam,distance,0.6055555555555555,1610.6133332611062
relu,auto,19,gini,1,1,1,1,1,28,constant,36,auto,7,36,nnClassifier,4,7,adam,distance,0.6092592592592593,1610.6133665400557
relu,auto,28,gini,1,1,1,1,1,28,constant,37,auto,11,29,nnClassifier,4,6,adam,distance,0.6129629629629629,1610.6133995689452
relu,auto,24,gini,1,1,1,1,1,28,constant,55,auto,8,36,nnClassifier,4,6,adam,distance,0.6148148148148148,1610.613432629034
relu,auto,24,gini,1,1,1,1,1,27,constant,38,auto,7,35,nnClassifier,4,10,adam,distance,0.6148148148148148,1610.6134658181109
relu,auto,19,gini,1,1,1,1,1,17,constant,76,auto,6,30,nnClassifier,4,7,adam,distance,0.6240740740740741,1610.613498927094
relu,auto,19,gini,1,1,1,1,1,27,constant,78,auto,14,34,nnClassifier,4,7,adam,distance,0.6,1610.6135320169851
relu,auto,25,gini,1,1,1,1,1,28,constant,63,auto,5,23,nnClassifier,1,8,adam,distance,0.6055555555555555,1610.613564555999
relu,auto,17,gini,1,1,1,1,1,29,constant,61,auto,6,28,nnClassifier,3,9,adam,distance,0.6074074074074074,1610.6135975159705
relu,auto,23,gini,1,1,1,1,1,30,constant,60,auto,7,32,nnClassifier,3,3,adam,distance,0.6092592592592593,1610.6136307050474
relu,auto,24,gini,1,1,1,1,1,25,constant,66,auto,7,19,nnClassifier,3,9,adam,distance,0.6111111111111112,1610.6136638140306
