activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,17,gini,1,1,1,1,1,15,constant,79,sqrt,11,26,kneighborsClassifier,4,6,adam,uniform,0.8777777777777778,53.69833309110254
relu,ball_tree,27,entropy,1,1,1,1,1,28,invscaling,62,log2,8,34,kneighborsClassifier,3,9,adam,distance,0.687037037037037,53.69839201006107
relu,brute,14,entropy,1,1,1,1,1,16,invscaling,14,log2,3,10,randomForestClassifier,4,5,adam,distance,0.7166666666666667,53.698428529081866
relu,brute,18,entropy,1,1,1,1,1,27,invscaling,59,log2,3,35,randomForestClassifier,4,7,adam,uniform,0.8944444444444445,53.6984633479733
relu,ball_tree,23,entropy,1,1,1,1,1,28,invscaling,25,auto,8,34,randomForestClassifier,8,6,adam,uniform,0.8351851851851851,53.69849862810224
relu,kd_tree,26,entropy,1,1,1,1,1,11,invscaling,58,log2,13,14,kneighborsClassifier,4,8,adam,uniform,0.8574074074074074,53.69853311707266
relu,auto,18,gini,1,1,1,1,1,31,constant,48,sqrt,6,9,randomForestClassifier,4,8,adam,uniform,0.8462962962962963,53.69856664608233
relu,auto,25,gini,1,1,1,1,1,17,invscaling,86,log2,5,14,randomForestClassifier,6,7,adam,uniform,0.812962962962963,53.69860007497482
relu,brute,20,entropy,1,1,1,1,1,11,constant,12,auto,10,35,randomForestClassifier,5,7,adam,distance,0.8074074074074075,53.6986346449703
relu,ball_tree,24,gini,1,1,1,1,1,28,constant,38,sqrt,13,19,randomForestClassifier,5,6,adam,uniform,0.8148148148148148,53.6986687539611
relu,auto,14,gini,1,1,1,1,1,27,invscaling,20,log2,8,36,kneighborsClassifier,4,6,adam,distance,0.65,53.69870220310986
relu,brute,22,gini,1,1,1,1,1,33,invscaling,27,auto,11,24,kneighborsClassifier,6,7,adam,uniform,0.7351851851851852,53.69873460289091
relu,kd_tree,18,entropy,1,1,1,1,1,25,constant,47,log2,2,35,kneighborsClassifier,4,6,adam,uniform,0,53.698767892085016
relu,brute,17,gini,1,1,1,1,1,26,constant,22,sqrt,2,33,nnClassifier,4,8,adam,uniform,0.6,53.69880047091283
relu,brute,17,gini,1,1,1,1,1,13,invscaling,84,auto,3,24,nnClassifier,5,6,adam,distance,0.6351851851851852,53.69883534102701
relu,brute,17,entropy,1,1,1,1,1,27,constant,85,auto,13,35,kneighborsClassifier,7,5,adam,distance,0.85,53.698868149891496
relu,kd_tree,19,gini,1,1,1,1,1,28,invscaling,59,sqrt,2,20,kneighborsClassifier,4,7,adam,uniform,0.8092592592592592,53.69890096900053
relu,auto,16,gini,1,1,1,1,1,28,constant,63,log2,6,26,kneighborsClassifier,3,6,adam,uniform,0.8018518518518518,53.69893395807594
relu,brute,18,entropy,1,1,1,1,1,31,constant,63,auto,4,18,randomForestClassifier,5,2,adam,uniform,0.8574074074074074,53.69896718789823
relu,auto,18,entropy,1,1,1,1,1,26,invscaling,68,auto,4,11,randomForestClassifier,6,7,adam,uniform,0.8777777777777778,53.69900040701032
relu,auto,21,gini,1,1,1,1,1,19,constant,75,auto,7,30,nnClassifier,3,4,adam,distance,0.8740740740740741,136.2200034770649
relu,auto,25,gini,1,1,1,1,1,26,constant,60,auto,6,35,nnClassifier,3,10,adam,distance,0.9111111111111111,136.22005776595324
relu,auto,18,gini,1,1,1,1,1,18,constant,18,auto,7,14,nnClassifier,1,9,adam,distance,0.9018518518518519,136.22009249497205
