activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,11,gini,1,1,1,1,0,26,invscaling,23,auto,4,27,kneighborsClassifier,5,4,adam,distance,0.8444444444444444,127.88960685092025
relu,auto,19,gini,1,1,1,1,0,17,constant,77,sqrt,2,33,kneighborsClassifier,1,1,adam,uniform,0.8055555555555556,127.88966125086881
identity,auto,25,gini,1,1,1,1,0,15,constant,49,sqrt,4,10,kneighborsClassifier,3,5,adam,distance,0.7944444444444444,127.8896963999141
relu,auto,24,gini,1,1,1,0,0,36,adaptive,62,auto,3,25,nnClassifier,3,3,sgd,uniform,0.6759259259259259,127.88973019993864
tanh,ball_tree,14,gini,1,1,1,1,0,12,invscaling,19,auto,2,18,nnClassifier,6,2,lbfgs,distance,0.575925925925926,127.88976387982257
identity,kd_tree,12,gini,1,1,1,0,0,33,constant,96,auto,2,5,kneighborsClassifier,1,3,sgd,uniform,0.6722222222222223,127.8897979890462
identity,ball_tree,23,gini,1,1,1,1,0,20,constant,12,sqrt,7,30,nnClassifier,2,2,lbfgs,distance,0.5555555555555556,127.88983166893013
tanh,brute,28,gini,1,1,1,0,0,35,invscaling,37,log2,14,8,kneighborsClassifier,6,6,sgd,uniform,0.8018518518518518,127.88986520888284
relu,ball_tree,12,gini,1,1,1,1,1,35,constant,39,auto,11,9,nnClassifier,1,6,sgd,uniform,0.6166666666666667,127.88989895791747
tanh,ball_tree,21,gini,1,1,1,0,0,36,invscaling,61,auto,10,29,kneighborsClassifier,4,3,adam,distance,0.6962962962962963,127.88993246783502
relu,auto,26,gini,1,1,1,0,1,11,constant,82,sqrt,2,32,nnClassifier,1,3,sgd,uniform,0.587037037037037,127.88996572699398
identity,brute,11,gini,1,1,1,0,0,35,adaptive,50,log2,2,5,kneighborsClassifier,1,3,lbfgs,uniform,0.8462962962962963,127.88999839685857
identity,auto,18,gini,1,1,1,1,0,17,adaptive,72,log2,10,36,kneighborsClassifier,7,3,sgd,uniform,0.8148148148148148,127.89003111701459
relu,kd_tree,27,gini,1,1,1,0,0,10,constant,27,auto,11,7,kneighborsClassifier,5,4,lbfgs,uniform,0.6333333333333333,127.89006402599625
tanh,kd_tree,21,gini,1,1,1,1,1,9,adaptive,89,log2,14,14,kneighborsClassifier,3,8,adam,uniform,0.8351851851851851,127.89009675593115
tanh,brute,24,gini,1,1,1,1,0,35,constant,54,sqrt,10,28,nnClassifier,2,4,adam,uniform,0.5944444444444444,127.89014578587376
relu,auto,15,gini,1,1,1,0,1,34,invscaling,44,sqrt,15,27,nnClassifier,6,5,lbfgs,distance,0.6111111111111112,127.89017886482179
tanh,auto,18,gini,1,1,1,1,0,20,adaptive,46,sqrt,9,13,kneighborsClassifier,7,4,adam,distance,0.7388888888888889,127.89021151489578
identity,auto,10,gini,1,1,1,0,1,37,constant,58,sqrt,4,32,kneighborsClassifier,3,2,sgd,uniform,0.812962962962963,127.8902438338846
tanh,brute,11,gini,1,1,1,0,0,36,invscaling,42,auto,7,15,kneighborsClassifier,1,3,sgd,uniform,0.7981481481481482,127.89027629396878
relu,auto,11,gini,1,1,1,1,1,28,constant,23,auto,2,25,nnClassifier,5,4,adam,distance,0.8851851851851852,218.73665012791753
relu,auto,15,gini,1,1,1,1,1,21,constant,73,auto,2,29,nnClassifier,3,2,adam,distance,0.8666666666666667,218.7367118068505
relu,auto,21,gini,1,1,1,1,1,19,constant,45,auto,3,14,nnClassifier,4,2,adam,distance,0.8722222222222222,218.73674655589275
relu,auto,20,gini,1,1,1,1,1,32,constant,58,auto,4,29,nnClassifier,4,5,adam,distance,0.5851851851851851,218.73678051587194
relu,auto,10,gini,1,1,1,1,1,16,constant,23,auto,3,22,nnClassifier,4,3,adam,distance,0.5851851851851851,218.7368143759668
relu,auto,10,gini,1,1,1,1,1,29,constant,92,auto,4,9,nnClassifier,5,3,adam,distance,0.8462962962962963,218.73684780485928
relu,auto,19,gini,1,1,1,1,1,24,constant,16,auto,4,26,nnClassifier,5,2,adam,distance,0.6185185185185185,218.73688134504482
relu,auto,24,gini,1,1,1,1,1,31,constant,33,auto,11,12,nnClassifier,3,2,adam,distance,0.8462962962962963,218.73691483493894
relu,auto,10,gini,1,1,1,1,1,32,constant,35,auto,7,13,nnClassifier,3,5,adam,distance,0.5777777777777777,218.73694842401892
relu,auto,17,gini,1,1,1,1,1,32,constant,57,auto,6,25,nnClassifier,3,2,adam,distance,0.85,218.73698180401698
relu,auto,22,gini,1,1,1,1,1,15,constant,78,auto,2,28,nnClassifier,5,2,adam,distance,0.5944444444444444,218.73701481404714
relu,auto,11,gini,1,1,1,1,1,31,constant,46,auto,2,9,nnClassifier,2,5,adam,distance,0.8462962962962963,218.73704812303185
relu,auto,14,gini,1,1,1,1,1,21,constant,68,auto,8,33,nnClassifier,5,3,adam,distance,0.8759259259259259,218.73708154284395
relu,auto,23,gini,1,1,1,1,1,14,constant,24,auto,7,11,nnClassifier,3,5,adam,distance,0.8388888888888889,218.7371280018706
relu,auto,17,gini,1,1,1,1,1,13,constant,85,auto,10,18,nnClassifier,4,4,adam,distance,0.8592592592592593,218.7371615220327
relu,auto,20,gini,1,1,1,1,1,31,constant,50,auto,6,24,nnClassifier,2,5,adam,distance,0.6092592592592593,218.73719522194006
relu,auto,14,gini,1,1,1,1,1,30,constant,40,auto,11,31,nnClassifier,10,7,adam,distance,0.5814814814814815,218.73722896096297
relu,auto,14,gini,1,1,1,1,1,24,constant,42,auto,5,17,nnClassifier,6,5,adam,distance,0.8851851851851852,218.73726261104457
relu,auto,10,gini,1,1,1,1,1,33,constant,54,auto,3,28,nnClassifier,5,3,adam,distance,0.8592592592592593,218.73729627998546
relu,auto,11,gini,1,1,1,1,1,32,constant,42,auto,5,19,nnClassifier,3,4,adam,distance,0.8462962962962963,218.73732986999676
relu,auto,11,gini,1,1,1,1,1,24,constant,23,auto,4,29,nnClassifier,5,4,adam,distance,0.5740740740740741,945.65879463288
relu,auto,11,gini,1,1,1,1,1,20,constant,69,auto,5,30,nnClassifier,4,1,adam,distance,0.5740740740740741,945.6588483029045
relu,auto,17,gini,1,1,1,1,1,23,constant,41,auto,4,18,nnClassifier,5,6,adam,distance,0.5851851851851851,945.6588834018912
relu,auto,21,gini,1,1,1,1,1,33,constant,54,auto,4,31,nnClassifier,5,6,adam,distance,0.5777777777777777,945.6589173919056
relu,auto,9,gini,1,1,1,1,1,20,constant,25,auto,5,26,nnClassifier,4,4,adam,distance,0.587037037037037,945.658951341873
relu,auto,12,gini,1,1,1,1,1,27,constant,88,auto,3,13,nnClassifier,2,4,adam,distance,0.5722222222222222,945.658985550981
relu,auto,15,gini,1,1,1,1,1,21,constant,16,auto,6,26,nnClassifier,2,3,adam,distance,0.5740740740740741,945.6590196508914
relu,auto,26,gini,1,1,1,1,1,31,constant,29,auto,7,16,nnClassifier,7,6,adam,distance,0.575925925925926,945.659053520998
relu,auto,9,gini,1,1,1,1,1,28,constant,31,auto,11,17,nnClassifier,1,5,adam,distance,0.587037037037037,945.6590871599037
relu,auto,18,gini,1,1,1,1,1,28,constant,53,auto,4,27,nnClassifier,7,6,adam,distance,0.5740740740740741,945.6591336298734
relu,auto,18,gini,1,1,1,1,1,19,constant,74,auto,4,29,nnClassifier,6,3,adam,distance,0.5833333333333334,945.6591672289651
relu,auto,11,gini,1,1,1,1,1,31,constant,42,auto,4,9,nnClassifier,5,5,adam,distance,0.5944444444444444,945.6592004690319
relu,auto,16,gini,1,1,1,1,1,25,constant,64,auto,4,29,nnClassifier,8,4,adam,distance,0.5777777777777777,945.659234178951
relu,auto,19,gini,1,1,1,1,1,18,constant,27,auto,8,15,nnClassifier,7,4,adam,distance,0.5796296296296296,945.6592676078435
relu,auto,13,gini,1,1,1,1,1,15,constant,81,auto,14,20,nnClassifier,5,6,adam,distance,0.5833333333333334,945.6593010278884
relu,auto,16,gini,1,1,1,1,1,29,constant,46,auto,7,28,nnClassifier,6,3,adam,distance,0.5796296296296296,945.6593344570138
relu,auto,10,gini,1,1,1,1,1,34,constant,36,auto,15,31,nnClassifier,6,5,adam,distance,0.5814814814814815,945.6593680270016
relu,auto,10,gini,1,1,1,1,1,27,constant,38,auto,8,20,nnClassifier,6,4,adam,distance,0.5666666666666667,945.6594016270246
relu,auto,11,gini,1,1,1,1,1,37,constant,50,auto,5,29,nnClassifier,3,3,adam,distance,0.5722222222222222,945.6594356158748
relu,auto,11,gini,1,1,1,1,1,28,constant,39,auto,4,23,nnClassifier,4,3,adam,distance,0.5777777777777777,945.6594691958744
relu,auto,11,gini,1,1,1,1,1,26,constant,23,auto,5,25,nnClassifier,5,4,adam,distance,0.5740740740740741,1737.458527144976
relu,auto,15,gini,1,1,1,1,1,16,constant,65,auto,2,33,nnClassifier,1,3,adam,distance,0.5685185185185185,1737.4585829840507
relu,auto,20,gini,1,1,1,1,1,21,constant,37,auto,4,22,nnClassifier,2,3,adam,distance,0.5851851851851851,1737.4586183440406
relu,auto,17,gini,1,1,1,1,1,32,constant,50,auto,4,27,nnClassifier,6,2,adam,distance,0.5796296296296296,1737.458652362926
relu,auto,13,gini,1,1,1,1,1,17,constant,24,auto,2,26,nnClassifier,5,4,adam,distance,0.5814814814814815,1737.4587001430336
relu,auto,13,gini,1,1,1,1,1,31,constant,84,auto,3,17,nnClassifier,1,4,adam,distance,0.5962962962962963,1737.4587344320025
relu,auto,17,gini,1,1,1,1,1,24,constant,20,auto,5,30,nnClassifier,2,5,adam,distance,0.5962962962962963,1737.4587677919772
relu,auto,22,gini,1,1,1,1,1,31,constant,30,auto,11,20,nnClassifier,4,5,adam,distance,0.5925925925925926,1737.4588012308814
relu,auto,10,gini,1,1,1,1,1,27,constant,27,auto,11,21,nnClassifier,5,9,adam,distance,0.5814814814814815,1737.458835030906
relu,auto,18,gini,1,1,1,1,1,28,constant,57,auto,6,29,nnClassifier,5,3,adam,distance,0.5833333333333334,1737.4588688509539
relu,auto,17,gini,1,1,1,1,1,20,constant,70,auto,4,31,nnClassifier,2,4,adam,distance,0.5685185185185185,1737.4589021999855
relu,auto,11,gini,1,1,1,1,1,29,constant,40,auto,2,13,nnClassifier,1,4,adam,distance,0.5740740740740741,1737.4589354798663
relu,auto,17,gini,1,1,1,1,1,21,constant,60,auto,7,29,nnClassifier,6,4,adam,distance,0.5648148148148148,1737.4589686100371
relu,auto,23,gini,1,1,1,1,1,20,constant,26,auto,7,19,nnClassifier,8,3,adam,distance,0.5851851851851851,1737.4590021390468
relu,auto,11,gini,1,1,1,1,1,15,constant,77,auto,10,16,nnClassifier,4,6,adam,distance,0.5740740740740741,1737.4590353588574
relu,auto,13,gini,1,1,1,1,1,30,constant,42,auto,5,29,nnClassifier,7,3,adam,distance,0.5814814814814815,1737.459068408003
relu,auto,14,gini,1,1,1,1,1,32,constant,32,auto,19,27,nnClassifier,10,7,adam,distance,0.5722222222222222,1737.459101387998
relu,auto,11,gini,1,1,1,1,1,23,constant,39,auto,10,18,nnClassifier,7,4,adam,distance,0.5722222222222222,1737.4591484179255
relu,auto,10,gini,1,1,1,1,1,34,constant,46,auto,3,30,nnClassifier,6,3,adam,distance,0.5777777777777777,1737.459181766957
relu,auto,11,gini,1,1,1,1,1,30,constant,35,auto,8,19,nnClassifier,5,4,adam,distance,0.5685185185185185,1737.4592150568496
