,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,0,1,1,1,1,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,10,None,distance,0.6617826617826618,ok,0.17244867095723748
1,0,0,0,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,20,None,None,None,None,None,None,8,None,uniform,0.5335775335775336,ok,0.2723230109550059
2,1,1,1,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,2,None,uniform,0.7582417582417582,ok,0.3288194499909878
3,1,0,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,42.0,auto,9.0,20.0,None,None,None,None,0.5128205128205128,ok,1.60791095206514
4,1,0,1,1,0,0,1,0,nnClassifier,identity,None,14.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.5054945054945055,ok,1.6989754850510508
5,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,66.0,auto,18.0,9.0,None,None,None,None,0.8278388278388278,ok,2.9650958890561014
6,0,0,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,58.0,log2,13.0,25.0,None,None,None,None,0.518925518925519,ok,4.203579135937616
7,0,1,1,0,0,0,1,1,nnClassifier,relu,None,8.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.4822954822954823,ok,51.64145752508193
8,1,1,0,1,1,1,1,0,nnClassifier,relu,None,25.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.48717948717948717,ok,66.86351942201145
9,0,0,0,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,6,None,None,None,None,None,None,4,None,uniform,0.4945054945054945,ok,66.91152778896503
10,0,0,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,17,None,None,None,None,None,None,5,None,uniform,0.5323565323565324,ok,67.0543445830699
11,0,1,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,10,None,None,None,None,None,None,8,None,distance,0.8156288156288156,ok,67.17433191509917
12,1,1,0,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,7,None,None,None,None,None,None,7,None,distance,0.6398046398046398,ok,67.2084539749194
13,1,1,1,0,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,83.0,log2,7.0,25.0,None,None,None,None,0.8266178266178266,ok,68.53700361889787
14,0,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,16,None,None,None,None,None,None,8,None,distance,0.6239316239316239,ok,68.57053443510085
15,1,1,1,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,92.0,auto,19.0,5.0,None,None,None,None,0.8241758241758241,ok,70.38911590306088
16,1,0,1,0,0,0,0,1,kneighborsClassifier,None,auto,None,None,9,None,None,None,None,None,None,9,None,uniform,0.63003663003663,ok,70.44123653904535
17,0,1,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,6,None,distance,0.6190476190476191,ok,70.55591871007346
18,0,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,48.0,auto,7.0,24.0,None,None,None,None,0.8278388278388278,ok,71.49045457597822
19,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,39.0,auto,18.0,11.0,None,None,None,None,0.8253968253968254,ok,72.73500929889269
20,1,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,3.0,sqrt,3.0,38.0,None,None,None,None,0.811965811965812,ok,73.39054038003087
21,0,1,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,65.0,auto,13.0,15.0,None,None,None,None,0.8290598290598291,ok,75.15344002493657
22,0,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,19.0,auto,13.0,18.0,None,None,None,None,0.8266178266178266,ok,76.30599404405802
23,0,1,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,71.0,sqrt,5.0,34.0,None,None,None,None,0.8168498168498168,ok,78.17697144509293
24,0,1,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,11.0,15.0,None,None,None,None,0.8241758241758241,ok,79.97139006410725
25,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,67.0,auto,16.0,2.0,None,None,None,None,0.8229548229548229,ok,81.82969776191749
26,1,1,1,0,1,1,1,0,nnClassifier,logistic,None,32.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.0,ok,83.27663167007267
27,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,77.0,auto,16.0,8.0,None,None,None,None,0.8229548229548229,ok,85.14044494298287
28,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,58.0,sqrt,15.0,13.0,None,None,None,None,0.8302808302808303,ok,86.39060086105019
29,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,14.0,14.0,None,None,None,None,0.8315018315018315,ok,88.21049568499438
30,0,1,1,0,1,1,1,1,nnClassifier,tanh,None,22.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.48473748473748474,ok,93.05435384297743
31,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,sqrt,15.0,13.0,None,None,None,None,0.8315018315018315,ok,94.35515148402192
32,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,10.0,30.0,None,None,None,None,0.6654456654456654,ok,96.67545713693835
33,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,sqrt,15.0,4.0,None,None,None,None,0.8278388278388278,ok,98.54580045607872
34,0,0,1,0,1,1,1,1,nnClassifier,identity,None,32.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.5018315018315018,ok,102.61867799190804
35,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,88.0,sqrt,20.0,19.0,None,None,None,None,0.8217338217338217,ok,103.867423807038
36,0,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,100.0,sqrt,12.0,7.0,None,None,None,None,0.6764346764346765,ok,105.33565863710828
37,0,1,1,0,1,1,1,1,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.48595848595848595,ok,109.40307728690095
38,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,sqrt,17.0,15.0,None,None,None,None,0.6703296703296703,ok,111.51259169308469
39,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,89.0,log2,15.0,22.0,None,None,None,None,0.6727716727716728,ok,112.91432562400587
40,0,1,0,1,1,1,1,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.4932844932844933,ok,126.54313916689716
41,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,14.0,11.0,None,None,None,None,0.8315018315018315,ok,128.37751910206862
42,0,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,9.0,sqrt,9.0,11.0,None,None,None,None,0.5335775335775336,ok,129.57888394594193
43,0,1,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,39,None,None,None,None,None,None,1,None,uniform,0.7619047619047619,ok,129.65144229494035
44,0,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,sqrt,11.0,29.0,None,None,None,None,0.8302808302808303,ok,131.43078906810842
45,0,0,0,0,1,1,1,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.4236874236874237,ok,137.2946304420475
46,0,1,1,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,38,None,None,None,None,None,None,3,None,distance,0.7887667887667887,ok,137.3434510671068
47,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,27.0,log2,20.0,3.0,None,None,None,None,0.8302808302808303,ok,138.55142542906106
48,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,91.0,sqrt,14.0,17.0,None,None,None,None,0.6715506715506715,ok,140.69800737593323
49,0,0,1,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,1,None,uniform,0.5409035409035409,ok,140.76234893104993
50,1,1,1,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,75.0,sqrt,9.0,6.0,None,None,None,None,0.8229548229548229,ok,142.20133189694025
