,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
33,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,2.0,40.0,None,None,None,None,0.8302808302808303,ok,90.62442470295355
34,1,1,1,0,0,0,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,1.0,None,distance,0.7680097680097681,ok,90.67397043388337
35,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,81.0,sqrt,19.0,35.0,None,None,None,None,0.833943833943834,ok,91.91918906290084
36,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,68.0,sqrt,20.0,34.0,None,None,None,None,0.8229548229548229,ok,92.74980620807037
37,1,1,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,28.0,None,None,None,None,None,None,4.0,None,uniform,0.7887667887667887,ok,92.82018432207406
38,1,0,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,82.0,sqrt,16.0,12.0,None,None,None,None,0.6556776556776557,ok,93.76185418502428
39,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,67.0,auto,18.0,37.0,None,None,None,None,0.8229548229548229,ok,94.60824847687036
40,1,1,1,0,0,0,1,0,nnClassifier,logistic,None,12,None,None,invscaling,None,None,None,None,7,None,sgd,None,0.5079365079365079,ok,97.06621228903532
41,0,0,0,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,18.0,None,None,None,None,None,None,10.0,None,uniform,0.47496947496947495,ok,97.13381579401903
42,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,86.0,auto,13.0,32.0,None,None,None,None,0.8266178266178266,ok,98.00646691885777
43,0,0,0,0,1,0,1,0,nnClassifier,identity,None,14,None,None,constant,None,None,None,None,6,None,adam,None,0.0,ok,104.68502131802961
44,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,45.0,sqrt,19.0,19.0,None,None,None,None,0.8241758241758241,ok,105.52912048995495
45,1,1,1,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,3.0,None,distance,0.7753357753357754,ok,105.63139194692485
46,0,0,0,0,1,1,1,0,nnClassifier,tanh,None,16,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,0.45787545787545786,ok,110.89731846004725
47,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,78.0,log2,14.0,5.0,None,None,None,None,0.8253968253968254,ok,111.77245067991316
48,0,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,58.0,auto,11.0,37.0,None,None,None,None,0.7032967032967034,ok,113.26218525599688
49,1,0,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,1.0,None,uniform,0.5653235653235653,ok,113.32982857106254
50,1,1,1,1,0,1,1,0,nnClassifier,logistic,None,9,None,None,constant,None,None,None,None,5,None,sgd,None,0.5018315018315018,ok,149.42399084405042
51,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,61.0,sqrt,9.0,26.0,None,None,None,None,0.6971916971916972,ok,150.45307761989534
52,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,91.0,sqrt,12.0,24.0,None,None,None,None,0.8253968253968254,ok,151.80426040687598
53,1,0,1,0,0,1,1,1,nnClassifier,relu,None,18,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.4981684981684982,ok,155.05196900106966
54,0,1,1,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,74.0,sqrt,16.0,33.0,None,None,None,None,0.8302808302808303,ok,156.3293310869485
55,1,1,0,1,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,10.0,None,distance,0.6544566544566545,ok,156.38680369895883
56,1,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,61.0,log2,6.0,17.0,None,None,None,None,0.6556776556776557,ok,158.06194299203344
57,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,37.0,auto,18.0,8.0,None,None,None,None,0.8351648351648352,ok,159.8517159849871
58,0,1,0,0,1,0,1,1,nnClassifier,identity,None,21,None,None,constant,None,None,None,None,9,None,sgd,None,0.4896214896214896,ok,161.38520729588345
59,1,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,auto,14.0,8.0,None,None,None,None,0.8290598290598291,ok,163.44004608993419
60,1,1,1,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,5.0,None,uniform,0.8131868131868132,ok,163.51504876906984
61,1,0,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,10.0,auto,17.0,13.0,None,None,None,None,0.645909645909646,ok,164.66973465890624
62,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,13.0,auto,12.0,7.0,None,None,None,None,0.8266178266178266,ok,166.68047812604345
63,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,7.0,2.0,None,None,None,None,0.6935286935286935,ok,169.31581359403208
64,1,1,1,0,0,0,1,1,nnClassifier,logistic,None,12,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5018315018315018,ok,187.07114447304048
65,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,39.0,auto,19.0,21.0,None,None,None,None,0.8315018315018315,ok,188.85089257801883
66,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,52.0,auto,18.0,16.0,None,None,None,None,0.8351648351648352,ok,190.6369252379518
67,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,23.0,auto,17.0,15.0,None,None,None,None,0.8351648351648352,ok,192.4332294089254
68,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,17.0,auto,16.0,10.0,None,None,None,None,0.8315018315018315,ok,194.2430733400397
69,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,55.0,auto,18.0,18.0,None,None,None,None,0.8351648351648352,ok,196.0321314940229
70,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,20.0,auto,15.0,13.0,None,None,None,None,0.8290598290598291,ok,197.96934091392905
71,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,26.0,auto,17.0,15.0,None,None,None,None,0.8351648351648352,ok,199.77198840794154
72,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,26.0,auto,4.0,19.0,None,None,None,None,0.8290598290598291,ok,201.8740123049356
73,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,37.0,log2,18.0,4.0,None,None,None,None,0.8351648351648352,ok,203.65953499404714
74,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,39.0,log2,20.0,4.0,None,None,None,None,0.8290598290598291,ok,205.4366386779584
75,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,31.0,log2,14.0,6.0,None,None,None,None,0.8302808302808303,ok,207.2750453450717
76,1,1,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,36.0,None,None,None,None,None,None,7.0,None,distance,0.8095238095238095,ok,207.3317297520116
77,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,54.0,auto,3.0,10.0,None,None,None,None,0.8217338217338217,ok,208.73582171695307
78,1,0,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,auto,15.0,9.0,None,None,None,None,0.6495726495726496,ok,210.915001854999
79,1,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,9.0,auto,10.0,16.0,None,None,None,None,0.8302808302808303,ok,212.64820038690232
80,0,1,0,1,1,0,1,0,nnClassifier,tanh,None,25,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.48717948717948717,ok,227.36886815098114
81,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,log2,13.0,24.0,None,None,None,None,0.8327228327228328,ok,229.2705000899732
82,1,0,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,3.0,None,distance,0.5738705738705738,ok,229.32016049604863
83,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,42.0,log2,19.0,3.0,None,None,None,None,0.8229548229548229,ok,231.15216700686142
84,0,1,1,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,17.0,29.0,None,None,None,None,0.8278388278388278,ok,232.97706295293756
85,1,1,0,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,auto,12.0,12.0,None,None,None,None,0.6886446886446886,ok,235.24135950393975
86,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,31,None,None,invscaling,None,None,None,None,7,None,adam,None,0.4993894993894994,ok,249.11545625003055
87,1,0,1,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,9.0,None,uniform,0.6312576312576312,ok,249.26686166389845
88,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,25.0,auto,16.0,14.0,None,None,None,None,0.8290598290598291,ok,251.12294879602268
89,0,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,96.0,log2,20.0,22.0,None,None,None,None,0.6959706959706959,ok,253.13757323101163
90,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,71.0,auto,10.0,11.0,None,None,None,None,0.8363858363858364,ok,255.114250757033
91,1,0,1,0,0,1,0,1,nnClassifier,relu,None,32,None,None,constant,None,None,None,None,5,None,lbfgs,None,0.518925518925519,ok,258.195204999065
92,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,70.0,log2,7.0,5.0,None,None,None,None,0.8327228327228328,ok,260.26333721587434
93,0,1,0,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,6.0,None,uniform,0.6703296703296703,ok,260.33927662391216
94,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,65.0,auto,9.0,19.0,None,None,None,None,0.833943833943834,ok,262.465364350006
95,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,88.0,auto,5.0,8.0,None,None,None,None,0.8278388278388278,ok,264.63318379595876
96,1,0,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,72.0,auto,3.0,11.0,None,None,None,None,0.6312576312576312,ok,267.70254449290223
97,1,1,1,0,0,1,0,1,nnClassifier,identity,None,18,None,None,invscaling,None,None,None,None,8,None,sgd,None,0.49572649572649574,ok,270.40623184200376
98,0,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,79.0,auto,10.0,27.0,None,None,None,None,0.6971916971916972,ok,272.74324003304355
99,1,1,1,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,32.0,None,None,None,None,None,None,2.0,None,distance,0.7509157509157509,ok,272.79960490204394
