activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,30,mse,1,0,1,0,1,1,33,invscaling,56,auto,10,30,nnRegressor,5,5,adam,distance,-11.252049002485135
logistic,ball_tree,26,poisson,1,0,0,1,1,0,25,constant,73,sqrt,3,2,nnRegressor,5,10,sgd,uniform,-7.92275546497128
logistic,ball_tree,12,mse,1,1,0,0,1,0,10,invscaling,67,log2,7,3,nnRegressor,3,4,lbfgs,distance,-0.44059699209554726
relu,brute,31,poisson,1,1,1,0,1,1,19,invscaling,81,auto,20,40,kneighborsRegressor,3,9,adam,distance,0.47386071045743905
relu,auto,19,mse,0,1,1,0,1,0,29,adaptive,84,sqrt,2,7,nnRegressor,3,5,lbfgs,uniform,-12.492242318812748
logistic,auto,32,poisson,0,0,1,0,0,1,37,invscaling,34,sqrt,15,10,randomForestRegressor,8,5,sgd,uniform,-0.0003215822166009463
identity,ball_tree,31,mae,1,0,0,0,0,0,38,adaptive,45,auto,13,23,randomForestRegressor,8,9,sgd,uniform,0.4399668759113581
tanh,brute,27,poisson,0,0,1,0,0,1,29,invscaling,31,sqrt,8,36,kneighborsRegressor,9,5,sgd,uniform,-0.14799815041758602
identity,brute,13,mae,1,0,0,0,1,0,33,adaptive,52,sqrt,5,35,kneighborsRegressor,6,9,sgd,distance,0.5099423836706125
relu,brute,32,poisson,0,1,1,0,0,0,32,invscaling,19,log2,14,16,nnRegressor,8,8,adam,distance,-0.7453353196285573
relu,auto,20,poisson,1,1,0,1,0,1,16,adaptive,36,sqrt,7,17,nnRegressor,3,2,sgd,distance,-65.05004457924802
identity,auto,10,poisson,1,1,0,1,0,1,39,adaptive,19,sqrt,3,39,nnRegressor,8,9,lbfgs,distance,0.46083789374700845
tanh,brute,32,mae,1,0,1,1,1,1,39,invscaling,53,log2,4,14,randomForestRegressor,1,8,lbfgs,distance,0.6233904986675316
relu,brute,12,poisson,1,0,0,0,1,0,32,constant,18,log2,9,17,kneighborsRegressor,10,9,adam,uniform,0.5738736612616322
identity,auto,27,mse,0,0,0,0,1,0,23,constant,83,auto,15,8,randomForestRegressor,10,6,lbfgs,uniform,0.40657966770560705
identity,auto,20,mse,0,0,1,1,1,1,17,invscaling,41,log2,20,22,kneighborsRegressor,8,9,sgd,uniform,0.40746209299975844
relu,ball_tree,13,mse,1,1,0,1,0,1,15,invscaling,89,auto,9,32,nnRegressor,7,6,adam,distance,-15.15813206595088
logistic,kd_tree,29,poisson,1,0,1,1,1,1,14,constant,96,sqrt,18,13,kneighborsRegressor,10,8,lbfgs,uniform,0.5622367968308648
relu,ball_tree,30,mse,0,0,1,1,0,1,25,adaptive,12,log2,13,14,randomForestRegressor,10,6,adam,distance,0.04195442101862845
tanh,ball_tree,32,mae,1,0,1,0,1,1,10,invscaling,19,log2,8,26,kneighborsRegressor,3,7,lbfgs,uniform,0.5626841254927302
tanh,ball_tree,26,mse,0,1,0,1,1,0,14,constant,30,auto,18,6,kneighborsRegressor,3,5,lbfgs,distance,0.19653013065843983
relu,ball_tree,29,mse,1,0,0,0,0,0,37,invscaling,80,log2,5,34,kneighborsRegressor,4,2,adam,uniform,0.23898793531982676
tanh,kd_tree,10,mse,1,1,1,0,1,1,34,adaptive,85,log2,9,3,nnRegressor,5,7,lbfgs,distance,-8.295315083285255
logistic,ball_tree,25,mse,0,1,0,0,0,1,21,constant,8,log2,19,23,nnRegressor,5,1,lbfgs,distance,-2.3142056214902267
relu,ball_tree,21,mae,1,0,0,1,0,0,37,constant,74,sqrt,4,4,kneighborsRegressor,7,3,adam,uniform,0.26449683613394315
tanh,kd_tree,15,mae,1,0,1,0,1,1,2,constant,45,auto,10,26,kneighborsRegressor,5,2,sgd,uniform,0.44543169904257485
logistic,ball_tree,24,mae,1,0,0,0,0,0,32,constant,29,log2,8,31,kneighborsRegressor,7,7,adam,distance,0.3832773585130651
logistic,ball_tree,20,mse,0,1,1,0,1,1,7,adaptive,79,auto,8,18,randomForestRegressor,1,3,sgd,distance,0.4531961439359331
identity,auto,24,mae,1,0,1,1,0,0,33,constant,66,log2,17,28,nnRegressor,4,10,lbfgs,distance,0.44679980444419753
identity,brute,10,poisson,1,0,0,0,0,0,21,invscaling,29,sqrt,10,8,nnRegressor,1,5,adam,uniform,-0.10869004024919504
identity,kd_tree,19,poisson,1,0,1,0,0,1,13,invscaling,84,log2,5,20,kneighborsRegressor,9,8,adam,distance,0.30470214356225567
identity,kd_tree,26,mae,0,0,0,0,0,1,22,constant,58,log2,5,28,nnRegressor,6,1,adam,uniform,-13.144042723044972
tanh,auto,17,poisson,1,1,0,0,1,0,19,invscaling,72,sqrt,4,20,randomForestRegressor,3,10,adam,distance,-0.0003215822166009463
tanh,ball_tree,9,mse,1,1,0,0,1,1,30,constant,37,sqrt,20,28,randomForestRegressor,6,9,adam,distance,0.6250674274861707
identity,brute,23,mae,0,1,1,0,1,1,27,invscaling,89,log2,11,7,kneighborsRegressor,6,4,sgd,distance,0.21273858542272572
identity,auto,29,mse,1,1,0,0,1,0,21,constant,29,sqrt,7,17,randomForestRegressor,2,8,adam,uniform,0.6100083745114409
logistic,kd_tree,16,mse,0,1,0,1,1,0,36,adaptive,69,sqrt,10,22,kneighborsRegressor,1,2,sgd,distance,0.12880635295925247
tanh,brute,12,mse,1,0,0,1,0,0,14,invscaling,55,log2,18,22,kneighborsRegressor,3,8,sgd,uniform,0.4111876813473162
identity,kd_tree,14,mse,1,0,0,1,0,0,32,adaptive,8,sqrt,3,21,kneighborsRegressor,8,10,sgd,uniform,0.4169922989934761
tanh,kd_tree,30,mae,0,0,0,1,0,1,2,adaptive,55,log2,2,29,kneighborsRegressor,10,2,lbfgs,uniform,-0.540983729393079
logistic,brute,24,mse,1,0,0,1,1,1,15,constant,62,log2,5,37,randomForestRegressor,5,6,adam,distance,0.6144082755991364
logistic,kd_tree,12,poisson,1,1,0,0,1,1,26,invscaling,52,auto,13,13,kneighborsRegressor,4,6,lbfgs,uniform,0.5491411283745375
relu,kd_tree,18,mse,1,0,1,1,0,0,30,invscaling,95,auto,12,21,randomForestRegressor,10,10,lbfgs,distance,0.4888476651755205
tanh,ball_tree,23,mae,0,0,0,1,1,0,34,constant,54,log2,3,25,kneighborsRegressor,10,9,sgd,uniform,0.34445809758478896
tanh,kd_tree,13,mse,0,1,1,1,0,1,22,adaptive,80,auto,15,19,kneighborsRegressor,4,2,lbfgs,uniform,-0.356690785510553
tanh,auto,18,mse,0,0,0,1,1,1,11,invscaling,18,auto,6,8,randomForestRegressor,6,7,lbfgs,uniform,0.3960198414585687
