feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,0,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,10,NA,distance,-0.060150592857396656,5.108412742614746
1,0,0,1,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,distance,0.22552258530341862,9.825258016586304
0,1,1,1,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,6,NA,uniform,-0.0434432494867909,14.615933418273926
1,1,0,1,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.4417298154814815,19.446852684020996
1,0,0,0,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.4171781136945041,24.455121517181396
0,1,0,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.387420110589058,29.302931547164917
1,1,1,1,0,1,kneighborsRegressor,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.4350202888484833,33.859837770462036
1,0,0,1,0,1,kneighborsRegressor,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.4265820171643756,38.26690125465393
1,1,0,1,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.4435479527655257,42.83141613006592
1,0,0,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.57832897420859,47.16868472099304
1,0,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.580641788615159,51.889824628829956
1,0,1,0,1,1,kneighborsRegressor,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.5931258520280462,57.08311629295349
0,0,1,1,1,1,kneighborsRegressor,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,distance,0.35418237995427626,61.55644702911377
1,1,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.5566362243503672,65.83267045021057
1,0,0,0,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.59015980686871,70.7566773891449
1,1,1,0,1,0,kneighborsRegressor,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.5603645777324832,75.41465830802917
1,1,0,0,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,distance,0.4585224890641475,79.79358124732971
1,0,1,1,1,0,kneighborsRegressor,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5788623563199806,84.31117296218872
1,0,1,0,1,1,kneighborsRegressor,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5900935283437381,89.28473734855652
1,0,0,0,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.5867316672766969,94.26131439208984
1,0,1,0,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.46327543801320226,99.02220845222473
