feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.3298762492087782,70.60643720626831
1,0,1,1,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.3779582098083566,75.2182834148407
1,0,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5714003567205506,79.52445840835571
0,0,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.38210979461230543,84.65663933753967
1,1,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.49754771131440956,89.48781085014343
1,0,1,1,1,1,kneighborsRegressor,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,distance,0.5510201059290929,94.3873782157898
1,1,1,0,1,0,nnRegressor,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,-2.4267510977603433,101.1013970375061
1,1,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.4928220208492995,105.21472311019897
1,0,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.5693472037923157,110.06327080726624
1,0,0,1,1,0,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.5865996109740781,116.98172330856323
1,0,1,0,1,0,nnRegressor,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.6094231707955222,123.37927675247192
1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,37,sqrt,3,7,nan,nan,NA,NA,0.6137459489272423,128.60792016983032
1,0,1,1,1,1,nnRegressor,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.30934106327182054,133.98076748847961
1,1,0,1,1,1,nnRegressor,relu,NA,21,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,-4.384001378069911,141.1095941066742
1,0,1,0,1,1,nnRegressor,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.4886078637441871,148.11790204048157
1,0,0,0,1,0,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.3989967661544781,155.11901450157166
0,0,1,1,1,0,nnRegressor,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,-0.2036900629870977,159.7193717956543
1,0,1,0,1,1,nnRegressor,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-26.137158153539033,166.85152912139893
1,1,1,0,1,0,nnRegressor,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.6318569421370652,173.5529546737671
1,0,0,0,1,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.6016236689412451,189.89412021636963
1,0,1,1,0,0,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.4240825631056063,205.87117648124695
1,0,1,1,1,0,nnRegressor,identity,NA,14,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,-39.063590088012546,212.77525568008423
1,0,0,1,1,1,nnRegressor,identity,NA,8,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.5976989079070087,220.42104649543762
1,1,0,1,1,0,nnRegressor,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,-2.388213421365536,227.60381746292114
1,0,1,1,0,0,nnRegressor,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,-1.0024847781053619,233.69748187065125
1,1,0,1,0,0,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.42234307990832354,238.63143682479858
1,0,1,0,1,0,nnRegressor,identity,NA,10,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.6079468850327563,245.8972144126892
1,1,1,1,1,1,nnRegressor,relu,NA,21,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,-129.6315654857837,259.06914138793945
1,0,1,1,1,0,nnRegressor,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,-5.502220364514198,267.249568939209
0,1,0,1,1,0,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.4347389181819463,287.2391953468323
1,0,0,0,1,1,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5960734353001804,291.6629054546356
1,0,1,0,1,0,nnRegressor,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.6019138436746905,296.7160062789917
1,0,0,0,1,0,nnRegressor,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.6012094081762794,301.24254322052
1,1,1,1,0,0,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.42686160985708066,317.7723572254181
1,0,0,0,1,0,nnRegressor,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.6011172352286838,330.6547737121582
0,0,1,0,1,1,nnRegressor,logistic,NA,11,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.29506643204909455,338.262327671051
1,1,0,0,0,0,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.42156639860161527,343.9180293083191
1,0,1,1,1,0,nnRegressor,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.6106710759839082,357.1772334575653
1,0,1,1,1,0,nnRegressor,identity,NA,32,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.6106571611657328,366.4702355861664
1,0,0,1,1,0,nnRegressor,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,-2.4951529003707855,371.04955196380615
1,1,1,0,0,1,nnRegressor,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,-1.7285766552044675,375.68223452568054
1,1,1,0,0,0,nnRegressor,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.426021219002941,385.87509989738464
0,0,0,0,1,0,nnRegressor,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,-4.35281807222163,392.0457012653351
1,0,1,1,1,0,nnRegressor,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.5683811052054357,399.2913987636566
0,0,0,1,1,1,nnRegressor,relu,NA,11,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-0.012835321638922759,406.0271210670471
1,1,0,1,0,1,nnRegressor,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.02214521193295471,410.7030336856842
1,0,0,1,1,1,nnRegressor,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.06648260001559603,416.08633375167847
1,0,0,0,1,0,nnRegressor,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.6011745040218608,420.8773241043091
1,1,1,1,1,0,nnRegressor,logistic,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,-0.2641900486079969,432.91807866096497
0,1,0,1,0,0,nnRegressor,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,-0.6487587489959752,437.56700682640076
1,1,1,0,1,0,nnRegressor,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,-5.548575709170089,443.10216331481934
1,1,0,0,0,1,nnRegressor,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.41882316229348815,448.2421636581421
0,0,0,1,1,0,nnRegressor,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,0.39161215745156985,453.03427624702454
1,0,1,1,1,1,nnRegressor,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6111037912105013,457.7297914028168
0,0,1,0,1,1,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,0.4273500763682916,462.7061779499054
1,0,1,1,1,1,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.3370469105806506,467.58404564857483
1,0,0,0,1,1,nnRegressor,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.5722767804118548,474.3964066505432
1,0,1,0,0,1,nnRegressor,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,-344.5941081306755,481.54841470718384
1,0,1,1,0,1,nnRegressor,identity,NA,10,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.4349716237162815,485.7342803478241
1,1,0,0,1,0,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.6217406384462182,491.12649416923523
0,0,0,1,1,0,nnRegressor,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.31401957349663745,498.07475209236145
0,0,1,1,1,0,nnRegressor,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.41782204841741855,502.61944365501404
1,1,1,0,1,0,nnRegressor,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,-1.2951051444912984,509.2380063533783
0,0,1,1,0,0,nnRegressor,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,-11.536377452702082,516.3153417110443
0,0,1,0,1,1,nnRegressor,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.4276307054777647,520.7953188419342
1,0,0,1,0,1,nnRegressor,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,-9.919537026241846,525.4148554801941
1,0,0,1,0,0,nnRegressor,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,-12.208099709131192,531.4706048965454
0,1,1,0,0,1,nnRegressor,relu,NA,21,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,-5.2554919700298655,536.2412223815918
1,0,0,0,1,1,nnRegressor,identity,NA,21,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5991964498965197,540.5400674343109
0,1,0,0,1,0,nnRegressor,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,-0.20459925722865058,548.9009215831757
1,0,1,1,0,0,nnRegressor,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.423963394565648,554.1066961288452
0,1,0,0,0,0,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.0076334264381976435,558.5189828872681
0,1,0,0,1,0,nnRegressor,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-18.189954842067166,563.7618093490601
0,1,1,0,1,0,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,-170.69154219822488,571.2398569583893
1,1,0,0,1,1,nnRegressor,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6239411998878406,575.2642152309418
0,0,0,0,1,0,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.3522371037028156,579.5486624240875
1,1,1,0,1,1,nnRegressor,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.6326625915197986,590.0705327987671
1,1,0,1,0,1,nnRegressor,relu,NA,10,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,-2.9321091910399835,597.7949457168579
1,0,0,0,1,0,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.6012740313529492,601.8142650127411
1,0,1,0,0,0,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.1846052017629437,608.2243111133575
1,0,0,1,0,1,nnRegressor,tanh,NA,10,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,-9.64482637710259,615.7057461738586
0,1,0,1,0,1,nnRegressor,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,-354.33072031886337,621.2272400856018
0,0,1,0,0,1,nnRegressor,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,-0.17697632093340698,627.969039440155
0,0,0,0,1,1,nnRegressor,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-1.214688686499687,633.5777189731598
1,1,1,1,1,0,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5415516369652369,637.4533729553223
1,0,1,1,1,0,nnRegressor,relu,NA,32,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,-708.0045122033661,642.3542022705078
1,1,1,1,1,0,nnRegressor,identity,NA,23,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.6321217597846223,647.3352496623993
