feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,90,log2,13,24,nan,nan,NA,NA,0.6084846362619093,228.30234503746033
1,1,1,0,0,1,nnRegressor,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,-3.917046119269088,234.54766011238098
1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,29,sqrt,12,37,nan,nan,NA,NA,0.5893704241590253,239.66972374916077
1,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,58,sqrt,8,35,nan,nan,NA,NA,0.6003203773123704,244.1901330947876
0,1,0,1,0,0,nnRegressor,identity,NA,11,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,-6.382183703113892,251.27695202827454
1,0,1,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,82,auto,18,30,nan,nan,NA,NA,0.4781910061429787,256.4929897785187
1,1,0,0,0,1,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,-128.4098406527309,264.2826097011566
0,1,0,1,0,0,nnRegressor,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,-28.49129030565933,275.7567238807678
0,0,1,1,1,0,nnRegressor,relu,NA,19,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-51.37552566298872,281.8939895629883
0,0,1,1,0,0,nnRegressor,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.042983707649714264,286.5066637992859
0,1,1,0,1,0,nnRegressor,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,-0.15715291481282878,294.55188179016113
1,0,0,0,1,0,nnRegressor,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.583692463692747,299.1979422569275
0,0,0,0,1,0,nnRegressor,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.30375223893855174,305.4717972278595
1,0,1,0,1,1,nnRegressor,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,-0.34026904166713523,312.1947913169861
0,0,1,0,1,1,nnRegressor,logistic,NA,9,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,-2.8387105572612272,332.60259199142456
0,1,0,0,0,0,nnRegressor,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,-1.0843579684562261,337.9488990306854
1,1,1,0,0,1,nnRegressor,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.011077531110936123,342.6851863861084
1,1,1,1,0,0,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0010085625318529967,346.8500554561615
1,0,0,0,0,0,nnRegressor,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,-1.899083417691021,368.9501111507416
1,1,0,0,1,0,nnRegressor,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,-1.3482369511787913,376.77349948883057
1,1,0,0,1,0,nnRegressor,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5960553779712461,381.155029296875
1,1,0,0,0,1,nnRegressor,relu,NA,13,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,-6.0368651522494226,386.34663701057434
1,0,0,1,1,0,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.5826530067935043,404.81604838371277
0,0,1,1,1,1,nnRegressor,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.40453863982204374,423.34089040756226
0,1,1,0,1,0,nnRegressor,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-1.959166105810323,427.7343316078186
1,1,0,0,1,0,nnRegressor,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-1.9608525837246495,432.03325486183167
1,0,0,0,0,0,nnRegressor,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.43479576716155965,437.3744366168976
0,1,0,1,0,0,nnRegressor,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-1.2902418235871314,442.2712984085083
1,0,1,1,1,1,nnRegressor,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,-0.8250113747396877,449.4905049800873
0,1,0,0,1,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,-3.19578105441275,456.95817375183105
0,1,1,1,1,1,nnRegressor,identity,NA,14,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.4299952746744411,463.1928915977478
0,1,0,1,1,0,nnRegressor,identity,NA,27,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.4058230056441232,468.0739119052887
1,0,1,0,1,1,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,-8.718741408399564,473.9509162902832
1,0,0,0,1,1,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.5821799768378316,479.57829761505127
1,1,0,0,1,0,nnRegressor,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.5954455617574195,485.767861366272
0,0,1,1,0,1,nnRegressor,identity,NA,9,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.04346480786545426,493.15098452568054
1,1,0,1,1,0,nnRegressor,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.5949876362905564,502.1304895877838
1,0,0,1,1,0,nnRegressor,logistic,NA,32,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,-6.337629586441998,507.6873712539673
1,1,0,1,1,0,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5910513398433352,512.0670475959778
1,0,0,0,1,0,nnRegressor,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,-1.566208533765752,517.9192328453064
1,0,0,0,1,0,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.5845741149873888,523.2118253707886
1,0,1,0,0,1,nnRegressor,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.4406153716450696,527.3986446857452
1,0,0,1,1,0,nnRegressor,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,0.5820684402610341,533.4738430976868
0,1,0,1,1,0,nnRegressor,tanh,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,-1.4386149639472596,538.5806932449341
1,1,0,1,1,1,nnRegressor,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.595011500063984,549.3924741744995
0,1,1,0,0,0,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,-0.0650892870567048,555.8306336402893
1,0,0,0,1,0,nnRegressor,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.5834551323334864,563.0929310321808
1,0,0,1,0,0,nnRegressor,tanh,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,-0.23616249302221703,568.2948303222656
1,0,1,0,1,0,nnRegressor,identity,NA,17,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.5936539863477381,580.301130771637
0,1,0,1,1,0,nnRegressor,tanh,NA,31,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,-2.613130850497866,585.7728762626648
1,0,1,0,1,0,nnRegressor,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,0.5934196532004621,592.8805265426636
0,1,0,0,1,1,nnRegressor,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.40737592317932847,597.0277304649353
1,1,1,1,0,0,nnRegressor,tanh,NA,18,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,-39.37560073128566,611.0885345935822
1,0,0,1,1,1,nnRegressor,identity,NA,23,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.5827960684703226,622.0369596481323
1,1,1,0,1,1,nnRegressor,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.6024488803758163,626.1884741783142
1,0,1,1,1,1,nnRegressor,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5743218205937549,631.1082429885864
0,0,0,0,1,0,nnRegressor,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,-0.6469914680052253,636.3756685256958
1,1,0,1,1,1,nnRegressor,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5834770173171837,640.3317046165466
1,0,0,0,1,0,nnRegressor,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5835515874759691,644.1878457069397
0,1,0,0,1,1,nnRegressor,identity,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.40943411893886217,648.0012969970703
1,1,0,1,1,1,nnRegressor,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,-13.050491827170807,653.5474882125854
1,0,0,1,0,0,nnRegressor,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,-0.45312754070619055,658.542153596878
0,1,1,0,1,0,nnRegressor,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.42622022003065196,668.3355615139008
0,0,1,1,1,0,nnRegressor,tanh,NA,12,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,-2.7867508347199554,673.7886707782745
0,1,1,1,0,0,nnRegressor,tanh,NA,14,NA,nan,invscaling,nan,NA,nan,nan,7,nan,lbfgs,NA,-3.1097781918647165,678.5386497974396
0,0,0,1,0,0,nnRegressor,relu,NA,10,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,-1.0650172745596493,682.4626870155334
1,1,0,1,1,0,nnRegressor,tanh,NA,17,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,-9.898039419437524,687.2854282855988
1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,35,sqrt,13,23,nan,nan,NA,NA,0.6121354456562154,712.4786229133606
0,1,1,0,0,0,nnRegressor,tanh,NA,20,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,-2.127107931185737,717.0479607582092
1,1,1,1,1,1,nnRegressor,identity,NA,16,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.6022714263675955,720.8802127838135
1,1,1,0,1,0,nnRegressor,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.6035703194517084,724.7449312210083
0,0,1,0,1,0,nnRegressor,tanh,NA,31,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,-17.087162340704122,734.4018306732178
1,0,0,0,1,0,nnRegressor,logistic,NA,11,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.5597400420845633,740.8501915931702
1,0,0,0,0,1,nnRegressor,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.43669256593967987,746.2645678520203
1,0,1,1,0,1,nnRegressor,tanh,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-2.8319159400020517,750.9448239803314
0,0,0,0,0,0,nnRegressor,tanh,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.0,755.0156383514404
0,1,1,0,0,0,nnRegressor,tanh,NA,27,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,-2.127107931185737,759.4966673851013
1,1,0,1,1,1,nnRegressor,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.5955032058738615,763.4115352630615
1,1,0,1,0,1,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,-9.423698901514486,768.121339559555
0,0,0,1,0,0,nnRegressor,relu,NA,9,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,-1.1756132105131942,776.1155138015747
1,0,0,0,1,1,nnRegressor,identity,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5838473406332063,779.9775056838989
