feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,sqrt,15,25,nan,nan,NA,NA,0.746031746031746,264.170197725296
0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,auto,10,7,nan,nan,NA,NA,0.8778998778998779,273.5962085723877
0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,log2,5,38,nan,nan,NA,NA,0.884004884004884,282.5499770641327
1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,log2,5,39,nan,nan,NA,NA,0.8754578754578755,289.83752632141113
0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,26,auto,15,2,nan,nan,NA,NA,0.8791208791208791,296.97319746017456
0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,log2,16,34,nan,nan,NA,NA,0.8705738705738706,304.08752703666687
0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,sqrt,1,13,nan,nan,NA,NA,0.873015873015873,311.4803717136383
0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5274725274725275,316.16021609306335
1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,auto,8,4,nan,nan,NA,NA,0.884004884004884,323.96439003944397
0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,13,37,nan,nan,NA,NA,0.8803418803418803,332.3795557022095
1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,auto,18,4,nan,nan,NA,NA,0.7875457875457875,339.970587015152
0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,10,16,nan,nan,NA,NA,0.8803418803418803,347.9088680744171
0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.6092796092796092,352.76399087905884
1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,6,34,nan,nan,NA,NA,0.884004884004884,362.14406275749207
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.5274725274725275,376.4963779449463
1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,log2,5,40,nan,nan,NA,NA,0.8754578754578755,383.8129451274872
1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,8,11,nan,nan,NA,NA,0.6617826617826618,389.9000971317291
0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,auto,6,40,nan,nan,NA,NA,0.8876678876678876,397.4351456165314
0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,sqrt,8,18,nan,nan,NA,NA,0.8095238095238095,404.6101863384247
1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,auto,15,2,nan,nan,NA,NA,0.8815628815628815,413.69173073768616
0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,auto,19,22,nan,nan,NA,NA,0.6593406593406593,420.0539515018463
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,log2,12,31,nan,nan,NA,NA,0.663003663003663,425.7616391181946
0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,9,37,nan,nan,NA,NA,0.8803418803418803,434.79056668281555
1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,sqrt,19,38,nan,nan,NA,NA,0.6764346764346765,441.2417154312134
1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,auto,16,18,nan,nan,NA,NA,0.8827838827838828,450.7437164783478
0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,auto,2,32,nan,nan,NA,NA,0.8852258852258852,458.7197120189667
1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6031746031746031,463.5390932559967
0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,20,36,nan,nan,NA,NA,0.8815628815628815,472.4601993560791
1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,12,32,nan,nan,NA,NA,0.8388278388278388,480.5216999053955
0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,17,39,nan,nan,NA,NA,0.8791208791208791,487.522390127182
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,auto,16,3,nan,nan,NA,NA,0.8742368742368742,496.2860298156738
1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,1,16,nan,nan,NA,NA,0.6666666666666666,501.9410939216614
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,29,auto,3,2,nan,nan,NA,NA,0.8827838827838828,511.05458784103394
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,15,8,nan,nan,NA,NA,0.8547008547008547,518.5727565288544
1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,20,27,nan,nan,NA,NA,0.8852258852258852,525.9625370502472
1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,3,26,nan,nan,NA,NA,0.6568986568986569,532.0661430358887
1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,log2,1,29,nan,nan,NA,NA,0.884004884004884,539.7429702281952
0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,5,3,nan,nan,NA,NA,0.8266178266178266,546.9226322174072
1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,log2,16,5,nan,nan,NA,NA,0.8803418803418803,554.380156993866
1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,sqrt,7,2,nan,nan,NA,NA,0.8815628815628815,563.0599737167358
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,20,28,nan,nan,NA,NA,0.8815628815628815,569.9458124637604
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,8,27,nan,nan,NA,NA,0.8376068376068376,576.4697914123535
1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,18,30,nan,nan,NA,NA,0.6568986568986569,581.8836929798126
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,2,19,nan,nan,NA,NA,0.6666666666666666,587.2736713886261
0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,10,39,nan,nan,NA,NA,0.8815628815628815,593.9136819839478
0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,auto,14,14,nan,nan,NA,NA,0.8791208791208791,600.4532260894775
1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,11,11,nan,nan,NA,NA,0.884004884004884,608.3280644416809
0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,6,23,nan,nan,NA,NA,0.8144078144078144,615.0522620677948
0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,7,12,nan,nan,NA,NA,0.8791208791208791,622.3865525722504
1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,11,36,nan,nan,NA,NA,0.6556776556776557,627.8479399681091
1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,79,auto,1,29,nan,nan,NA,NA,0.884004884004884,637.5604298114777
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,auto,1,33,nan,nan,NA,NA,0.8583638583638583,643.7969303131104
0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,sqrt,10,27,nan,nan,NA,NA,0.6703296703296703,649.665013551712
1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,4,29,nan,nan,NA,NA,0.8778998778998779,658.6864788532257
0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.5531135531135531,664.3783905506134
1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,4,log2,9,38,nan,nan,NA,NA,0.6581196581196581,670.4857234954834
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,4,30,nan,nan,NA,NA,0.8913308913308914,678.5191233158112
1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,sqrt,6,35,nan,nan,NA,NA,0.8705738705738706,685.4577028751373
0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,14,31,nan,nan,NA,NA,0.6556776556776557,690.9182262420654
1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,19,37,nan,nan,NA,NA,0.8766788766788767,699.7851645946503
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,20,38,nan,nan,NA,NA,0.652014652014652,706.9886848926544
1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,auto,6,8,nan,nan,NA,NA,0.7936507936507936,712.8736028671265
1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,nnClassifier,logistic,NA,26,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.525030525030525,725.6445736885071
0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,1,8,nan,nan,NA,NA,0.47985347985347987,733.0371344089508
0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,11,10,nan,nan,NA,NA,0.6532356532356532,739.6358413696289
1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,2,3,nan,nan,NA,NA,0.884004884004884,748.8139808177948
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,sqrt,2,29,nan,nan,NA,NA,0.7435897435897436,754.9113595485687
0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,11,23,nan,nan,NA,NA,0.8791208791208791,761.8735632896423
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,14,8,nan,nan,NA,NA,0.8815628815628815,768.5781083106995
