feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,58,log2,12,40,nan,nan,NA,NA,0.49206349206349204,9.499886512756348
1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.6227106227106227,14.798952102661133
1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,nnClassifier,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5396825396825397,20.743701696395874
1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.5299145299145299,26.205861568450928
0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.5018315018315018,31.358263731002808
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6275946275946276,36.46388125419617
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,15,auto,2,8,nan,nan,NA,NA,0.6483516483516484,45.09237837791443
0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,55,auto,1,8,nan,nan,NA,NA,0.6446886446886447,54.88076305389404
1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,log2,10,5,nan,nan,NA,NA,0.6617826617826618,62.562374114990234
0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,log2,11,19,nan,nan,NA,NA,0.5091575091575091,71.7022225856781
1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,log2,6,28,nan,nan,NA,NA,0.8778998778998779,81.27312397956848
1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,sqrt,2,19,nan,nan,NA,NA,0.8827838827838828,89.61741375923157
0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,sqrt,13,38,nan,nan,NA,NA,0.8754578754578755,96.77827739715576
0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,log2,18,32,nan,nan,NA,NA,0.8766788766788767,103.82338571548462
1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,log2,8,39,nan,nan,NA,NA,0.6507936507936508,110.98610544204712
0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,sqrt,20,25,nan,nan,NA,NA,0.4945054945054945,118.57249474525452
1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,log2,11,33,nan,nan,NA,NA,0.8827838827838828,126.51755452156067
1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,log2,5,40,nan,nan,NA,NA,0.8778998778998779,133.759765625
1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,sqrt,3,36,nan,nan,NA,NA,0.8791208791208791,141.91272830963135
