feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,nnClassifier,identity,NA,18,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.35775335775335776,9.563792943954468
0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,nnClassifier,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.48473748473748474,49.39747405052185
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,sqrt,3,36,nan,nan,NA,NA,0.503052503052503,61.17223048210144
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,16,17,nan,nan,NA,NA,0.4981684981684982,70.78921723365784
1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,1,39,nan,nan,NA,NA,0.5079365079365079,79.26654767990112
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,auto,1,34,nan,nan,NA,NA,0.884004884004884,87.3824942111969
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,sqrt,3,30,nan,nan,NA,NA,0.6898656898656899,97.18854594230652
0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,76,auto,10,14,nan,nan,NA,NA,0.4884004884004884,106.26229882240295
1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,nnClassifier,identity,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.4993894993894994,111.78571557998657
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,auto,12,9,nan,nan,NA,NA,0.503052503052503,119.9223165512085
0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,log2,16,40,nan,nan,NA,NA,0.6959706959706959,127.71068787574768
0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,36,auto,3,31,nan,nan,NA,NA,0.6947496947496947,138.34309220314026
