feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,sqrt,9,21,nan,nan,NA,NA,0.8681318681318682,7.826920986175537
0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.5384615384615384,13.108071565628052
1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,sqrt,11,10,nan,nan,NA,NA,0.5067155067155067,20.682541370391846
0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,log2,15,40,nan,nan,NA,NA,0.8766788766788767,29.595431804656982
0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,10,19,nan,nan,NA,NA,0.8791208791208791,39.1415274143219
1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,auto,1,37,nan,nan,NA,NA,0.8693528693528694,48.772605419158936
1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,sqrt,17,17,nan,nan,NA,NA,0.8766788766788767,55.9665904045105
0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,20,28,nan,nan,NA,NA,0.8595848595848596,63.75724411010742
1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,sqrt,9,24,nan,nan,NA,NA,0.8754578754578755,71.60390615463257
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.4896214896214896,116.88645267486572
