feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,sqrt,13,34,nan,nan,NA,NA,0.7777777777777778,797.5412518978119
0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,log2,19,16,nan,nan,NA,NA,0.8717948717948718,803.4805526733398
1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,7,38,nan,nan,NA,NA,0.873015873015873,812.0991525650024
1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,9,13,nan,nan,NA,NA,0.6434676434676435,818.6360595226288
0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,11,37,nan,nan,NA,NA,0.6275946275946276,824.0816478729248
1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,log2,9,3,nan,nan,NA,NA,0.8754578754578755,832.7574713230133
1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.590964590964591,837.1481280326843
0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,3,28,nan,nan,NA,NA,0.6275946275946276,842.5650234222412
1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,8,35,nan,nan,NA,NA,0.8742368742368742,849.9631860256195
1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,8,35,nan,nan,NA,NA,0.6288156288156288,855.0568096637726
1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,sqrt,14,3,nan,nan,NA,NA,0.8803418803418803,861.9435255527496
1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,16,32,nan,nan,NA,NA,0.8778998778998779,869.8116738796234
