activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,25,gini,1,1,1,1,0,0,14,invscaling,71,log2,7,16,nnClassifier,8,3,adam,distance,0.9821109123434705,70.24053176003508
relu,auto,26,gini,0,1,1,1,1,1,7,constant,26,sqrt,5,35,nnClassifier,6,1,adam,distance,0.9892665474060823,70.24058815999888
relu,auto,32,gini,1,1,1,1,1,0,12,invscaling,28,auto,14,32,nnClassifier,6,6,adam,distance,0.9874776386404294,70.24062480009161
relu,auto,17,entropy,1,1,1,1,1,1,9,constant,33,log2,13,26,nnClassifier,7,3,adam,distance,0.9865831842576028,70.24065977009013
relu,auto,19,gini,0,1,0,1,1,0,11,invscaling,16,log2,8,17,nnClassifier,8,3,adam,distance,0.9847942754919499,70.24069561902434
relu,auto,31,entropy,0,1,0,1,0,0,10,invscaling,71,log2,8,26,nnClassifier,8,3,adam,distance,1.0,70.24073061905801
relu,auto,15,gini,0,1,1,1,0,1,31,invscaling,51,sqrt,6,23,nnClassifier,9,2,adam,distance,0.9874776386404294,70.24076503911056
relu,auto,16,entropy,1,1,0,1,1,1,28,constant,73,sqrt,8,32,nnClassifier,8,3,adam,distance,0.9901610017889088,70.24079877906479
relu,auto,29,gini,0,1,1,1,0,1,31,constant,44,log2,12,7,nnClassifier,8,1,adam,distance,0.9794275491949911,70.24084194819443
relu,auto,24,entropy,0,1,0,1,1,1,36,invscaling,91,auto,14,15,nnClassifier,5,7,adam,distance,1.0,70.24087564810179
relu,auto,29,entropy,1,1,1,1,0,0,34,invscaling,53,sqrt,9,26,nnClassifier,7,3,adam,distance,0.9785330948121646,70.24090891797096
relu,auto,17,gini,1,1,1,1,0,0,12,constant,55,sqrt,12,33,nnClassifier,9,4,adam,distance,0.9794275491949911,70.24094299809076
relu,auto,22,gini,0,1,1,1,1,0,26,invscaling,72,log2,9,29,nnClassifier,9,8,adam,distance,0.9847942754919499,70.24097670707852
relu,auto,18,gini,0,1,1,1,0,0,9,constant,66,log2,5,29,nnClassifier,7,2,adam,distance,1.0,70.24101030710153
relu,auto,16,entropy,0,1,0,1,1,0,26,invscaling,86,auto,8,27,nnClassifier,6,3,adam,distance,0.983005366726297,70.24104313715361
relu,auto,18,gini,0,1,1,1,0,1,29,invscaling,73,log2,8,35,nnClassifier,7,3,adam,distance,0.9847942754919499,70.24107676697895
relu,auto,13,entropy,1,1,0,1,0,0,15,invscaling,36,sqrt,12,30,nnClassifier,7,3,adam,distance,0.9615384615384616,70.24111086619087
relu,auto,31,entropy,1,1,1,1,0,0,10,invscaling,40,sqrt,13,27,nnClassifier,3,3,adam,distance,0.9785330948121646,70.24114577611908
relu,auto,31,gini,0,1,0,1,0,0,23,invscaling,56,sqrt,10,34,nnClassifier,9,3,adam,distance,1.0,70.24118015612476
relu,auto,31,gini,1,1,0,1,0,0,18,constant,73,sqrt,10,19,nnClassifier,6,5,adam,distance,0.9794275491949911,70.24121381598525
relu,auto,29,gini,1,1,1,1,1,1,10,constant,69,auto,7,20,nnClassifier,9,3,adam,distance,1.0,180.28170580719598
relu,auto,30,gini,1,1,1,1,1,1,10,constant,30,auto,7,31,nnClassifier,9,1,adam,distance,1.0,180.28176047606394
relu,auto,31,gini,1,1,1,1,1,1,8,constant,32,auto,10,28,nnClassifier,5,4,adam,distance,1.0,180.28179634618573
relu,auto,21,gini,1,1,1,1,1,1,11,constant,37,auto,9,28,nnClassifier,10,1,adam,distance,1.0,180.28184170508757
relu,auto,22,gini,1,1,1,1,1,1,8,constant,18,auto,8,21,nnClassifier,7,2,adam,distance,1.0,180.28187630418688
relu,auto,31,gini,1,1,1,1,1,1,10,constant,71,auto,8,26,nnClassifier,8,3,adam,distance,1.0,180.28191070398316
relu,auto,19,gini,1,1,1,1,1,1,27,constant,55,auto,10,27,nnClassifier,10,3,adam,distance,1.0,180.28194474312477
relu,auto,20,gini,1,1,1,1,1,1,24,constant,72,auto,9,28,nnClassifier,8,4,adam,distance,1.0,180.281979103107
relu,auto,32,gini,1,1,1,1,1,1,27,constant,48,auto,9,11,nnClassifier,8,5,adam,distance,1.0,180.28201312199235
relu,auto,28,gini,1,1,1,1,1,1,32,constant,87,auto,10,14,nnClassifier,8,3,adam,distance,1.0,180.28204702213407
relu,auto,32,gini,1,1,1,1,1,1,30,constant,57,auto,5,26,nnClassifier,9,1,adam,distance,1.0,180.28208129107952
relu,auto,21,gini,1,1,1,1,1,1,9,constant,59,auto,8,31,nnClassifier,10,3,adam,distance,1.0,180.28211515117437
relu,auto,25,gini,1,1,1,1,1,1,22,constant,73,auto,8,25,nnClassifier,9,4,adam,distance,1.0,180.28214878006838
relu,auto,22,gini,1,1,1,1,1,1,11,constant,69,auto,8,31,nnClassifier,10,1,adam,distance,1.0,180.2821827591397
relu,auto,19,gini,1,1,1,1,1,1,22,constant,83,auto,6,26,nnClassifier,9,3,adam,distance,1.0,180.2822167291306
relu,auto,22,gini,1,1,1,1,1,1,25,constant,69,auto,10,31,nnClassifier,7,3,adam,distance,1.0,180.28225028817542
relu,auto,17,gini,1,1,1,1,1,1,11,constant,40,auto,9,26,nnClassifier,9,4,adam,distance,1.0,180.282283868175
relu,auto,31,gini,1,1,1,1,1,1,11,constant,44,auto,9,26,nnClassifier,5,2,adam,distance,1.0,180.28231719718315
relu,auto,30,gini,1,1,1,1,1,1,19,constant,60,auto,9,30,nnClassifier,7,5,adam,distance,1.0,180.2823507071007
relu,auto,32,gini,1,1,1,1,1,1,14,constant,72,auto,6,23,nnClassifier,9,4,adam,distance,1.0,180.28238408616744
relu,auto,31,gini,1,1,1,1,1,1,12,constant,73,auto,7,24,nnClassifier,6,3,adam,distance,1.0,282.63099309406243
relu,auto,26,gini,1,1,1,1,1,1,9,constant,34,auto,7,30,nnClassifier,9,4,adam,distance,1.0,282.6310447040014
relu,auto,32,gini,1,1,1,1,1,1,10,constant,36,auto,8,24,nnClassifier,6,4,adam,distance,1.0,282.6310809031129
relu,auto,25,gini,1,1,1,1,1,1,10,constant,41,auto,10,26,nnClassifier,9,2,adam,distance,1.0,282.631115303142
relu,auto,26,gini,1,1,1,1,1,1,11,constant,22,auto,8,24,nnClassifier,9,4,adam,distance,1.0,282.6311493529938
relu,auto,31,gini,1,1,1,1,1,1,10,constant,71,auto,8,26,nnClassifier,8,3,adam,distance,1.0,282.63118315208703
relu,auto,23,gini,1,1,1,1,1,1,26,constant,59,auto,6,23,nnClassifier,9,3,adam,distance,1.0,282.6312172920443
relu,auto,24,gini,1,1,1,1,1,1,20,constant,70,auto,8,29,nnClassifier,8,2,adam,distance,1.0,282.6312508021947
relu,auto,31,gini,1,1,1,1,1,1,23,constant,52,auto,8,13,nnClassifier,8,3,adam,distance,1.0,282.63128455216065
relu,auto,24,gini,1,1,1,1,1,1,28,constant,83,auto,14,13,nnClassifier,6,7,adam,distance,1.0,282.6313184911851
relu,auto,28,gini,1,1,1,1,1,1,26,constant,61,auto,7,26,nnClassifier,9,2,adam,distance,1.0,282.63135218108073
relu,auto,23,gini,1,1,1,1,1,1,13,constant,63,auto,7,30,nnClassifier,9,4,adam,distance,1.0,282.6313859010115
relu,auto,29,gini,1,1,1,1,1,1,18,constant,70,auto,8,29,nnClassifier,8,8,adam,distance,1.0,282.6314195501618
relu,auto,26,gini,1,1,1,1,1,1,7,constant,65,auto,6,29,nnClassifier,7,5,adam,distance,1.0,282.6314532100223
relu,auto,23,gini,1,1,1,1,1,1,18,constant,79,auto,10,27,nnClassifier,5,3,adam,distance,1.0,282.6314868100453
relu,auto,25,gini,1,1,1,1,1,1,21,constant,69,auto,7,32,nnClassifier,8,3,adam,distance,1.0,282.631520349998
relu,auto,19,gini,1,1,1,1,1,1,12,constant,44,auto,8,29,nnClassifier,7,1,adam,distance,1.0,282.63155395910144
relu,auto,31,gini,1,1,1,1,1,1,8,constant,48,auto,13,27,nnClassifier,8,3,adam,distance,1.0,282.63158762897365
relu,auto,30,gini,1,1,1,1,1,1,23,constant,64,auto,9,29,nnClassifier,8,6,adam,distance,1.0,282.6316215591505
relu,auto,32,gini,1,1,1,1,1,1,12,constant,72,auto,6,22,nnClassifier,6,4,adam,distance,1.0,282.6316551680211
relu,auto,27,gini,1,1,1,1,1,1,14,constant,71,auto,9,25,nnClassifier,9,3,adam,distance,1.0,382.03799058217555
relu,auto,30,gini,1,1,1,1,1,1,7,constant,38,auto,5,27,nnClassifier,7,1,adam,distance,1.0,382.03804319212213
relu,auto,32,gini,1,1,1,1,1,1,12,constant,40,auto,12,28,nnClassifier,7,4,adam,distance,1.0,382.03807911113836
relu,auto,24,gini,1,1,1,1,1,1,8,constant,38,auto,8,25,nnClassifier,6,4,adam,distance,1.0,382.0381137211807
relu,auto,30,gini,1,1,1,1,1,1,12,constant,26,auto,8,24,nnClassifier,9,2,adam,distance,1.0,382.0381482911762
relu,auto,31,gini,1,1,1,1,1,1,10,constant,71,auto,8,26,nnClassifier,8,3,adam,distance,1.0,382.03818282997236
relu,auto,20,gini,1,1,1,1,1,1,22,constant,62,auto,7,23,nnClassifier,8,2,adam,distance,1.0,382.03821710008197
relu,auto,21,gini,1,1,1,1,1,1,20,constant,74,auto,7,28,nnClassifier,8,4,adam,distance,1.0,382.0382511301432
relu,auto,29,gini,1,1,1,1,1,1,19,constant,56,auto,12,17,nnClassifier,8,1,adam,distance,1.0,382.0382851490285
relu,auto,28,gini,1,1,1,1,1,1,32,constant,79,auto,14,17,nnClassifier,2,7,adam,distance,1.0,382.03831912903115
relu,auto,30,gini,1,1,1,1,1,1,30,constant,61,auto,9,26,nnClassifier,6,5,adam,distance,1.0,382.03835333907045
relu,auto,25,gini,1,1,1,1,1,1,9,constant,67,auto,11,26,nnClassifier,6,2,adam,distance,1.0,382.0383979380131
relu,auto,25,gini,1,1,1,1,1,1,14,constant,73,auto,9,26,nnClassifier,9,8,adam,distance,1.0,382.03843224816956
relu,auto,22,gini,1,1,1,1,1,1,10,constant,61,auto,7,33,nnClassifier,10,6,adam,distance,1.0,382.03846627799794
relu,auto,22,gini,1,1,1,1,1,1,22,constant,75,auto,9,26,nnClassifier,5,3,adam,distance,1.0,382.03850012714975
relu,auto,29,gini,1,1,1,1,1,1,17,constant,73,auto,7,29,nnClassifier,7,3,adam,distance,1.0,382.03853408712894
relu,auto,23,gini,1,1,1,1,1,1,16,constant,48,auto,11,29,nnClassifier,6,2,adam,distance,1.0,382.0385679870378
relu,auto,31,gini,1,1,1,1,1,1,10,constant,52,auto,9,26,nnClassifier,4,4,adam,distance,1.0,382.0386022471357
relu,auto,31,gini,1,1,1,1,1,1,22,constant,60,auto,9,33,nnClassifier,10,3,adam,distance,1.0,382.03863606601954
relu,auto,31,gini,1,1,1,1,1,1,14,constant,73,auto,9,26,nnClassifier,8,2,adam,distance,1.0,382.03866972611286
relu,auto,29,gini,1,1,1,1,1,1,10,constant,70,auto,7,26,nnClassifier,9,3,adam,distance,1.0,479.59043648908846
relu,auto,32,gini,1,1,1,1,1,1,11,constant,42,auto,9,31,nnClassifier,7,1,adam,distance,1.0,479.59049120917916
relu,auto,32,gini,1,1,1,1,1,1,11,constant,44,auto,10,32,nnClassifier,7,3,adam,distance,1.0,479.5905265591573
relu,auto,24,gini,1,1,1,1,1,1,11,constant,42,auto,11,27,nnClassifier,7,2,adam,distance,1.0,479.59056151797995
relu,auto,30,gini,1,1,1,1,1,1,10,constant,30,auto,8,20,nnClassifier,7,4,adam,distance,1.0,479.59059578808956
relu,auto,31,gini,1,1,1,1,1,1,10,constant,71,auto,8,26,nnClassifier,8,3,adam,distance,1.0,479.59062969801016
relu,auto,18,gini,1,1,1,1,1,1,18,constant,58,auto,8,24,nnClassifier,8,2,adam,distance,1.0,479.5906632170081
