activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,12,entropy,1,1,0,1,1,1,29,constant,71,sqrt,15,33,nnClassifier,4,5,adam,distance,1.0,44.51695661293343
relu,ball_tree,23,gini,1,1,1,1,1,1,37,invscaling,45,sqrt,9,20,nnClassifier,1,4,adam,distance,1.0,44.51698980294168
relu,ball_tree,28,gini,1,1,1,1,1,1,38,invscaling,65,auto,14,27,nnClassifier,1,6,adam,distance,0.9785330948121646,44.51702313194983
relu,ball_tree,26,entropy,1,1,0,1,1,1,25,constant,19,sqrt,12,35,nnClassifier,3,3,adam,distance,0.9633273703041145,44.517056941986084
relu,auto,17,gini,1,1,1,1,1,1,32,constant,87,auto,7,35,nnClassifier,1,7,adam,distance,1.0,165.62501256610267
relu,auto,25,gini,1,1,1,1,1,1,13,constant,81,auto,11,32,nnClassifier,1,6,adam,distance,1.0,165.6250622861553
relu,auto,25,gini,1,1,1,1,1,1,38,constant,91,auto,9,38,nnClassifier,1,5,adam,distance,1.0,165.6250982049387
relu,auto,18,gini,1,1,1,1,1,1,25,constant,73,auto,11,37,nnClassifier,1,7,adam,distance,1.0,165.62513268506154
relu,auto,26,gini,1,1,1,1,1,1,13,constant,68,auto,9,23,nnClassifier,2,5,adam,distance,1.0,165.62516736495309
relu,auto,23,gini,1,1,1,1,1,1,24,constant,91,auto,6,16,nnClassifier,1,4,adam,distance,1.0,165.6252017840743
relu,auto,24,gini,1,1,1,1,1,1,40,constant,71,auto,11,16,nnClassifier,1,5,adam,distance,1.0,165.62523578410037
relu,auto,18,gini,1,1,1,1,1,1,35,constant,32,auto,12,13,nnClassifier,1,5,adam,distance,1.0,165.62526938295923
relu,auto,25,gini,1,1,1,1,1,1,30,constant,85,auto,9,21,nnClassifier,1,5,adam,distance,1.0,165.62530274293385
relu,auto,19,gini,1,1,1,1,1,1,33,constant,40,auto,10,15,nnClassifier,1,6,adam,distance,1.0,165.6253361229319
relu,auto,27,gini,1,1,1,1,1,1,35,constant,38,auto,12,10,nnClassifier,5,2,adam,distance,1.0,165.62536931200884
relu,auto,22,gini,1,1,1,1,1,1,17,constant,32,auto,9,27,nnClassifier,5,8,adam,distance,1.0,165.6254025120288
relu,auto,17,gini,1,1,1,1,1,1,11,constant,92,auto,9,31,nnClassifier,1,6,adam,distance,1.0,165.62543575209565
relu,auto,29,gini,1,1,1,1,1,1,38,constant,22,auto,9,33,nnClassifier,8,5,adam,distance,1.0,165.6254695309326
relu,auto,25,gini,1,1,1,1,1,1,15,constant,16,auto,11,13,nnClassifier,1,5,adam,distance,1.0,165.62550324108452
relu,auto,22,gini,1,1,1,1,1,1,20,constant,33,auto,10,25,nnClassifier,1,6,adam,distance,1.0,165.62553686113097
relu,auto,15,gini,1,1,1,1,1,1,30,constant,75,auto,11,33,nnClassifier,3,5,adam,distance,1.0,165.62557051004842
relu,auto,21,gini,1,1,1,1,1,1,38,constant,49,auto,9,24,nnClassifier,1,4,adam,distance,1.0,165.62560389004648
relu,auto,24,gini,1,1,1,1,1,1,38,constant,69,auto,10,31,nnClassifier,1,7,adam,distance,1.0,165.62563745910302
relu,auto,23,gini,1,1,1,1,1,1,28,constant,23,auto,8,38,nnClassifier,1,6,adam,distance,1.0,165.6256709289737
relu,auto,17,gini,1,1,1,1,1,1,32,constant,91,auto,11,37,nnClassifier,1,5,adam,distance,1.0,273.5362063799985
relu,auto,25,gini,1,1,1,1,1,1,17,constant,84,auto,7,31,nnClassifier,3,4,adam,distance,1.0,273.5362570991274
relu,auto,25,gini,1,1,1,1,1,1,38,constant,91,auto,9,38,nnClassifier,1,5,adam,distance,1.0,273.5362921189517
relu,auto,21,gini,1,1,1,1,1,1,24,constant,77,auto,10,34,nnClassifier,1,6,adam,distance,1.0,273.53632600815035
relu,auto,22,gini,1,1,1,1,1,1,9,constant,72,auto,5,27,nnClassifier,1,4,adam,distance,1.0,273.53636042797007
relu,auto,27,gini,1,1,1,1,1,1,28,constant,87,auto,10,20,nnClassifier,1,7,adam,distance,1.0,273.5363944780547
relu,auto,27,gini,1,1,1,1,1,1,38,constant,75,auto,9,20,nnClassifier,1,5,adam,distance,1.0,273.53642854699865
relu,auto,22,gini,1,1,1,1,1,1,34,constant,36,auto,11,17,nnClassifier,1,4,adam,distance,1.0,273.53646238707006
relu,auto,25,gini,1,1,1,1,1,1,33,constant,89,auto,8,25,nnClassifier,1,5,adam,distance,1.0,273.53649581596255
relu,auto,23,gini,1,1,1,1,1,1,37,constant,44,auto,8,19,nnClassifier,1,6,adam,distance,1.0,273.5365295361262
relu,auto,23,gini,1,1,1,1,1,1,31,constant,42,auto,8,14,nnClassifier,7,5,adam,distance,1.0,273.5365632660687
relu,auto,18,gini,1,1,1,1,1,1,21,constant,36,auto,9,31,nnClassifier,7,4,adam,distance,1.0,273.53659678506665
relu,auto,21,gini,1,1,1,1,1,1,15,constant,92,auto,13,35,nnClassifier,1,4,adam,distance,1.0,273.53663049498573
relu,auto,25,gini,1,1,1,1,1,1,38,constant,26,auto,13,29,nnClassifier,4,9,adam,distance,1.0,273.5366640549619
relu,auto,22,gini,1,1,1,1,1,1,19,constant,20,auto,8,17,nnClassifier,1,5,adam,distance,1.0,273.5366975739598
relu,auto,22,gini,1,1,1,1,1,1,24,constant,37,auto,9,29,nnClassifier,1,5,adam,distance,1.0,273.5367312140297
relu,auto,13,gini,1,1,1,1,1,1,30,constant,79,auto,7,31,nnClassifier,2,5,adam,distance,1.0,273.53676484315656
relu,auto,19,gini,1,1,1,1,1,1,37,constant,53,auto,9,21,nnClassifier,1,3,adam,distance,1.0,273.53679843293503
relu,auto,28,gini,1,1,1,1,1,1,38,constant,73,auto,12,35,nnClassifier,1,5,adam,distance,1.0,273.5368320031557
relu,auto,27,gini,1,1,1,1,1,1,31,constant,27,auto,8,34,nnClassifier,2,2,adam,distance,1.0,273.5368793220259
relu,auto,18,gini,1,1,1,1,1,1,36,constant,89,auto,9,33,nnClassifier,2,4,adam,distance,1.0,379.5722901080735
relu,auto,25,gini,1,1,1,1,1,1,21,constant,88,auto,8,35,nnClassifier,4,4,adam,distance,1.0,379.5723400779534
relu,auto,25,gini,1,1,1,1,1,1,38,constant,91,auto,9,38,nnClassifier,1,5,adam,distance,1.0,379.5723755371291
relu,auto,25,gini,1,1,1,1,1,1,28,constant,81,auto,10,35,nnClassifier,1,4,adam,distance,1.0,379.5724100670777
relu,auto,24,gini,1,1,1,1,1,1,13,constant,71,auto,6,23,nnClassifier,5,4,adam,distance,1.0,379.5724446759559
relu,auto,25,gini,1,1,1,1,1,1,31,constant,86,auto,10,24,nnClassifier,2,4,adam,distance,1.0,379.57247853605077
relu,auto,27,gini,1,1,1,1,1,1,39,constant,72,auto,13,24,nnClassifier,1,5,adam,distance,1.0,379.57251285598613
relu,auto,21,gini,1,1,1,1,1,1,30,constant,40,auto,15,21,nnClassifier,2,5,adam,distance,1.0,379.5725468751043
relu,auto,22,gini,1,1,1,1,1,1,34,constant,86,auto,11,21,nnClassifier,1,5,adam,distance,1.0,379.5725808851421
relu,auto,19,gini,1,1,1,1,1,1,37,constant,48,auto,7,23,nnClassifier,4,5,adam,distance,1.0,379.5726146651432
relu,auto,24,gini,1,1,1,1,1,1,35,constant,46,auto,12,18,nnClassifier,3,3,adam,distance,1.0,379.5726613840088
relu,auto,20,gini,1,1,1,1,1,1,25,constant,40,auto,9,27,nnClassifier,8,5,adam,distance,1.0,379.57269597402774
relu,auto,17,gini,1,1,1,1,1,1,19,constant,92,auto,10,36,nnClassifier,2,5,adam,distance,1.0,379.5727307831403
relu,auto,29,gini,1,1,1,1,1,1,38,constant,30,auto,15,33,nnClassifier,3,6,adam,distance,1.0,379.572765563149
relu,auto,26,gini,1,1,1,1,1,1,15,constant,24,auto,8,21,nnClassifier,5,7,adam,distance,1.0,379.5728001019452
relu,auto,23,gini,1,1,1,1,1,1,28,constant,41,auto,5,27,nnClassifier,2,4,adam,distance,1.0,379.57283515203744
relu,auto,9,gini,1,1,1,1,1,1,34,constant,83,auto,9,35,nnClassifier,3,5,adam,distance,1.0,379.5728786010295
relu,auto,23,gini,1,1,1,1,1,1,37,constant,57,auto,9,21,nnClassifier,1,4,adam,distance,1.0,379.5729136909358
relu,auto,29,gini,1,1,1,1,1,1,38,constant,77,auto,13,33,nnClassifier,1,5,adam,distance,1.0,379.57294810097665
relu,auto,25,gini,1,1,1,1,1,1,33,constant,31,auto,12,37,nnClassifier,3,6,adam,distance,1.0,379.5729831799399
relu,auto,22,gini,1,1,1,1,1,1,38,constant,85,auto,8,37,nnClassifier,2,7,adam,distance,1.0,490.14823171612807
relu,auto,25,gini,1,1,1,1,1,1,25,constant,91,auto,8,33,nnClassifier,1,8,adam,distance,1.0,490.14828338613734
relu,auto,25,gini,1,1,1,1,1,1,38,constant,91,auto,9,38,nnClassifier,1,5,adam,distance,1.0,490.14831931493245
relu,auto,26,gini,1,1,1,1,1,1,32,constant,77,auto,12,35,nnClassifier,1,5,adam,distance,1.0,490.1483542351052
relu,auto,21,gini,1,1,1,1,1,1,17,constant,75,auto,9,27,nnClassifier,5,5,adam,distance,1.0,490.1483891149983
relu,auto,26,gini,1,1,1,1,1,1,27,constant,90,auto,9,28,nnClassifier,3,5,adam,distance,1.0,490.1484238940757
relu,auto,23,gini,1,1,1,1,1,1,38,constant,76,auto,15,20,nnClassifier,1,5,adam,distance,1.0,490.1484585341532
relu,auto,21,gini,1,1,1,1,1,1,29,constant,44,auto,11,17,nnClassifier,2,4,adam,distance,1.0,490.1484937630594
relu,auto,24,gini,1,1,1,1,1,1,33,constant,84,auto,14,25,nnClassifier,1,5,adam,distance,1.0,490.1485284930095
relu,auto,22,gini,1,1,1,1,1,1,33,constant,52,auto,9,27,nnClassifier,4,2,adam,distance,1.0,490.14856291306205
relu,auto,24,gini,1,1,1,1,1,1,39,constant,50,auto,16,14,nnClassifier,6,4,adam,distance,1.0,490.14859753195196
relu,auto,24,gini,1,1,1,1,1,1,29,constant,44,auto,9,31,nnClassifier,4,7,adam,distance,1.0,490.14863222208805
relu,auto,21,gini,1,1,1,1,1,1,16,constant,92,auto,11,32,nnClassifier,1,6,adam,distance,1.0,490.1486667320132
relu,auto,31,gini,1,1,1,1,1,1,38,constant,34,auto,11,36,nnClassifier,7,9,adam,distance,1.0,490.1487008910626
relu,auto,26,gini,1,1,1,1,1,1,19,constant,24,auto,9,25,nnClassifier,4,6,adam,distance,1.0,490.14873506105505
relu,auto,23,gini,1,1,1,1,1,1,27,constant,37,auto,9,31,nnClassifier,2,5,adam,distance,1.0,490.1487692601513
relu,auto,10,gini,1,1,1,1,1,1,30,constant,87,auto,13,35,nnClassifier,5,5,adam,distance,1.0,490.14880343014374
relu,auto,23,gini,1,1,1,1,1,1,37,constant,58,auto,9,25,nnClassifier,1,4,adam,distance,1.0,490.14883772004396
relu,auto,25,gini,1,1,1,1,1,1,38,constant,81,auto,12,32,nnClassifier,1,7,adam,distance,1.0,490.14888352900743
relu,auto,26,gini,1,1,1,1,1,1,33,constant,35,auto,12,36,nnClassifier,1,3,adam,distance,1.0,490.1489180789795
