activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,19,gini,1,1,1,1,1,1,23,constant,72,auto,11,19,nnClassifier,3,4,adam,distance,1.0,219.81129712611437
relu,auto,25,gini,1,1,1,1,1,1,35,constant,88,auto,5,23,nnClassifier,1,5,adam,distance,1.0,219.81133115617558
relu,auto,23,gini,1,1,1,1,1,1,35,constant,77,auto,8,22,nnClassifier,3,6,adam,distance,1.0,219.8113654050976
relu,auto,25,gini,1,1,1,1,1,1,25,constant,91,auto,11,10,nnClassifier,4,5,adam,distance,1.0,219.81139922514558
relu,auto,27,gini,1,1,1,1,1,1,14,constant,92,auto,11,22,nnClassifier,6,5,adam,distance,1.0,219.81143301399425
relu,auto,27,gini,1,1,1,1,1,1,18,constant,53,auto,12,24,nnClassifier,5,7,adam,distance,1.0,219.81146732415073
relu,auto,22,gini,1,1,1,1,1,1,26,constant,71,auto,7,23,nnClassifier,2,5,adam,distance,1.0,219.81150115304627
relu,auto,24,gini,1,1,1,1,1,1,20,constant,75,auto,5,18,nnClassifier,3,7,adam,distance,1.0,219.81153515307233
relu,auto,23,gini,1,1,1,1,1,1,23,constant,88,auto,7,10,nnClassifier,4,3,adam,distance,1.0,219.81156883202493
relu,auto,27,gini,1,1,1,1,1,1,9,constant,42,auto,9,24,nnClassifier,2,10,adam,distance,1.0,219.81160286208615
relu,auto,16,gini,1,1,1,1,1,1,30,constant,43,auto,8,27,nnClassifier,4,6,adam,distance,1.0,219.8116365710739
relu,auto,16,gini,1,1,1,1,1,1,19,constant,14,auto,9,25,nnClassifier,2,6,adam,distance,1.0,219.811670641182
relu,auto,18,gini,1,1,1,1,1,1,34,constant,38,auto,11,25,nnClassifier,5,2,adam,distance,1.0,219.8117043999955
relu,auto,20,gini,1,1,1,1,1,1,30,constant,68,auto,6,18,nnClassifier,1,8,adam,distance,1.0,219.81173836020753
relu,auto,25,gini,1,1,1,1,1,1,34,constant,74,auto,7,23,nnClassifier,3,6,adam,distance,1.0,327.72089666314423
relu,auto,23,gini,1,1,1,1,1,1,15,constant,22,auto,16,18,nnClassifier,5,6,adam,distance,1.0,327.7209531820845
relu,auto,19,gini,1,1,1,1,1,1,23,constant,77,auto,9,16,nnClassifier,4,4,adam,distance,1.0,327.72098911204375
relu,auto,20,gini,1,1,1,1,1,1,17,constant,64,auto,8,26,nnClassifier,2,5,adam,distance,1.0,327.72102332115173
relu,auto,26,gini,1,1,1,1,1,1,32,constant,29,auto,10,21,nnClassifier,6,7,adam,distance,1.0,327.7210576310754
relu,auto,20,gini,1,1,1,1,1,1,38,constant,35,auto,6,24,nnClassifier,4,1,adam,distance,1.0,327.72109169117175
relu,auto,22,gini,1,1,1,1,1,1,19,constant,75,auto,15,23,nnClassifier,7,2,adam,distance,1.0,327.72112604998983
relu,auto,25,gini,1,1,1,1,1,1,33,constant,84,auto,8,24,nnClassifier,2,6,adam,distance,1.0,327.7211731891148
relu,auto,27,gini,1,1,1,1,1,1,33,constant,79,auto,7,21,nnClassifier,4,7,adam,distance,1.0,327.72120700916275
relu,auto,25,gini,1,1,1,1,1,1,29,constant,87,auto,13,14,nnClassifier,3,4,adam,distance,1.0,327.72124084900133
relu,auto,23,gini,1,1,1,1,1,1,18,constant,88,auto,8,24,nnClassifier,6,6,adam,distance,1.0,327.7212747281883
relu,auto,25,gini,1,1,1,1,1,1,21,constant,57,auto,8,28,nnClassifier,2,5,adam,distance,1.0,327.72130855801515
relu,auto,26,gini,1,1,1,1,1,1,25,constant,75,auto,10,23,nnClassifier,4,6,adam,distance,1.0,327.72134221717715
relu,auto,24,gini,1,1,1,1,1,1,24,constant,73,auto,9,22,nnClassifier,2,5,adam,distance,1.0,327.7213760970626
relu,auto,23,gini,1,1,1,1,1,1,27,constant,84,auto,7,14,nnClassifier,2,7,adam,distance,1.0,327.72140990616754
relu,auto,25,gini,1,1,1,1,1,1,13,constant,46,auto,6,26,nnClassifier,6,6,adam,distance,1.0,327.7214436561335
relu,auto,20,gini,1,1,1,1,1,1,29,constant,47,auto,9,28,nnClassifier,7,6,adam,distance,1.0,327.721477456158
relu,auto,20,gini,1,1,1,1,1,1,23,constant,18,auto,9,21,nnClassifier,3,6,adam,distance,1.0,327.72151103499345
relu,auto,22,gini,1,1,1,1,1,1,34,constant,42,auto,7,23,nnClassifier,9,2,adam,distance,1.0,327.72154485504143
relu,auto,18,gini,1,1,1,1,1,1,34,constant,72,auto,10,22,nnClassifier,4,6,adam,distance,1.0,327.72157890419476
relu,auto,25,gini,1,1,1,1,1,1,34,constant,74,auto,7,23,nnClassifier,3,6,adam,distance,1.0,432.421004738193
relu,auto,19,gini,1,1,1,1,1,1,19,constant,26,auto,14,22,nnClassifier,5,6,adam,distance,1.0,432.42106012720615
relu,auto,23,gini,1,1,1,1,1,1,27,constant,73,auto,5,19,nnClassifier,5,1,adam,distance,1.0,432.42109589721076
relu,auto,19,gini,1,1,1,1,1,1,21,constant,60,auto,6,27,nnClassifier,3,5,adam,distance,1.0,432.42114377603866
relu,auto,26,gini,1,1,1,1,1,1,31,constant,33,auto,6,24,nnClassifier,7,6,adam,distance,1.0,432.4211785160005
relu,auto,24,gini,1,1,1,1,1,1,34,constant,31,auto,6,28,nnClassifier,3,1,adam,distance,1.0,432.4212126650382
relu,auto,18,gini,1,1,1,1,1,1,15,constant,74,auto,16,19,nnClassifier,10,6,adam,distance,1.0,432.4212466250174
relu,auto,25,gini,1,1,1,1,1,1,34,constant,80,auto,8,28,nnClassifier,5,10,adam,distance,1.0,432.4212805740535
relu,auto,28,gini,1,1,1,1,1,1,33,constant,75,auto,8,17,nnClassifier,5,7,adam,distance,1.0,432.42131447419524
relu,auto,25,gini,1,1,1,1,1,1,31,constant,83,auto,11,18,nnClassifier,3,7,adam,distance,1.0,432.4213481931947
relu,auto,25,gini,1,1,1,1,1,1,22,constant,84,auto,12,25,nnClassifier,4,6,adam,distance,1.0,432.42138201300986
relu,auto,22,gini,1,1,1,1,1,1,25,constant,57,auto,12,25,nnClassifier,2,5,adam,distance,1.0,432.4214295921847
relu,auto,22,gini,1,1,1,1,1,1,27,constant,73,auto,10,26,nnClassifier,5,6,adam,distance,1.0,432.42146419221535
relu,auto,24,gini,1,1,1,1,1,1,26,constant,71,auto,6,20,nnClassifier,2,6,adam,distance,1.0,432.4214987710584
relu,auto,20,gini,1,1,1,1,1,1,31,constant,84,auto,7,10,nnClassifier,3,6,adam,distance,1.0,432.42153319111094
relu,auto,26,gini,1,1,1,1,1,1,17,constant,50,auto,10,30,nnClassifier,7,6,adam,distance,1.0,432.42156774015166
relu,auto,20,gini,1,1,1,1,1,1,30,constant,51,auto,6,24,nnClassifier,3,6,adam,distance,1.0,432.42160212015733
relu,auto,16,gini,1,1,1,1,1,1,25,constant,22,auto,7,24,nnClassifier,3,6,adam,distance,1.0,432.4216363290325
relu,auto,26,gini,1,1,1,1,1,1,34,constant,44,auto,11,27,nnClassifier,5,6,adam,distance,1.0,432.4216704592109
relu,auto,16,gini,1,1,1,1,1,1,34,constant,76,auto,6,23,nnClassifier,4,5,adam,distance,1.0,432.4217045782134
relu,auto,25,gini,1,1,1,1,1,1,34,constant,74,auto,7,23,nnClassifier,3,6,adam,distance,1.0,540.9898394481279
relu,auto,16,gini,1,1,1,1,1,1,23,constant,30,auto,15,18,nnClassifier,2,6,adam,distance,1.0,540.9898901481647
relu,auto,20,gini,1,1,1,1,1,1,23,constant,75,auto,4,22,nnClassifier,8,3,adam,distance,1.0,540.9899260371458
relu,auto,23,gini,1,1,1,1,1,1,17,constant,64,auto,7,25,nnClassifier,3,9,adam,distance,1.0,540.9899608271662
relu,auto,26,gini,1,1,1,1,1,1,35,constant,37,auto,9,20,nnClassifier,3,8,adam,distance,1.0,540.9899949959945
relu,auto,20,gini,1,1,1,1,1,1,32,constant,35,auto,5,25,nnClassifier,1,5,adam,distance,1.0,540.9900291960221
relu,auto,14,gini,1,1,1,1,1,1,19,constant,73,auto,12,19,nnClassifier,6,4,adam,distance,1.0,540.9900629951153
relu,auto,25,gini,1,1,1,1,1,1,35,constant,84,auto,6,24,nnClassifier,6,6,adam,distance,1.0,540.9900975150522
relu,auto,24,gini,1,1,1,1,1,1,36,constant,72,auto,8,20,nnClassifier,2,7,adam,distance,1.0,540.9901464642026
relu,auto,25,gini,1,1,1,1,1,1,27,constant,86,auto,15,14,nnClassifier,3,6,adam,distance,1.0,540.9901807741262
relu,auto,25,gini,1,1,1,1,1,1,22,constant,80,auto,16,26,nnClassifier,5,5,adam,distance,1.0,540.9902147930115
relu,auto,26,gini,1,1,1,1,1,1,23,constant,55,auto,8,27,nnClassifier,2,5,adam,distance,1.0,540.990248813061
relu,auto,21,gini,1,1,1,1,1,1,30,constant,73,auto,7,25,nnClassifier,3,2,adam,distance,1.0,540.9902827220503
relu,auto,20,gini,1,1,1,1,1,1,22,constant,72,auto,10,20,nnClassifier,3,5,adam,distance,1.0,540.9903166322038
relu,auto,22,gini,1,1,1,1,1,1,27,constant,80,auto,7,14,nnClassifier,4,5,adam,distance,1.0,540.990350691136
relu,auto,27,gini,1,1,1,1,1,1,21,constant,54,auto,9,26,nnClassifier,3,7,adam,distance,1.0,540.9903846411034
relu,auto,16,gini,1,1,1,1,1,1,34,constant,55,auto,10,25,nnClassifier,3,6,adam,distance,1.0,540.9904186599888
relu,auto,15,gini,1,1,1,1,1,1,21,constant,26,auto,9,25,nnClassifier,3,6,adam,distance,1.0,540.9904527300969
relu,auto,22,gini,1,1,1,1,1,1,34,constant,48,auto,9,23,nnClassifier,5,2,adam,distance,1.0,540.9904866591096
relu,auto,20,gini,1,1,1,1,1,1,30,constant,72,auto,8,23,nnClassifier,3,8,adam,distance,1.0,540.9905203490052
