activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,kd_tree,25,gini,1,0,1,1,1,1,34,adaptive,74,log2,7,23,nnClassifier,3,6,adam,distance,1.0,80.64550002920441
identity,kd_tree,15,gini,1,0,1,1,1,1,7,constant,14,log2,18,12,nnClassifier,5,6,adam,distance,0.9847942754919499,80.64556164806709
identity,kd_tree,24,gini,1,0,1,1,1,1,15,constant,72,log2,2,16,nnClassifier,4,2,adam,distance,1.0,80.64559826720506
identity,ball_tree,13,gini,1,1,1,1,1,1,9,constant,56,log2,7,28,nnClassifier,2,6,adam,distance,0.9776386404293381,80.64563347701915
relu,kd_tree,26,gini,1,1,1,1,1,1,35,invscaling,21,log2,6,16,nnClassifier,3,8,adam,distance,1.0,80.64566958602518
identity,auto,24,gini,1,1,1,1,1,1,34,constant,27,log2,8,32,nnClassifier,3,5,adam,distance,1.0,80.64570366614498
relu,kd_tree,15,gini,1,1,1,1,1,1,19,adaptive,75,auto,15,15,nnClassifier,7,7,adam,distance,1.0,80.64573724521324
identity,ball_tree,25,gini,1,0,1,1,1,1,34,invscaling,92,auto,7,27,nnClassifier,4,8,adam,distance,0.9838998211091234,80.64577130507678
identity,ball_tree,23,gini,1,1,1,1,1,1,35,adaptive,73,log2,7,18,nnClassifier,3,7,adam,distance,1.0,80.64580683410168
relu,ball_tree,25,gini,1,0,1,1,1,1,24,constant,95,sqrt,15,6,nnClassifier,3,7,adam,distance,1.0,80.64584076404572
relu,kd_tree,24,gini,1,1,1,1,1,1,10,invscaling,96,log2,15,26,nnClassifier,8,5,adam,distance,0.9865831842576028,80.64587433310226
tanh,kd_tree,24,gini,1,0,1,1,1,1,14,invscaling,49,sqrt,16,28,nnClassifier,4,5,adam,distance,0.9865831842576028,80.64590873313136
identity,ball_tree,19,gini,1,0,1,1,1,1,22,invscaling,67,log2,10,27,nnClassifier,5,2,adam,distance,0.9847942754919499,80.64594261208549
tanh,auto,21,gini,1,0,1,1,1,1,17,invscaling,71,auto,8,14,nnClassifier,2,5,adam,distance,0.9856887298747764,80.64597676205449
tanh,ball_tree,19,gini,1,1,1,1,1,1,19,invscaling,92,sqrt,7,6,nnClassifier,3,5,adam,distance,0.9794275491949911,80.64601077116095
identity,auto,23,gini,1,0,1,1,1,1,11,invscaling,38,sqrt,10,28,nnClassifier,3,6,adam,distance,1.0,80.6460443912074
tanh,kd_tree,13,gini,1,0,1,1,1,1,32,constant,43,log2,7,23,nnClassifier,4,6,adam,distance,1.0,80.64607778005302
relu,ball_tree,12,gini,1,0,1,1,1,1,15,constant,10,auto,9,22,nnClassifier,3,6,adam,distance,0,80.64611075003631
identity,auto,14,gini,1,1,1,1,1,1,34,invscaling,34,auto,7,27,nnClassifier,6,6,adam,distance,1.0,80.64615672919899
identity,kd_tree,16,gini,1,1,1,1,1,1,26,constant,64,sqrt,10,14,nnClassifier,3,7,adam,distance,0.9856887298747764,80.64618987799622
relu,auto,25,gini,1,1,1,1,1,1,34,constant,74,auto,7,23,nnClassifier,3,6,adam,distance,1.0,219.81105402018875
relu,auto,19,gini,1,1,1,1,1,1,11,constant,18,auto,14,16,nnClassifier,1,7,adam,distance,1.0,219.81111182901077
relu,auto,22,gini,1,1,1,1,1,1,19,constant,76,auto,6,20,nnClassifier,4,6,adam,distance,1.0,219.81116060819477
relu,auto,17,gini,1,1,1,1,1,1,13,constant,60,auto,9,24,nnClassifier,3,8,adam,distance,1.0,219.81119534815662
relu,auto,25,gini,1,1,1,1,1,1,35,constant,25,auto,9,19,nnClassifier,2,7,adam,distance,1.0,219.8112293870654
relu,auto,20,gini,1,1,1,1,1,1,34,constant,31,auto,6,28,nnClassifier,1,4,adam,distance,1.0,219.81126304715872
