activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,27,gini,1,1,1,1,1,1,26,constant,87,auto,12,24,nnClassifier,9,6,adam,distance,1.0,355.0990768368356
relu,auto,25,gini,1,1,1,1,1,1,25,constant,18,auto,10,19,nnClassifier,8,9,adam,distance,1.0,355.0991204769816
relu,auto,24,gini,1,1,1,1,1,1,11,constant,61,auto,12,21,nnClassifier,6,6,adam,distance,1.0,355.0991538160015
relu,auto,30,gini,1,1,1,1,1,1,20,constant,49,auto,7,34,nnClassifier,8,4,adam,distance,1.0,355.09918737597764
relu,auto,31,gini,1,1,1,1,1,1,32,constant,39,auto,9,20,nnClassifier,9,5,adam,distance,1.0,355.0992208949756
relu,auto,28,gini,1,1,1,1,1,1,28,constant,21,auto,10,21,nnClassifier,9,5,adam,distance,1.0,355.09925414505415
relu,auto,28,gini,1,1,1,1,1,1,24,constant,24,auto,13,14,nnClassifier,10,8,adam,distance,1.0,355.0992872340139
relu,auto,30,gini,1,1,1,1,1,1,23,constant,90,auto,13,24,nnClassifier,8,6,adam,distance,1.0,355.099321112968
relu,auto,19,gini,1,1,1,1,1,1,28,constant,47,auto,15,26,nnClassifier,10,7,adam,distance,1.0,355.09935416304506
relu,auto,23,gini,1,1,1,1,1,1,25,constant,48,auto,11,20,nnClassifier,8,8,adam,distance,1.0,457.9234770638868
relu,auto,30,gini,1,1,1,1,1,1,25,constant,91,auto,12,23,nnClassifier,9,8,adam,distance,1.0,457.9235291930381
relu,auto,31,gini,1,1,1,1,1,1,31,constant,83,auto,10,11,nnClassifier,9,8,adam,distance,1.0,457.923563712975
relu,auto,29,gini,1,1,1,1,1,1,18,constant,56,auto,13,17,nnClassifier,6,8,adam,distance,1.0,457.9235976219643
relu,auto,20,gini,1,1,1,1,1,1,25,constant,91,auto,13,19,nnClassifier,9,7,adam,distance,1.0,457.9236309719272
relu,auto,25,gini,1,1,1,1,1,1,27,constant,83,auto,11,23,nnClassifier,6,7,adam,distance,1.0,457.9236643810291
relu,auto,22,gini,1,1,1,1,1,1,19,constant,90,auto,14,24,nnClassifier,7,8,adam,distance,1.0,457.92369735985994
relu,auto,20,gini,1,1,1,1,1,1,22,constant,75,auto,16,27,nnClassifier,6,8,adam,distance,1.0,457.9237308599986
relu,auto,21,gini,1,1,1,1,1,1,16,constant,57,auto,9,28,nnClassifier,9,3,adam,distance,1.0,457.9237640190404
relu,auto,20,gini,1,1,1,1,1,1,17,constant,32,auto,13,22,nnClassifier,9,4,adam,distance,1.0,457.9237977489829
relu,auto,26,gini,1,1,1,1,1,1,19,constant,88,auto,13,21,nnClassifier,9,8,adam,distance,1.0,457.9238452380523
relu,auto,28,gini,1,1,1,1,1,1,22,constant,90,auto,12,22,nnClassifier,8,10,adam,distance,1.0,457.92387842782773
relu,auto,24,gini,1,1,1,1,1,1,25,constant,22,auto,14,23,nnClassifier,9,5,adam,distance,1.0,457.9239121468272
relu,auto,28,gini,1,1,1,1,1,1,12,constant,65,auto,12,21,nnClassifier,10,7,adam,distance,1.0,457.92394544603303
relu,auto,27,gini,1,1,1,1,1,1,16,constant,53,auto,3,34,nnClassifier,4,6,adam,distance,1.0,457.9239788558334
relu,auto,31,gini,1,1,1,1,1,1,29,constant,43,auto,13,16,nnClassifier,8,4,adam,distance,1.0,457.9240125948563
relu,auto,24,gini,1,1,1,1,1,1,28,constant,25,auto,12,17,nnClassifier,9,6,adam,distance,1.0,457.9240460549481
relu,auto,28,gini,1,1,1,1,1,1,23,constant,20,auto,11,18,nnClassifier,8,7,adam,distance,1.0,457.92407918395475
relu,auto,27,gini,1,1,1,1,1,1,22,constant,86,auto,12,24,nnClassifier,9,6,adam,distance,1.0,457.92412377288565
relu,auto,15,gini,1,1,1,1,1,1,32,constant,50,auto,13,22,nnClassifier,10,3,adam,distance,1.0,457.92415722296573
relu,auto,22,gini,1,1,1,1,1,1,25,constant,52,auto,13,24,nnClassifier,9,8,adam,distance,1.0,564.9310626608785
relu,auto,30,gini,1,1,1,1,1,1,25,constant,91,auto,12,23,nnClassifier,9,8,adam,distance,1.0,564.9311402200256
relu,auto,30,gini,1,1,1,1,1,1,27,constant,87,auto,13,15,nnClassifier,6,7,adam,distance,1.0,564.9311760189012
relu,auto,25,gini,1,1,1,1,1,1,20,constant,52,auto,11,21,nnClassifier,5,8,adam,distance,1.0,564.9312102580443
relu,auto,18,gini,1,1,1,1,1,1,28,constant,91,auto,9,15,nnClassifier,9,9,adam,distance,1.0,564.9312448080163
relu,auto,29,gini,1,1,1,1,1,1,24,constant,79,auto,13,23,nnClassifier,10,8,adam,distance,1.0,564.931279286975
relu,auto,26,gini,1,1,1,1,1,1,15,constant,91,auto,15,23,nnClassifier,5,7,adam,distance,1.0,564.9313135270495
relu,auto,24,gini,1,1,1,1,1,1,23,constant,75,auto,17,28,nnClassifier,3,4,adam,distance,1.0,564.9313476858661
relu,auto,17,gini,1,1,1,1,1,1,12,constant,61,auto,8,24,nnClassifier,9,4,adam,distance,1.0,564.931381396018
relu,auto,24,gini,1,1,1,1,1,1,13,constant,36,auto,15,22,nnClassifier,10,7,adam,distance,1.0,564.9314153050072
relu,auto,25,gini,1,1,1,1,1,1,21,constant,88,auto,12,21,nnClassifier,9,8,adam,distance,1.0,564.9314496049192
relu,auto,32,gini,1,1,1,1,1,1,19,constant,86,auto,12,24,nnClassifier,10,6,adam,distance,1.0,564.9314833639655
relu,auto,26,gini,1,1,1,1,1,1,25,constant,26,auto,11,23,nnClassifier,9,1,adam,distance,1.0,564.931517012883
relu,auto,28,gini,1,1,1,1,1,1,11,constant,69,auto,13,22,nnClassifier,10,10,adam,distance,1.0,564.9315504429396
relu,auto,31,gini,1,1,1,1,1,1,12,constant,49,auto,3,38,nnClassifier,1,7,adam,distance,1.0,564.9315837719478
relu,auto,29,gini,1,1,1,1,1,1,33,constant,39,auto,9,17,nnClassifier,7,8,adam,distance,1.0,564.9316171519458
relu,auto,27,gini,1,1,1,1,1,1,24,constant,21,auto,8,21,nnClassifier,9,8,adam,distance,1.0,564.9316509610508
relu,auto,26,gini,1,1,1,1,1,1,22,constant,24,auto,11,19,nnClassifier,10,10,adam,distance,1.0,564.9316855010111
relu,auto,27,gini,1,1,1,1,1,1,26,constant,83,auto,12,26,nnClassifier,10,9,adam,distance,1.0,564.9317192598246
relu,auto,16,gini,1,1,1,1,1,1,36,constant,46,auto,17,26,nnClassifier,9,7,adam,distance,1.0,564.9317531499546
