activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,31,gini,1,1,1,1,1,0,39,invscaling,39,auto,16,16,nnClassifier,10,6,sgd,distance,0.981216457960644,84.8512873139698
tanh,auto,27,gini,0,1,0,1,0,1,35,adaptive,31,auto,7,8,nnClassifier,8,7,adam,distance,0.9767441860465116,84.85133548383601
tanh,ball_tree,30,gini,0,1,0,1,1,0,33,adaptive,36,auto,7,6,nnClassifier,7,6,sgd,distance,0.9847942754919499,84.85137117281556
tanh,ball_tree,31,gini,0,1,0,0,0,0,31,adaptive,38,auto,7,19,nnClassifier,9,6,lbfgs,distance,1.0,84.8514058929868
tanh,ball_tree,13,gini,0,1,0,1,0,1,9,adaptive,38,auto,3,7,nnClassifier,8,7,sgd,distance,0.9767441860465116,84.8514407419134
tanh,ball_tree,31,gini,0,1,1,1,0,0,36,constant,66,auto,13,8,nnClassifier,9,5,sgd,distance,0.9794275491949911,84.8514750818722
tanh,auto,18,gini,0,1,0,0,0,1,16,constant,17,auto,14,13,nnClassifier,5,5,adam,distance,1.0,84.8515089508146
tanh,ball_tree,12,gini,0,1,1,0,0,1,22,invscaling,39,auto,8,33,nnClassifier,5,8,lbfgs,distance,1.0,84.85154237085953
relu,ball_tree,32,gini,1,1,1,0,0,1,8,adaptive,46,auto,10,28,nnClassifier,10,5,adam,distance,0.983005366726297,84.85157608985901
tanh,auto,13,gini,0,1,0,1,1,0,20,constant,10,auto,8,9,nnClassifier,9,7,lbfgs,distance,0.9838998211091234,84.85161025985144
relu,ball_tree,31,gini,1,1,1,0,0,1,9,constant,5,auto,7,15,nnClassifier,5,6,sgd,distance,0.9803220035778175,84.85164394997992
tanh,ball_tree,31,gini,0,1,1,1,0,1,19,invscaling,57,auto,13,32,nnClassifier,7,5,adam,distance,1.0,84.85167783894576
relu,ball_tree,21,gini,0,1,0,1,1,1,30,adaptive,38,auto,14,19,nnClassifier,8,5,lbfgs,distance,1.0,84.8517116389703
tanh,ball_tree,30,gini,0,1,0,1,1,1,32,adaptive,37,auto,7,37,nnClassifier,9,5,adam,distance,0.983005366726297,84.85174511792138
relu,ball_tree,23,gini,1,1,1,0,1,0,29,constant,12,auto,13,16,nnClassifier,10,6,adam,distance,0.9794275491949911,84.85177876800299
tanh,auto,32,gini,0,1,1,1,1,0,27,adaptive,19,auto,7,19,nnClassifier,9,4,sgd,distance,1.0,84.85182197694667
tanh,ball_tree,23,gini,1,1,0,1,1,0,13,constant,27,auto,8,32,nnClassifier,5,8,lbfgs,distance,1.0,84.85185572691262
tanh,auto,17,gini,0,1,0,1,0,0,6,adaptive,77,auto,9,7,nnClassifier,9,7,sgd,distance,0.9749552772808586,84.8518889658153
relu,auto,26,gini,1,1,0,0,0,0,24,constant,76,auto,10,6,nnClassifier,7,8,sgd,distance,0.9758497316636852,84.8519228559453
tanh,auto,27,gini,1,1,0,0,1,1,26,adaptive,47,auto,13,29,nnClassifier,5,7,sgd,distance,1.0,84.85195665503852
relu,auto,31,gini,1,1,1,1,1,1,35,constant,36,auto,12,20,nnClassifier,10,5,adam,distance,1.0,320.0297418909613
relu,auto,31,gini,1,1,1,1,1,1,31,constant,35,auto,7,12,nnClassifier,10,5,adam,distance,1.0,320.02979324990883
relu,auto,32,gini,1,1,1,1,1,1,30,constant,36,auto,8,10,nnClassifier,10,8,adam,distance,1.0,320.0298430088442
relu,auto,31,gini,1,1,1,1,1,1,31,constant,38,auto,7,19,nnClassifier,9,6,adam,distance,1.0,320.0298770389054
relu,auto,17,gini,1,1,1,1,1,1,13,constant,38,auto,5,10,nnClassifier,10,9,adam,distance,1.0,320.02991099795327
relu,auto,32,gini,1,1,1,1,1,1,32,constant,62,auto,9,12,nnClassifier,9,9,adam,distance,1.0,320.02994446782395
relu,auto,22,gini,1,1,1,1,1,1,20,constant,16,auto,13,16,nnClassifier,9,7,adam,distance,1.0,320.0299779670313
relu,auto,16,gini,1,1,1,1,1,1,26,constant,35,auto,7,34,nnClassifier,4,4,adam,distance,1.0,320.0300113570411
relu,auto,32,gini,1,1,1,1,1,1,12,constant,42,auto,8,24,nnClassifier,10,5,adam,distance,1.0,320.03004401596263
relu,auto,17,gini,1,1,1,1,1,1,24,constant,14,auto,8,13,nnClassifier,8,6,adam,distance,1.0,320.03007688582875
relu,auto,32,gini,1,1,1,1,1,1,13,constant,9,auto,6,19,nnClassifier,7,6,adam,distance,1.0,320.03011010587215
relu,auto,27,gini,1,1,1,1,1,1,21,constant,53,auto,9,28,nnClassifier,8,4,adam,distance,1.0,320.0301432949491
relu,auto,25,gini,1,1,1,1,1,1,32,constant,39,auto,10,18,nnClassifier,9,8,adam,distance,1.0,320.0301763948519
relu,auto,32,gini,1,1,1,1,1,1,30,constant,40,auto,8,33,nnClassifier,9,6,adam,distance,1.0,320.03020973387174
relu,auto,26,gini,1,1,1,1,1,1,32,constant,16,auto,9,20,nnClassifier,10,7,adam,distance,1.0,320.03024277393706
relu,auto,28,gini,1,1,1,1,1,1,27,constant,22,auto,9,19,nnClassifier,9,8,adam,distance,1.0,320.0302759830374
relu,auto,27,gini,1,1,1,1,1,1,16,constant,31,auto,6,28,nnClassifier,7,5,adam,distance,1.0,320.0303091430105
relu,auto,21,gini,1,1,1,1,1,1,10,constant,73,auto,5,11,nnClassifier,9,8,adam,distance,1.0,320.0303422319703
relu,auto,30,gini,1,1,1,1,1,1,28,constant,72,auto,9,10,nnClassifier,10,6,adam,distance,1.0,320.03037508181296
relu,auto,27,gini,1,1,1,1,1,1,23,constant,43,auto,9,26,nnClassifier,7,5,adam,distance,1.0,320.03040816192515
relu,auto,31,gini,1,1,1,1,1,1,36,constant,39,auto,11,16,nnClassifier,10,6,adam,distance,1.0,418.1056275179144
relu,auto,31,gini,1,1,1,1,1,1,35,constant,33,auto,7,12,nnClassifier,6,6,adam,distance,1.0,418.1056805669796
relu,auto,32,gini,1,1,1,1,1,1,34,constant,38,auto,7,12,nnClassifier,6,5,adam,distance,1.0,418.1057149658445
relu,auto,31,gini,1,1,1,1,1,1,31,constant,38,auto,7,19,nnClassifier,9,6,adam,distance,1.0,418.1057486960199
relu,auto,13,gini,1,1,1,1,1,1,17,constant,38,auto,5,14,nnClassifier,9,6,adam,distance,1.0,418.1057823349256
relu,auto,30,gini,1,1,1,1,1,1,36,constant,58,auto,11,16,nnClassifier,9,9,adam,distance,1.0,418.1058265848551
relu,auto,26,gini,1,1,1,1,1,1,24,constant,20,auto,16,12,nnClassifier,8,7,adam,distance,1.0,418.10586053389125
relu,auto,20,gini,1,1,1,1,1,1,30,constant,34,auto,8,30,nnClassifier,8,2,adam,distance,1.0,418.1058944039978
relu,auto,31,gini,1,1,1,1,1,1,16,constant,38,auto,10,21,nnClassifier,8,7,adam,distance,1.0,418.10592811298557
relu,auto,20,gini,1,1,1,1,1,1,28,constant,18,auto,8,17,nnClassifier,10,7,adam,distance,1.0,418.1059615528211
relu,auto,32,gini,1,1,1,1,1,1,17,constant,13,auto,9,18,nnClassifier,10,6,adam,distance,1.0,418.1059949719347
relu,auto,30,gini,1,1,1,1,1,1,25,constant,57,auto,13,27,nnClassifier,4,6,adam,distance,1.0,418.1060282618273
relu,auto,26,gini,1,1,1,1,1,1,31,constant,39,auto,14,21,nnClassifier,6,6,adam,distance,1.0,418.1060614408925
relu,auto,31,gini,1,1,1,1,1,1,31,constant,36,auto,7,29,nnClassifier,9,5,adam,distance,1.0,418.10609523998573
relu,auto,26,gini,1,1,1,1,1,1,29,constant,20,auto,10,17,nnClassifier,9,4,adam,distance,1.0,418.1061288600322
relu,auto,30,gini,1,1,1,1,1,1,28,constant,26,auto,10,16,nnClassifier,9,10,adam,distance,1.0,418.10616207891144
relu,auto,25,gini,1,1,1,1,1,1,20,constant,33,auto,8,24,nnClassifier,3,9,adam,distance,1.0,418.10619554901496
relu,auto,25,gini,1,1,1,1,1,1,10,constant,69,auto,8,15,nnClassifier,9,5,adam,distance,1.0,418.1062288780231
relu,auto,32,gini,1,1,1,1,1,1,29,constant,68,auto,7,8,nnClassifier,6,8,adam,distance,1.0,418.1062621779274
relu,auto,23,gini,1,1,1,1,1,1,26,constant,39,auto,13,28,nnClassifier,4,9,adam,distance,1.0,418.10629535699263
relu,auto,31,gini,1,1,1,1,1,1,32,constant,39,auto,12,18,nnClassifier,8,6,adam,distance,1.0,513.9356915960088
relu,auto,31,gini,1,1,1,1,1,1,32,constant,37,auto,7,9,nnClassifier,8,8,adam,distance,1.0,513.9357429549564
relu,auto,28,gini,1,1,1,1,1,1,31,constant,38,auto,6,12,nnClassifier,6,6,adam,distance,1.0,513.935777583858
relu,auto,31,gini,1,1,1,1,1,1,31,constant,38,auto,7,19,nnClassifier,9,6,adam,distance,1.0,513.9358256538399
relu,auto,17,gini,1,1,1,1,1,1,21,constant,38,auto,4,13,nnClassifier,8,6,adam,distance,1.0,513.9358594829682
relu,auto,32,gini,1,1,1,1,1,1,36,constant,54,auto,9,17,nnClassifier,9,5,adam,distance,1.0,513.9358928930014
relu,auto,22,gini,1,1,1,1,1,1,28,constant,24,auto,12,16,nnClassifier,4,6,adam,distance,1.0,513.9359261218924
relu,auto,24,gini,1,1,1,1,1,1,26,constant,38,auto,7,26,nnClassifier,8,6,adam,distance,1.0,513.9359593119007
relu,auto,32,gini,1,1,1,1,1,1,14,constant,42,auto,9,24,nnClassifier,10,6,adam,distance,1.0,513.9359923510347
relu,auto,24,gini,1,1,1,1,1,1,24,constant,22,auto,7,19,nnClassifier,10,6,adam,distance,1.0,513.9360252008773
relu,auto,30,gini,1,1,1,1,1,1,21,constant,17,auto,7,17,nnClassifier,6,6,adam,distance,1.0,513.9360582998488
relu,auto,27,gini,1,1,1,1,1,1,21,constant,53,auto,17,23,nnClassifier,8,5,adam,distance,1.0,513.9361066999845
