activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,22,gini,1,1,1,1,1,1,29,constant,38,auto,14,19,nnClassifier,10,9,adam,distance,1.0,513.9361404390074
relu,auto,29,gini,1,1,1,1,1,1,33,constant,36,auto,7,29,nnClassifier,9,5,adam,distance,1.0,513.9361742290203
relu,auto,30,gini,1,1,1,1,1,1,27,constant,24,auto,9,16,nnClassifier,9,6,adam,distance,1.0,513.9362078479026
relu,auto,32,gini,1,1,1,1,1,1,30,constant,30,auto,9,20,nnClassifier,9,6,adam,distance,1.0,513.9362412379123
relu,auto,25,gini,1,1,1,1,1,1,16,constant,29,auto,8,28,nnClassifier,6,6,adam,distance,1.0,513.9362758069765
relu,auto,29,gini,1,1,1,1,1,1,14,constant,65,auto,9,19,nnClassifier,9,6,adam,distance,1.0,513.9363101169001
relu,auto,31,gini,1,1,1,1,1,1,26,constant,64,auto,8,12,nnClassifier,10,6,adam,distance,1.0,513.9363438759465
relu,auto,24,gini,1,1,1,1,1,1,28,constant,43,auto,17,24,nnClassifier,7,5,adam,distance,1.0,513.9363773260266
relu,auto,31,gini,1,1,1,1,1,1,34,constant,37,auto,8,17,nnClassifier,10,6,adam,distance,1.0,608.9510996839963
relu,auto,27,gini,1,1,1,1,1,1,34,constant,33,auto,7,10,nnClassifier,9,4,adam,distance,1.0,608.9511504329275
relu,auto,32,gini,1,1,1,1,1,1,33,constant,35,auto,9,8,nnClassifier,10,7,adam,distance,1.0,608.9511855228338
relu,auto,31,gini,1,1,1,1,1,1,31,constant,38,auto,7,19,nnClassifier,9,6,adam,distance,1.0,608.9512197419535
relu,auto,21,gini,1,1,1,1,1,1,24,constant,38,auto,8,17,nnClassifier,9,7,adam,distance,1.0,608.9512533319648
relu,auto,30,gini,1,1,1,1,1,1,34,constant,50,auto,10,13,nnClassifier,9,5,adam,distance,1.0,608.9512868409511
relu,auto,18,gini,1,1,1,1,1,1,24,constant,28,auto,8,14,nnClassifier,8,6,adam,distance,1.0,608.9513207809068
relu,auto,20,gini,1,1,1,1,1,1,22,constant,39,auto,7,30,nnClassifier,4,7,adam,distance,1.0,608.9513544798829
relu,auto,31,gini,1,1,1,1,1,1,16,constant,46,auto,10,23,nnClassifier,10,4,adam,distance,1.0,608.9513884698972
relu,auto,28,gini,1,1,1,1,1,1,20,constant,18,auto,7,19,nnClassifier,9,7,adam,distance,1.0,608.9514219888952
relu,auto,32,gini,1,1,1,1,1,1,17,constant,21,auto,6,18,nnClassifier,7,6,adam,distance,1.0,608.9514553889167
relu,auto,29,gini,1,1,1,1,1,1,25,constant,49,auto,18,26,nnClassifier,10,2,adam,distance,1.0,608.951488457853
relu,auto,26,gini,1,1,1,1,1,1,28,constant,39,auto,10,20,nnClassifier,9,9,adam,distance,1.0,608.9515217780136
relu,auto,30,gini,1,1,1,1,1,1,29,constant,40,auto,7,25,nnClassifier,9,6,adam,distance,1.0,608.9515550178476
relu,auto,26,gini,1,1,1,1,1,1,31,constant,28,auto,6,18,nnClassifier,9,7,adam,distance,1.0,608.9515917468816
relu,auto,31,gini,1,1,1,1,1,1,30,constant,30,auto,8,19,nnClassifier,9,7,adam,distance,1.0,608.9516271159519
relu,auto,29,gini,1,1,1,1,1,1,20,constant,25,auto,8,24,nnClassifier,4,9,adam,distance,1.0,608.9516607059631
relu,auto,32,gini,1,1,1,1,1,1,18,constant,61,auto,10,15,nnClassifier,9,8,adam,distance,1.0,608.9516941159964
relu,auto,27,gini,1,1,1,1,1,1,24,constant,60,auto,8,16,nnClassifier,10,7,adam,distance,1.0,608.951727504842
relu,auto,27,gini,1,1,1,1,1,1,26,constant,47,auto,13,28,nnClassifier,9,9,adam,distance,1.0,608.9517607549205
