,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
11,0,1,1,1,0,0,0,1,kneighborsRegressor,None,ball_tree,None,None,33.0,None,None,None,None,None,None,3.0,None,uniform,0.12284386863473573,ok,72.3234010299202
12,0,0,0,1,1,0,0,1,nnRegressor,identity,None,16.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.09625367995954537,ok,72.39313719701022
13,0,1,1,1,1,1,0,0,nnRegressor,identity,None,13.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.4114906771441098,ok,74.0748102129437
14,0,1,1,1,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,20,log2,10,9,None,None,None,None,0.48244608041810955,ok,75.08311454881914
15,0,1,1,1,1,1,1,0,nnRegressor,relu,None,29.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.6654721900424636,ok,78.40579265495762
16,1,1,1,1,1,0,0,1,kneighborsRegressor,None,auto,None,None,14.0,None,None,None,None,None,None,6.0,None,distance,0.40912998783154175,ok,78.44217586982995
17,1,0,0,1,1,0,0,0,randomForestRegressor,None,None,None,mse,None,None,49,auto,11,6,None,None,None,None,0.09621240951130938,ok,79.88274774886668
18,0,0,0,0,1,1,1,1,kneighborsRegressor,None,ball_tree,None,None,31.0,None,None,None,None,None,None,7.0,None,uniform,0.19858716242259966,ok,79.91343411896378
19,0,1,1,1,0,1,0,1,nnRegressor,logistic,None,16.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.39605391254577804,ok,86.43459158902988
20,0,1,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,2,sqrt,16,38,None,None,None,None,0.28869037118924,ok,86.87135843583383
21,0,1,1,1,1,1,1,0,randomForestRegressor,None,None,None,mse,None,None,29,log2,4,17,None,None,None,None,0.6212418060024587,ok,87.96923417085782
22,0,1,1,1,1,1,1,0,nnRegressor,relu,None,32.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,-5.073736984484434e-05,ok,90.00787267484702
23,0,1,1,1,1,1,1,0,nnRegressor,relu,None,30.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.669167691637452,ok,92.32563860784285
24,0,1,1,1,1,1,1,0,nnRegressor,relu,None,31.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.6665649609076707,ok,94.70449903490953
25,0,1,1,1,1,1,1,0,nnRegressor,relu,None,32.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.6665410912914068,ok,97.51280956203118
26,0,1,1,1,1,1,1,0,nnRegressor,relu,None,28.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.6637927471515367,ok,99.96239411993884
27,0,1,1,1,1,1,1,0,nnRegressor,relu,None,8.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.6807809930446096,ok,107.15422522183508
28,0,1,1,1,1,1,1,0,nnRegressor,logistic,None,10.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.6683292609684945,ok,117.4804972698912
29,0,1,1,0,0,1,1,0,nnRegressor,relu,None,8.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.3285529867429038,ok,120.62942669400945
30,0,1,1,1,1,1,1,0,nnRegressor,relu,None,21.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.6757743628638861,ok,124.53186897397973
31,0,1,1,1,1,1,1,0,nnRegressor,logistic,None,20.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.6778189484878685,ok,132.31170498696156
32,0,1,1,1,1,1,1,0,nnRegressor,logistic,None,19.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.6553968731805044,ok,138.29159299703315
33,1,1,1,0,0,1,1,0,kneighborsRegressor,None,auto,None,None,2.0,None,None,None,None,None,None,9.0,None,distance,0.3293543409473447,ok,138.34989108284935
34,0,1,1,1,1,1,1,0,nnRegressor,logistic,None,26.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.6711962090877761,ok,143.42626761086285
35,1,1,1,1,1,1,1,0,nnRegressor,logistic,None,12.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.7005064635562186,ok,147.071625682991
36,1,1,1,0,0,1,1,0,nnRegressor,tanh,None,11.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.40640521915258465,ok,151.58564624004066
37,1,1,1,1,1,0,1,0,kneighborsRegressor,None,kd_tree,None,None,4.0,None,None,None,None,None,None,10.0,None,uniform,0.4724783127346319,ok,151.64961875299923
38,1,0,0,1,1,1,1,0,nnRegressor,logistic,None,9.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,0.2854614607935476,ok,153.5369280478917
39,1,1,1,0,0,0,1,0,nnRegressor,logistic,None,13.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.3230279729336383,ok,154.15103152696975
40,1,0,0,1,1,1,1,0,kneighborsRegressor,None,brute,None,None,40.0,None,None,None,None,None,None,3.0,None,distance,0.20124022079956772,ok,154.25866896589287
41,1,1,1,0,1,1,1,0,nnRegressor,logistic,None,13.0,None,None,constant,None,None,None,None,1.0,None,lbfgs,None,0.42617569834370184,ok,154.7949544119183
42,1,1,0,1,0,0,1,0,nnRegressor,tanh,None,11.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.059539379134198045,ok,159.15868468792178
43,1,0,1,1,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,78,sqrt,15,38,None,None,None,None,0.5876680110523937,ok,185.06358176097274
44,1,1,1,1,1,1,1,0,nnRegressor,identity,None,8.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,0.4278520481536471,ok,199.5914038619958
45,1,1,0,0,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,27.0,None,None,None,None,None,None,1.0,None,uniform,-0.5000653582487802,ok,199.63362954300828
46,1,0,1,1,0,1,0,0,nnRegressor,logistic,None,12.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.3389592049591431,ok,200.77897490002215
47,1,1,1,1,1,0,1,1,randomForestRegressor,None,None,None,mae,None,None,28,sqrt,2,31,None,None,None,None,0.5208857114834533,ok,228.00007422594354
48,1,0,0,1,1,1,0,0,nnRegressor,identity,None,18.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.1096974851482655,ok,229.26317064487375
49,1,1,1,0,1,1,1,1,kneighborsRegressor,None,ball_tree,None,None,7.0,None,None,None,None,None,None,3.0,None,distance,0.5686185794504999,ok,229.32646671985276
50,1,1,1,1,0,1,0,0,randomForestRegressor,None,None,None,poisson,None,None,43,sqrt,13,21,None,None,None,None,0.3171986136207139,ok,233.8371693668887
51,0,1,0,1,1,0,1,0,nnRegressor,tanh,None,22.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.1449027107441132,ok,238.4285147928167
52,1,0,1,1,1,1,0,1,nnRegressor,relu,None,24.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.5342104752920311,ok,241.13683479186147
53,0,1,1,1,1,1,1,0,randomForestRegressor,None,None,None,mae,None,None,100,log2,6,13,None,None,None,None,0.6160865378225986,ok,268.646462024888
54,0,1,1,0,0,0,1,0,kneighborsRegressor,None,brute,None,None,40.0,None,None,None,None,None,None,9.0,None,uniform,0.25258996542083434,ok,268.77471084101126
55,1,0,0,1,1,1,0,1,nnRegressor,logistic,None,14.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.2249912078011621,ok,272.5678119638469
56,0,1,1,1,1,1,1,0,nnRegressor,identity,None,9.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.41030481462263335,ok,272.6551581500098
57,0,1,1,1,1,1,1,0,nnRegressor,tanh,None,15.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.6130290823117197,ok,277.25411889492534
58,1,1,1,0,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,65,log2,20,23,None,None,None,None,0.31580210371156625,ok,281.2584767709486
59,0,1,1,1,0,0,0,0,nnRegressor,relu,None,10.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.2997512465758496,ok,284.15235933382064
60,0,0,0,1,1,1,1,0,kneighborsRegressor,None,auto,None,None,9.0,None,None,None,None,None,None,5.0,None,distance,0.22924221203157102,ok,284.19794602994807
61,1,1,1,1,1,1,1,0,nnRegressor,identity,None,17.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.4126370819282339,ok,285.53587802196853
62,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,15.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.8227267112046024,ok,292.77679539099336
63,0,1,1,0,1,1,0,1,randomForestRegressor,None,None,None,mae,None,None,16,sqrt,14,35,None,None,None,None,0.4649760879463104,ok,319.3811920660082
64,1,1,1,1,0,1,1,1,nnRegressor,logistic,None,16.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.6000152136883632,ok,323.3983534909785
65,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,12.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.8331751360846213,ok,334.87307769898325
66,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,14.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.8203684078127859,ok,342.6798757018987
67,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,15.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.8221806378260157,ok,350.02872084104456
68,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,18.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.8311643282152957,ok,357.27156729483977
69,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,18.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.8064215256132466,ok,363.5838828168344
70,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,24.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.8284142579378974,ok,370.29127471800894
71,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,26.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.8248538979497675,ok,376.60494096390903
72,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,23.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.8241880818838843,ok,384.06677401601337
73,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,25.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.8299372569030203,ok,390.5500308140181
74,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,26.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.836836062270101,ok,397.383768980857
75,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,28.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.834227461348957,ok,405.01022301404737
76,0,1,1,1,1,1,1,1,kneighborsRegressor,None,kd_tree,None,None,23.0,None,None,None,None,None,None,5.0,None,distance,0.7483964824151377,ok,405.07027526781894
77,0,1,0,1,1,0,1,1,nnRegressor,logistic,None,28.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.08012522031455038,ok,406.7507212359924
78,0,0,1,1,1,1,1,1,nnRegressor,tanh,None,30.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.8178257773949543,ok,410.890115682967
79,0,1,1,0,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,38,log2,17,26,None,None,None,None,0.5477472124982081,ok,411.8424072768539
80,0,1,1,1,0,1,1,1,nnRegressor,logistic,None,28.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.5429722188131828,ok,415.27676429599524
81,0,1,1,1,1,0,1,1,nnRegressor,identity,None,27.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.40241767756028335,ok,419.13757247501053
82,0,0,0,1,1,1,0,1,kneighborsRegressor,None,ball_tree,None,None,34.0,None,None,None,None,None,None,2.0,None,uniform,-0.09618534707967918,ok,419.1825765459798
83,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,31.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.830748032484412,ok,425.7379548070021
84,0,1,1,0,0,1,1,1,nnRegressor,logistic,None,21.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.32263791017531973,ok,427.8470210740343
85,0,1,1,1,1,0,0,1,randomForestRegressor,None,None,None,mae,None,None,77,sqrt,12,10,None,None,None,None,0.4412412706671367,ok,454.9150246619247
86,0,0,0,1,1,1,1,1,nnRegressor,logistic,None,29.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.4303911796222508,ok,459.3886056409683
87,0,1,1,1,1,1,1,1,kneighborsRegressor,None,auto,None,None,23.0,None,None,None,None,None,None,8.0,None,uniform,0.768780638572075,ok,459.4524096590467
88,0,1,1,0,1,1,1,1,nnRegressor,tanh,None,25.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.6410712706894067,ok,462.8740863429848
89,0,1,1,1,0,1,1,1,nnRegressor,logistic,None,30.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.541971305533546,ok,467.55438490281813
90,0,1,1,1,1,0,0,1,nnRegressor,logistic,None,32.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.43384373394933695,ok,470.1174980988726
91,0,0,0,1,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,13,auto,8,32,None,None,None,None,0.05047221040651151,ok,474.54444801504724
92,0,1,1,1,1,1,1,1,nnRegressor,identity,None,22.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,0.4167881357177967,ok,480.09282420692034
93,0,1,1,0,1,1,1,1,kneighborsRegressor,None,brute,None,None,11.0,None,None,None,None,None,None,4.0,None,distance,0.5432436193549885,ok,480.2236595819704
94,0,1,1,1,0,1,0,1,nnRegressor,logistic,None,27.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.385603039865689,ok,484.3256871609483
95,0,1,0,1,1,0,1,1,nnRegressor,relu,None,31.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.17370812286665804,ok,488.40611055493355
96,0,0,1,1,1,1,1,1,randomForestRegressor,None,None,None,mse,None,None,88,sqrt,3,2,None,None,None,None,0.6946106336251419,ok,489.6230839008931
97,0,1,1,1,1,1,1,1,nnRegressor,logistic,None,20.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.8373561455109766,ok,496.4242047199514
98,0,1,1,0,0,1,1,1,nnRegressor,tanh,None,20.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.38167592997779143,ok,505.69513980089687
99,0,1,1,1,1,1,0,1,kneighborsRegressor,None,brute,None,None,36.0,None,None,None,None,None,None,10.0,None,uniform,0.4918879410059178,ok,505.8297290690243
