,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,0,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,95,auto,8,5,None,None,None,None,0.09893752998627325,ok,13.675218781922013
1,1,1,0,1,1,0,1,0,nnRegressor,identity,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.09852068290704008,ok,14.85055938991718
2,1,1,0,0,0,1,1,1,kneighborsRegressor,None,brute,None,None,16.0,None,None,None,None,None,None,1.0,None,uniform,-0.5945229724443535,ok,14.91230160696432
3,1,1,0,1,1,1,0,1,nnRegressor,relu,None,24.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.17599588081386974,ok,20.843166938982904
4,0,0,1,1,0,0,0,1,randomForestRegressor,None,None,None,mae,None,None,3,auto,20,30,None,None,None,None,0.30274524068226527,ok,48.521032619988546
5,1,0,0,0,1,0,0,1,nnRegressor,tanh,None,17.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.10952449382551355,ok,50.593167293816805
6,0,0,1,1,1,0,1,1,randomForestRegressor,None,None,None,poisson,None,None,87,log2,18,4,None,None,None,None,0.35534047283027914,ok,54.23351628682576
7,0,0,0,0,1,0,0,1,nnRegressor,tanh,None,15.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.09281001388717991,ok,56.01385806291364
8,1,0,1,0,0,1,0,1,kneighborsRegressor,None,kd_tree,None,None,18.0,None,None,None,None,None,None,7.0,None,distance,0.2904521854718922,ok,56.04152353992686
9,1,0,0,1,1,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,56,auto,4,26,None,None,None,None,0.16028632728706105,ok,70.69617939391173
10,0,1,0,0,0,1,0,1,randomForestRegressor,None,None,None,mse,None,None,68,auto,10,15,None,None,None,None,8.63379503779349e-07,ok,72.29570383392274
