,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,1,1,1,1,0,0,kneighborsRegressor,None,kd_tree,None,None,38,None,None,None,None,None,None,10,None,uniform,0.4082907643660755,ok,0.05506280902773142
1,0,0,0,0,1,1,0,1,randomForestRegressor,None,None,None,mse,None,None,18.0,log2,8.0,26.0,None,None,None,None,0.12735933019430912,ok,0.7600722499191761
2,1,1,1,0,1,1,1,1,nnRegressor,tanh,None,16.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.6900010238134517,ok,5.796089230803773
3,0,0,0,1,0,1,1,0,nnRegressor,relu,None,19.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.01891800167662694,ok,7.1819195239804685
4,0,1,1,1,1,1,1,1,nnRegressor,relu,None,17.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.8590487578749357,ok,12.178649190813303
5,1,0,0,1,0,1,0,0,kneighborsRegressor,None,brute,None,None,36,None,None,None,None,None,None,7,None,distance,-0.10206793185905383,ok,12.288303168024868
6,1,0,0,1,0,1,1,0,kneighborsRegressor,None,kd_tree,None,None,39,None,None,None,None,None,None,4,None,distance,-0.019748931278815274,ok,12.314260954968631
7,1,1,1,1,1,1,0,1,randomForestRegressor,None,None,None,mae,None,None,49.0,sqrt,19.0,12.0,None,None,None,None,0.48166730782072276,ok,38.27177303493954
8,1,0,0,0,0,0,1,0,nnRegressor,relu,None,16.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.035953554384316466,ok,40.36942073702812
9,0,1,1,0,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,85.0,log2,14.0,14.0,None,None,None,None,0.31428085058610056,ok,44.286322250030935
10,1,0,0,0,1,0,0,0,kneighborsRegressor,None,brute,None,None,14,None,None,None,None,None,None,4,None,distance,-0.2606931570570221,ok,44.39478996885009
