,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,0,1,1,0,0,0,1,0,randomForestRegressor,None,None,None,poisson,None,None,92,log2,15,24,None,None,None,None,0.2846296840062946,ok,2.2200463849585503
1,0,0,1,1,1,1,1,0,nnRegressor,identity,None,22.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.4183019769787161,ok,2.285249018808827
2,1,0,1,0,0,0,0,0,randomForestRegressor,None,None,None,mse,None,None,64,auto,10,15,None,None,None,None,0.25281025913640953,ok,3.3843483747914433
3,0,0,0,0,1,0,0,0,kneighborsRegressor,None,brute,None,None,5.0,None,None,None,None,None,None,2.0,None,distance,-0.5414515986553528,ok,3.457351307850331
4,0,1,0,0,0,0,1,1,nnRegressor,tanh,None,26.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.025280304667995246,ok,4.8535624539945275
5,1,1,0,0,0,1,0,1,randomForestRegressor,None,None,None,mae,None,None,75,sqrt,17,16,None,None,None,None,0.052447478191098074,ok,34.28239705087617
6,1,1,1,1,0,1,1,0,randomForestRegressor,None,None,None,poisson,None,None,63,sqrt,8,16,None,None,None,None,0.3570092239933338,ok,39.709545966936275
7,0,1,0,1,0,0,1,0,randomForestRegressor,None,None,None,mse,None,None,66,sqrt,2,29,None,None,None,None,0.05852752016543594,ok,40.52470347285271
8,0,0,0,1,1,0,0,1,randomForestRegressor,None,None,None,mse,None,None,14,log2,15,10,None,None,None,None,0.09143972439822212,ok,41.1846536078956
9,1,0,0,0,0,0,1,1,randomForestRegressor,None,None,None,mae,None,None,85,auto,7,39,None,None,None,None,0.04336001154185398,ok,84.82296666596085
10,1,1,0,1,1,0,0,1,kneighborsRegressor,None,ball_tree,None,None,30.0,None,None,None,None,None,None,4.0,None,uniform,-0.034647810411271074,ok,84.85451988200657
11,0,0,1,0,1,0,0,0,kneighborsRegressor,None,auto,None,None,12.0,None,None,None,None,None,None,3.0,None,uniform,0.10580851781293743,ok,84.87564054480754
12,0,1,1,0,1,1,0,0,randomForestRegressor,None,None,None,mse,None,None,27,auto,15,16,None,None,None,None,0.41548261970834743,ok,86.49208705988713
13,0,1,0,0,0,0,1,0,nnRegressor,logistic,None,26.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.029533002420113363,ok,86.79276953497902
14,0,0,1,1,0,0,1,0,kneighborsRegressor,None,kd_tree,None,None,4.0,None,None,None,None,None,None,6.0,None,distance,0.2724203401604507,ok,86.81804482080042
15,0,0,1,1,1,1,0,0,kneighborsRegressor,None,ball_tree,None,None,38.0,None,None,None,None,None,None,8.0,None,distance,0.4062350966283307,ok,86.84591518784873
16,1,1,1,1,0,1,1,0,randomForestRegressor,None,None,None,mae,None,None,53,log2,17,37,None,None,None,None,0.47760316732862285,ok,113.53487109392881
17,0,0,1,0,0,0,0,1,randomForestRegressor,None,None,None,mae,None,None,66,auto,5,31,None,None,None,None,0.2829374394054909,ok,143.16746085393243
18,0,1,0,0,1,1,1,0,nnRegressor,logistic,None,19.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.10270026405346366,ok,144.87298910599202
19,1,1,1,0,0,1,1,0,nnRegressor,logistic,None,20.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.4172812753092291,ok,148.25408147694543
20,1,0,1,1,1,1,1,0,nnRegressor,identity,None,8.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.4312501761171311,ok,148.33758936380036
21,1,0,1,1,1,1,1,0,nnRegressor,relu,None,10.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.6992953027533403,ok,153.81940395897254
22,1,0,1,1,1,1,1,0,nnRegressor,relu,None,9.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7051535822341652,ok,162.13071213499643
23,1,0,1,1,1,1,1,0,nnRegressor,relu,None,9.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7051535822341652,ok,170.50841352296993
24,1,0,1,1,1,1,1,0,nnRegressor,relu,None,13.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7160231231524996,ok,175.0309499159921
25,1,0,1,1,1,1,1,0,nnRegressor,relu,None,14.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.7029378843759176,ok,178.77027984382585
26,1,0,1,1,1,1,1,0,nnRegressor,relu,None,14.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.7032230028578751,ok,185.22253238991834
27,1,0,1,1,1,1,1,0,nnRegressor,relu,None,13.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.696122151528763,ok,190.63426859281026
28,1,0,1,1,1,1,1,0,nnRegressor,relu,None,16.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.7069884254142544,ok,195.1266333598178
29,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,17.0,None,None,constant,None,None,None,None,3.0,None,adam,None,0.8452640408464082,ok,202.3028069108259
30,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,18.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.8602623213439231,ok,211.74264944088645
31,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,31.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,0.7342778514648842,ok,219.96919392701238
32,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,18.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.8602623213439231,ok,229.40646399185061
33,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,23.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.8440394059821154,ok,237.18424884881824
34,1,0,1,1,1,1,1,1,kneighborsRegressor,None,brute,None,None,19.0,None,None,None,None,None,None,10.0,None,uniform,0.808080831135664,ok,237.30655080080032
35,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,19.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.8516944744971597,ok,246.3619838138111
36,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,23.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.4327241833280122,ok,253.8705569789745
37,1,0,1,1,1,1,1,1,nnRegressor,tanh,None,26.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.8616830262936815,ok,260.6111117848195
38,1,0,0,1,1,1,0,1,kneighborsRegressor,None,auto,None,None,34.0,None,None,None,None,None,None,9.0,None,distance,0.13906057943036276,ok,260.6550357209053
39,1,0,0,1,1,1,1,1,nnRegressor,tanh,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.4850909429847523,ok,265.65687815495767
40,1,0,1,1,1,1,0,1,nnRegressor,tanh,None,29.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.5793326704580657,ok,270.39789051399566
41,1,1,1,1,1,0,1,1,kneighborsRegressor,None,kd_tree,None,None,24.0,None,None,None,None,None,None,7.0,None,uniform,0.5121556827769504,ok,270.45576162589714
42,1,0,0,0,0,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,33,log2,2,2,None,None,None,None,0.0380462405312787,ok,275.1240398758091
43,1,0,1,1,1,0,0,1,nnRegressor,identity,None,26.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.3557083346651462,ok,277.0279000559822
44,0,1,0,0,0,1,1,1,randomForestRegressor,None,None,None,poisson,None,None,5,sqrt,12,6,None,None,None,None,0.005575794670274359,ok,278.0271421498619
45,1,0,1,1,1,0,0,1,kneighborsRegressor,None,kd_tree,None,None,14.0,None,None,None,None,None,None,1.0,None,uniform,-0.18863045254165356,ok,278.06817968399264
46,0,1,1,1,1,1,1,1,nnRegressor,tanh,None,29.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.8496131362510206,ok,282.8575624357909
47,1,0,0,0,0,1,1,1,randomForestRegressor,None,None,None,mae,None,None,41,log2,20,24,None,None,None,None,0.11299637003673935,ok,310.8811700649094
48,0,0,1,1,1,0,0,1,nnRegressor,tanh,None,21.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.3604173284675456,ok,312.2598363819998
49,1,1,1,0,0,1,1,1,kneighborsRegressor,None,ball_tree,None,None,40.0,None,None,None,None,None,None,5.0,None,distance,0.28301423066782283,ok,312.31159552698955
50,1,0,0,1,1,0,1,1,nnRegressor,identity,None,24.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.1109870670296631,ok,315.0456126430072
51,0,0,1,1,1,1,0,1,randomForestRegressor,None,None,None,poisson,None,None,97,auto,19,33,None,None,None,None,0.38309490990396755,ok,323.11401734896936
52,1,1,1,0,0,1,1,1,nnRegressor,tanh,None,28.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.45109892841185695,ok,327.52846030681394
53,1,0,1,1,1,1,1,1,kneighborsRegressor,None,brute,None,None,26.0,None,None,None,None,None,None,1.0,None,distance,0.6148112307298947,ok,327.6019986879546
54,0,0,0,1,1,0,1,1,nnRegressor,logistic,None,21.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.10429384390257923,ok,329.50400437694043
55,1,1,1,1,0,1,0,1,randomForestRegressor,None,None,None,mse,None,None,2,sqrt,5,3,None,None,None,None,0.23753120916023607,ok,329.9361519860104
56,1,0,1,0,1,1,1,1,nnRegressor,identity,None,25.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.43041677029730585,ok,330.964134483831
