activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,25,entropy,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,30,invscaling,80,log2,9,7,nnClassifier,9,1,sgd,distance,0.5058823529411764
logistic,auto,11,gini,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,14,randomForestClassifier,10,6,lbfgs,distance,0.8769230769230769
relu,ball_tree,12,entropy,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,23,constant,72,sqrt,14,7,randomForestClassifier,8,6,lbfgs,distance,0.8063348416289593
tanh,kd_tree,22,entropy,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,14,constant,24,log2,13,35,nnClassifier,10,9,sgd,uniform,0.5095022624434389
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8895927601809954
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.930316742081448
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9076923076923077
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8895927601809954
logistic,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,adam,uniform,0.8832579185520362
logistic,auto,11,gini,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,14,randomForestClassifier,10,6,lbfgs,distance,0.8769230769230769
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,3,constant,40,sqrt,2,7,kneighborsClassifier,3,3,adam,distance,0.8742081447963801
relu,brute,27,entropy,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,lbfgs,distance,0.8669683257918552
tanh,brute,10,gini,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,26,invscaling,44,auto,9,21,kneighborsClassifier,4,6,sgd,distance,0.8615384615384616
identity,ball_tree,17,gini,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,25,invscaling,20,sqrt,16,33,kneighborsClassifier,3,8,sgd,distance,0.8190045248868778
relu,ball_tree,12,entropy,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,23,constant,72,sqrt,14,7,randomForestClassifier,8,6,lbfgs,distance,0.8063348416289593
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8877828054298642
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,adam,uniform,0.8868778280542986
logistic,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,14,randomForestClassifier,10,10,lbfgs,distance,0.8742081447963801
logistic,auto,11,gini,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,3,constant,40,sqrt,2,7,kneighborsClassifier,3,3,adam,distance,0.8434389140271493
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.8959276018099548
relu,brute,27,entropy,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,26,invscaling,44,auto,9,21,kneighborsClassifier,4,6,sgd,distance,0.8497737556561086
tanh,brute,10,gini,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,25,invscaling,20,sqrt,16,33,kneighborsClassifier,3,8,sgd,distance,0.8434389140271493
identity,ball_tree,17,gini,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,23,constant,72,sqrt,14,7,randomForestClassifier,5,5,lbfgs,distance,0.8253393665158371
relu,ball_tree,12,entropy,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,16,constant,64,sqrt,6,5,randomForestClassifier,10,6,lbfgs,uniform,0.7936651583710407
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.930316742081448
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9076923076923077
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.8959276018099548
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8895927601809954
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8877828054298642
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,adam,uniform,0.8868778280542986
logistic,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,adam,uniform,0.8832579185520362
logistic,auto,11,gini,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,14,randomForestClassifier,10,6,lbfgs,distance,0.8769230769230769
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,3,constant,40,sqrt,2,7,kneighborsClassifier,3,3,adam,distance,0.8742081447963801
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9276018099547512
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9294117647058824
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8850678733031674
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,36,adaptive,40,auto,7,30,kneighborsClassifier,6,8,lbfgs,uniform,0.8796380090497737
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,sgd,uniform,0.9076923076923077
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,12,invscaling,79,log2,8,19,randomForestClassifier,10,8,adam,uniform,0.890497737556561
logistic,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,23,randomForestClassifier,10,6,lbfgs,distance,0.8950226244343892
logistic,auto,11,gini,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,3,constant,40,sqrt,2,7,kneighborsClassifier,3,3,adam,distance,0.8416289592760181
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,7,6,adam,uniform,0.8832579185520362
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.930316742081448
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9294117647058824
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9276018099547512
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9076923076923077
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,sgd,uniform,0.9076923076923077
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.8959276018099548
logistic,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,23,randomForestClassifier,10,6,lbfgs,distance,0.8950226244343892
tanh,auto,20,gini,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,12,invscaling,79,log2,8,19,randomForestClassifier,10,8,adam,uniform,0.890497737556561
tanh,auto,24,entropy,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,28,constant,88,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9384615384615385
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,constant,80,auto,10,35,kneighborsClassifier,2,3,sgd,uniform,0.9076923076923077
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9294117647058824
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9113122171945701
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9158371040723982
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,12,invscaling,79,log2,8,10,randomForestClassifier,10,8,sgd,uniform,0.9104072398190045
relu,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.9158371040723982
tanh,auto,28,entropy,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,4,invscaling,11,log2,11,23,randomForestClassifier,10,6,lbfgs,distance,0.8877828054298642
relu,ball_tree,8,gini,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,invscaling,79,log2,8,19,nnClassifier,10,8,adam,uniform,0.5221719457013575
tanh,auto,20,gini,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.8796380090497737
tanh,auto,24,entropy,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,28,constant,88,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9384615384615385
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.930316742081448
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9294117647058824
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9294117647058824
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9276018099547512
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9158371040723982
relu,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.9158371040723982
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9113122171945701
tanh,auto,24,entropy,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,16,adaptive,64,sqrt,6,27,randomForestClassifier,8,6,sgd,uniform,0.9285067873303168
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9366515837104072
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,10,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9076923076923077
tanh,kd_tree,24,entropy,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,sgd,uniform,0.9239819004524887
tanh,kd_tree,24,entropy,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.9276018099547512
tanh,kd_tree,24,entropy,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.918552036199095
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,35,adaptive,80,auto,10,35,kneighborsClassifier,2,3,lbfgs,uniform,0.8886877828054298
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,28,constant,95,log2,8,7,kneighborsClassifier,3,8,sgd,distance,0.9339366515837104
logistic,brute,21,entropy,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,35,constant,80,auto,10,35,kneighborsClassifier,2,4,lbfgs,uniform,0.9031674208144796
tanh,kd_tree,24,entropy,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,28,constant,88,log2,8,7,kneighborsClassifier,3,8,adam,distance,0.9366515837104072
