activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.9239819004524887
identity,ball_tree,18,entropy,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,18,invscaling,86,log2,17,21,nnClassifier,3,5,sgd,uniform,0.4823529411764706
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.9330316742081448
logistic,brute,12,entropy,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,3,adaptive,22,log2,16,16,kneighborsClassifier,2,2,lbfgs,uniform,0.6361990950226244
logistic,auto,8,entropy,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,15,invscaling,60,sqrt,12,33,nnClassifier,3,2,adam,uniform,0.5176470588235295
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.9330316742081448
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9321266968325792
tanh,auto,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.92579185520362
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.9239819004524887
relu,ball_tree,15,entropy,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,10,constant,58,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.902262443438914
identity,ball_tree,16,entropy,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,33,constant,55,log2,20,17,randomForestClassifier,2,9,sgd,distance,0.8868778280542986
logistic,brute,13,entropy,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,21,adaptive,21,sqrt,18,15,kneighborsClassifier,6,7,sgd,uniform,0.8561085972850678
tanh,auto,9,entropy,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,4,constant,91,auto,19,11,kneighborsClassifier,9,4,lbfgs,distance,0.8153846153846154
logistic,ball_tree,29,gini,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,8,adaptive,41,auto,12,9,kneighborsClassifier,7,9,lbfgs,uniform,0.6823529411764706
logistic,brute,12,entropy,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,3,adaptive,22,log2,16,16,kneighborsClassifier,2,2,lbfgs,uniform,0.6361990950226244
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.9266968325791856
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9221719457013575
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.92579185520362
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,10,constant,69,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.9248868778280543
relu,ball_tree,15,entropy,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,33,constant,55,log2,20,17,randomForestClassifier,2,9,sgd,distance,0.9013574660633484
identity,ball_tree,16,entropy,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,21,adaptive,21,sqrt,18,15,kneighborsClassifier,6,7,sgd,uniform,0.8805429864253393
logistic,brute,13,entropy,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,4,constant,77,auto,19,11,kneighborsClassifier,9,4,lbfgs,distance,0.8805429864253393
tanh,auto,9,entropy,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,8,adaptive,41,auto,12,9,kneighborsClassifier,7,9,lbfgs,uniform,0.6687782805429864
logistic,ball_tree,29,gini,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,3,adaptive,22,log2,16,16,kneighborsClassifier,2,2,lbfgs,distance,0.6479638009049774
logistic,brute,12,entropy,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,kneighborsClassifier,8,9,sgd,uniform,0.7565610859728507
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.9330316742081448
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9321266968325792
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.9266968325791856
tanh,auto,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.92579185520362
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.92579185520362
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,10,constant,69,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.9248868778280543
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.9239819004524887
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9221719457013575
relu,ball_tree,15,entropy,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,10,constant,58,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.902262443438914
relu,ball_tree,15,entropy,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,33,constant,55,log2,20,17,randomForestClassifier,2,9,sgd,distance,0.9013574660633484
logistic,ball_tree,17,gini,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.930316742081448
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,15,invscaling,57,log2,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.9176470588235294
logistic,ball_tree,17,gini,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.9330316742081448
tanh,auto,12,gini,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,24,adaptive,65,sqrt,8,8,randomForestClassifier,6,8,adam,distance,0.893212669683258
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,10,constant,69,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.9266968325791856
logistic,auto,8,entropy,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.9266968325791856
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9294117647058824
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,10,constant,58,auto,19,4,randomForestClassifier,1,9,lbfgs,uniform,0.8995475113122172
relu,ball_tree,15,entropy,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,33,constant,55,log2,20,17,randomForestClassifier,2,9,sgd,distance,0.9013574660633484
relu,ball_tree,15,entropy,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,30,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.8895927601809954
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.9330316742081448
logistic,ball_tree,17,gini,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.9330316742081448
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9321266968325792
logistic,ball_tree,17,gini,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.930316742081448
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9294117647058824
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.9266968325791856
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,10,constant,69,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.9266968325791856
logistic,auto,8,entropy,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.9266968325791856
tanh,auto,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.92579185520362
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.92579185520362
logistic,ball_tree,17,gini,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.9266968325791856
logistic,ball_tree,17,gini,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9457013574660633
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9339366515837104
logistic,ball_tree,17,gini,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9230769230769231
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.934841628959276
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,10,constant,69,auto,19,4,randomForestClassifier,1,9,sgd,uniform,0.881447963800905
logistic,brute,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,20,adaptive,65,sqrt,18,8,randomForestClassifier,6,6,adam,distance,0.9203619909502262
logistic,auto,8,entropy,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,7,lbfgs,distance,0.9366515837104072
tanh,auto,12,gini,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.930316742081448
logistic,ball_tree,12,gini,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,nnClassifier,8,9,sgd,uniform,0.56289592760181
logistic,ball_tree,17,gini,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9457013574660633
logistic,auto,8,entropy,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,7,lbfgs,distance,0.9366515837104072
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.934841628959276
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9339366515837104
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,8,19,randomForestClassifier,8,9,sgd,uniform,0.9330316742081448
logistic,ball_tree,17,gini,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,invscaling,55,auto,17,32,randomForestClassifier,8,2,lbfgs,distance,0.9330316742081448
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9321266968325792
logistic,ball_tree,17,gini,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.930316742081448
tanh,auto,12,gini,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,adam,distance,0.930316742081448
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9294117647058824
logistic,ball_tree,17,gini,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,7,lbfgs,distance,0.9384615384615385
logistic,auto,8,gini,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,30,kneighborsClassifier,1,3,lbfgs,uniform,0.930316742081448
logistic,auto,8,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.934841628959276
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,15,invscaling,54,auto,20,19,randomForestClassifier,8,9,sgd,uniform,0.9248868778280543
logistic,ball_tree,17,gini,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,invscaling,55,auto,18,32,randomForestClassifier,8,2,lbfgs,distance,0.9294117647058824
logistic,ball_tree,17,gini,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9312217194570136
logistic,kd_tree,13,gini,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9339366515837104
logistic,ball_tree,17,gini,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,21,adaptive,65,sqrt,8,8,randomForestClassifier,6,6,lbfgs,distance,0.930316742081448
tanh,auto,12,gini,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2,invscaling,55,auto,17,32,randomForestClassifier,8,5,lbfgs,distance,0.9248868778280543
logistic,auto,11,entropy,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,8,invscaling,57,sqrt,14,8,kneighborsClassifier,1,3,lbfgs,uniform,0.9285067873303168
