,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
16,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.2454212454212454,ok,13.419657147023827
17,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,11.0,None,None,None,None,None,None,9.0,None,distance,0.826007326007326,ok,13.484780482947826
18,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,nnClassifier,relu,None,29.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.003663003663003663,ok,22.80485752108507
19,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,nnClassifier,identity,None,29.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.21245421245421245,ok,23.505238184006885
20,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,39,auto,6,40,None,None,None,None,0.9798534798534798,ok,24.76115040993318
21,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,12,auto,9,40,None,None,None,None,0.978021978021978,ok,26.264251725981012
22,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,29,log2,8,40,None,None,None,None,0.9743589743589743,ok,27.603977848077193
23,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,2,auto,7,34,None,None,None,None,0.836996336996337,ok,28.19419170403853
24,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,33,sqrt,13,4,None,None,None,None,0.9798534798534798,ok,29.68091328209266
25,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,39,sqrt,20,3,None,None,None,None,0.9743589743589743,ok,30.89572558994405
26,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,70,sqrt,14,3,None,None,None,None,0.9761904761904762,ok,32.41589445597492
27,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,92,sqrt,14,10,None,None,None,None,0.9816849816849816,ok,33.655319195007905
28,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,97,sqrt,17,10,None,None,None,None,0.9798534798534798,ok,34.85117495502345
29,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,98,sqrt,19,10,None,None,None,None,0.978021978021978,ok,36.03319015796296
30,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,86,sqrt,11,7,None,None,None,None,0.9798534798534798,ok,37.53325595892966
31,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,84,sqrt,12,10,None,None,None,None,0.978021978021978,ok,38.393136241007596
32,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,93,sqrt,17,14,None,None,None,None,0.9798534798534798,ok,39.59168481989764
33,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99,sqrt,17,13,None,None,None,None,0.9816849816849816,ok,40.921847014920786
34,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,69,sqrt,16,25,None,None,None,None,0.9798534798534798,ok,42.14031187002547
35,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,89,sqrt,19,22,None,None,None,None,0.9761904761904762,ok,42.95484732394107
36,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,nnClassifier,tanh,None,8.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.37362637362637363,ok,70.63391204201616
37,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,77,sqrt,17,14,None,None,None,None,0.9816849816849816,ok,71.83580037904903
38,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,76,sqrt,14,7,None,None,None,None,0.9816849816849816,ok,73.04776011011563
39,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,54,sqrt,13,6,None,None,None,None,0.9340659340659341,ok,74.49863613210618
40,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,nnClassifier,logistic,None,9.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.30036630036630035,ok,99.19115160102956
41,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,62,sqrt,19,14,None,None,None,None,0.9157509157509157,ok,100.11940770992078
42,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,30.0,None,None,None,None,None,None,4.0,None,uniform,0.8626373626373627,ok,100.19481587596238
43,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,79,log2,15,7,None,None,None,None,0.9816849816849816,ok,101.44947476196103
44,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,79,log2,9,7,None,None,None,None,0.9322344322344323,ok,102.91856600204483
45,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,4.0,None,uniform,0.8571428571428571,ok,103.00471599306911
46,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,nnClassifier,tanh,None,22.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,0.30036630036630035,ok,106.45906209992245
47,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,51,log2,16,22,None,None,None,None,0.8937728937728938,ok,107.18989142798819
48,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,6.0,None,uniform,0.8498168498168498,ok,107.28501713601872
49,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,nnClassifier,relu,None,24.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.3315018315018315,ok,119.70078041101806
50,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,69,log2,15,17,None,None,None,None,0.9798534798534798,ok,120.85348688811064
51,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,10.0,None,distance,0.9120879120879121,ok,120.93125767703168
52,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,61,log2,10,5,None,None,None,None,0.9835164835164835,ok,121.79540978907607
53,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,nnClassifier,logistic,None,13.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.0,ok,138.98488894291222
54,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,43,log2,10,5,None,None,None,None,0.9706959706959707,ok,139.91050742799416
55,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,3.0,None,uniform,0.8974358974358975,ok,140.00133065506816
56,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,26,log2,5,11,None,None,None,None,0.9871794871794872,ok,140.90094587090425
57,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,23,log2,3,21,None,None,None,None,0.9194139194139194,ok,141.93164889793843
58,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,nnClassifier,relu,None,26.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.32234432234432236,ok,153.6005218171049
59,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,5,log2,6,2,None,None,None,None,0.9505494505494505,ok,154.26290232199244
60,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,6.0,None,distance,0.9175824175824175,ok,154.33006818406284
61,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,46,log2,3,31,None,None,None,None,0.9285714285714286,ok,155.32811772893183
62,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,25,log2,5,19,None,None,None,None,0.9853479853479854,ok,156.21841618302278
63,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,nnClassifier,tanh,None,20.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.32967032967032966,ok,159.79493146110326
64,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,21,auto,5,19,None,None,None,None,0.9688644688644689,ok,160.69688607892022
65,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,8,log2,2,25,None,None,None,None,0.9798534798534798,ok,161.56007580691949
66,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,28,log2,5,12,None,None,None,None,0.989010989010989,ok,162.4684561220929
67,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,26,log2,5,19,None,None,None,None,0.9853479853479854,ok,163.36120920698158
68,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,16,log2,2,16,None,None,None,None,0.989010989010989,ok,164.26054134592414
69,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,18,log2,2,15,None,None,None,None,0.989010989010989,ok,165.1607689349912
70,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,17,log2,2,16,None,None,None,None,0.9871794871794872,ok,166.06265457393602
71,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,33,auto,3,12,None,None,None,None,0.9908424908424909,ok,166.95852740411647
72,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,34,auto,3,16,None,None,None,None,0.9871794871794872,ok,167.8550094459206
73,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,11,auto,7,24,None,None,None,None,0.9853479853479854,ok,168.71625880594365
74,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,19,auto,4,16,None,None,None,None,0.989010989010989,ok,169.60969734401442
75,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,39,auto,4,28,None,None,None,None,0.9853479853479854,ok,170.49751565605402
76,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,46,auto,8,12,None,None,None,None,0.9835164835164835,ok,171.44983785110526
77,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,1.0,None,uniform,0.9285714285714286,ok,171.55018804897554
78,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,2,auto,3,9,None,None,None,None,0.8406593406593407,ok,172.0267251569312
79,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,31,auto,4,18,None,None,None,None,0.9377289377289377,ok,173.04559871088713
80,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,nnClassifier,logistic,None,12.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.0,ok,175.01716184592806
81,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,12,auto,2,9,None,None,None,None,0.9908424908424909,ok,175.91455604694784
82,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,11,auto,6,8,None,None,None,None,0.9633699633699634,ok,176.79735513799824
83,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,5.0,None,distance,0.8626373626373627,ok,176.8827753579244
84,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,6,auto,2,12,None,None,None,None,0.9725274725274725,ok,177.6014459009748
85,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,36,auto,7,9,None,None,None,None,0.9871794871794872,ok,178.5014180119615
86,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,nnClassifier,logistic,None,18.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.36996336996337,ok,181.23456216300838
87,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,28,auto,6,2,None,None,None,None,0.9688644688644689,ok,182.22418583510444
88,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,9.0,None,uniform,0.8113553113553114,ok,182.33717072592117
89,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,31,auto,8,4,None,None,None,None,0.9853479853479854,ok,183.2354983270634
90,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,54,auto,3,37,None,None,None,None,0.9816849816849816,ok,184.12976823491044
91,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,14,auto,12,12,None,None,None,None,0.9816849816849816,ok,184.9993108890485
92,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,nnClassifier,tanh,None,25.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.016483516483516484,ok,197.5873783470597
93,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,41,auto,8,9,None,None,None,None,0.9853479853479854,ok,198.48726831795648
94,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,7.0,None,uniform,0.8864468864468864,ok,198.59521382395178
95,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,21,auto,4,14,None,None,None,None,0.989010989010989,ok,199.51267254399136
96,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,36,auto,9,14,None,None,None,None,0.9688644688644689,ok,200.4104671070818
97,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,1,auto,7,5,None,None,None,None,0.9340659340659341,ok,201.4299443240743
98,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,nnClassifier,relu,None,32.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.08424908424908426,ok,210.11923784390092
99,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,13,auto,4,20,None,None,None,None,0.9853479853479854,ok,211.00975400209427
