activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,21,entropy,1,0,0,0,1,36,adaptive,22,auto,20,11,randomForestClassifier,8,9,sgd,distance,0.7870370370370371
relu,auto,8,gini,1,0,0,0,1,29,adaptive,46,log2,18,28,randomForestClassifier,4,4,lbfgs,uniform,0.7814814814814814
relu,kd_tree,27,gini,0,0,0,0,1,29,constant,11,auto,8,30,randomForestClassifier,8,3,adam,distance,0.7685185185185185
relu,auto,14,gini,0,0,1,1,0,11,invscaling,76,log2,11,19,kneighborsClassifier,3,2,lbfgs,distance,0.7648148148148148
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
logistic,kd_tree,19,entropy,1,1,1,1,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8722222222222222
logistic,brute,10,entropy,1,1,0,0,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8537037037037037
relu,ball_tree,31,entropy,1,0,0,1,1,7,constant,10,sqrt,9,23,randomForestClassifier,7,8,lbfgs,distance,0.8462962962962963
relu,brute,15,gini,1,1,0,1,0,26,adaptive,67,auto,3,11,randomForestClassifier,4,3,sgd,uniform,0.8537037037037037
logistic,kd_tree,22,entropy,1,1,0,0,0,36,adaptive,22,auto,20,11,randomForestClassifier,8,9,sgd,distance,0.8111111111111111
relu,auto,23,entropy,1,0,0,0,1,29,adaptive,46,log2,18,28,randomForestClassifier,4,4,lbfgs,uniform,0.7833333333333333
relu,kd_tree,8,gini,1,0,0,0,1,29,constant,11,auto,9,30,randomForestClassifier,8,3,adam,distance,0.7851851851851852
relu,kd_tree,27,gini,0,0,0,0,1,11,invscaling,76,log2,11,19,nnClassifier,3,2,lbfgs,distance,0.6962962962962963
relu,auto,14,gini,0,0,1,1,0,25,adaptive,28,auto,5,21,randomForestClassifier,5,10,sgd,uniform,0.8018518518518518
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8981481481481481
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
logistic,kd_tree,19,entropy,1,1,1,1,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8722222222222222
logistic,brute,10,entropy,1,1,0,0,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8537037037037037
relu,brute,15,gini,1,1,0,1,0,26,adaptive,67,auto,3,11,randomForestClassifier,4,3,sgd,uniform,0.8537037037037037
logistic,kd_tree,19,entropy,1,0,1,1,0,36,constant,16,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8518518518518519
logistic,brute,10,entropy,1,1,0,0,1,14,invscaling,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8518518518518519
relu,ball_tree,31,entropy,1,0,0,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8462962962962963
relu,ball_tree,31,entropy,1,0,0,1,1,7,constant,10,sqrt,9,23,randomForestClassifier,7,8,lbfgs,distance,0.8462962962962963
relu,brute,15,gini,1,1,0,1,0,7,constant,10,sqrt,9,23,randomForestClassifier,7,8,sgd,distance,0.8388888888888889
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,0,14,adaptive,56,sqrt,19,18,nnClassifier,6,2,sgd,distance,0.562962962962963
logistic,auto,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
logistic,brute,10,entropy,1,1,0,0,0,26,adaptive,67,auto,3,11,randomForestClassifier,4,3,sgd,uniform,0.7981481481481482
relu,brute,15,gini,1,1,0,1,0,36,constant,16,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.825925925925926
logistic,brute,19,entropy,1,0,1,1,0,14,invscaling,56,sqrt,19,21,randomForestClassifier,6,2,sgd,distance,0.8444444444444444
logistic,brute,10,entropy,1,1,0,0,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8537037037037037
relu,ball_tree,31,entropy,1,1,0,1,0,7,constant,10,sqrt,9,23,randomForestClassifier,7,8,lbfgs,distance,0.8388888888888889
relu,ball_tree,31,entropy,1,0,0,1,0,7,constant,10,sqrt,20,23,randomForestClassifier,7,8,sgd,distance,0.8166666666666667
relu,brute,15,gini,1,1,0,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8777777777777778
logistic,auto,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8981481481481481
relu,brute,15,gini,1,1,0,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8777777777777778
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
logistic,kd_tree,19,entropy,1,1,1,1,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8722222222222222
logistic,brute,10,entropy,1,1,0,0,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8537037037037037
relu,brute,15,gini,1,1,0,1,0,26,adaptive,67,auto,3,11,randomForestClassifier,4,3,sgd,uniform,0.8537037037037037
logistic,brute,10,entropy,1,1,0,0,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.8537037037037037
logistic,kd_tree,19,entropy,1,0,1,1,0,36,constant,16,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8518518518518519
logistic,auto,19,entropy,1,1,1,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.9074074074074074
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,33,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8981481481481481
relu,brute,15,gini,1,1,0,1,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8629629629629629
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8592592592592593
logistic,kd_tree,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
logistic,brute,10,entropy,1,1,0,0,0,26,adaptive,67,auto,3,11,randomForestClassifier,4,3,sgd,uniform,0.7981481481481482
relu,brute,23,gini,1,1,0,1,1,4,constant,48,sqrt,11,38,randomForestClassifier,8,1,adam,distance,0.8703703703703703
logistic,brute,10,entropy,1,1,0,0,0,36,constant,16,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8037037037037037
logistic,kd_tree,19,entropy,0,0,1,1,1,14,constant,48,sqrt,3,38,randomForestClassifier,6,1,adam,distance,0.8351851851851851
logistic,auto,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
logistic,kd_tree,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
logistic,auto,19,entropy,1,1,1,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.9074074074074074
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8981481481481481
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,33,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8981481481481481
relu,brute,15,gini,1,1,0,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.8777777777777778
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
logistic,kd_tree,19,entropy,1,1,1,1,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8722222222222222
logistic,brute,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
logistic,kd_tree,22,entropy,1,1,1,1,1,25,adaptive,28,log2,5,21,randomForestClassifier,5,10,sgd,distance,0.9074074074074074
logistic,auto,19,entropy,1,1,1,1,1,27,adaptive,28,log2,5,21,randomForestClassifier,5,1,sgd,distance,0.9074074074074074
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,33,log2,5,21,randomForestClassifier,5,8,adam,distance,0.8981481481481481
tanh,ball_tree,17,entropy,1,1,1,0,1,25,adaptive,1,log2,13,21,randomForestClassifier,5,10,sgd,distance,0.8925925925925926
identity,brute,15,gini,1,1,0,1,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8629629629629629
tanh,ball_tree,17,entropy,0,1,1,0,1,36,constant,31,log2,2,32,kneighborsClassifier,7,7,adam,uniform,0.8425925925925926
tanh,ball_tree,17,entropy,1,1,1,0,1,36,constant,31,sqrt,2,32,kneighborsClassifier,7,7,adam,uniform,0.8759259259259259
tanh,ball_tree,17,entropy,1,1,1,0,0,14,adaptive,56,sqrt,19,18,randomForestClassifier,6,2,sgd,distance,0.8592592592592593
logistic,kd_tree,19,entropy,1,1,1,1,1,4,constant,48,sqrt,3,38,randomForestClassifier,8,1,adam,distance,0.9092592592592592
