activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,12,gini,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,24,adaptive,64,sqrt,2,21,nnClassifier,2,5,adam,distance,0.13071895424836602,177.88844015193172
tanh,auto,28,gini,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,33,constant,25,sqrt,9,17,kneighborsClassifier,4,5,sgd,uniform,0.5392156862745098,177.88854129100218
tanh,kd_tree,25,gini,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,27,constant,52,auto,14,10,randomForestClassifier,2,2,adam,uniform,0.565359477124183,177.88862614007667
tanh,brute,11,gini,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,25,adaptive,35,sqrt,3,20,randomForestClassifier,3,2,sgd,uniform,0.5915032679738562,177.8887105891481
relu,ball_tree,20,gini,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,16,invscaling,37,sqrt,3,24,randomForestClassifier,5,2,sgd,distance,0.5702614379084967,177.8887946079485
tanh,auto,23,gini,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,25,constant,25,sqrt,14,34,kneighborsClassifier,3,2,sgd,distance,0.5669934640522876,177.8888779161498
tanh,brute,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,82,sqrt,5,7,kneighborsClassifier,4,4,adam,uniform,0.5277777777777778,177.88896078499965
tanh,ball_tree,13,gini,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,12,invscaling,87,sqrt,12,9,randomForestClassifier,4,4,adam,distance,0.5620915032679739,177.8890439539682
tanh,brute,14,gini,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,25,adaptive,62,sqrt,12,20,nnClassifier,4,6,adam,distance,0.16013071895424835,177.88912780303508
tanh,auto,17,gini,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,31,invscaling,13,auto,14,19,kneighborsClassifier,5,4,adam,uniform,0.5506535947712419,177.88922013202682
tanh,ball_tree,14,gini,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,21,adaptive,44,sqrt,3,30,kneighborsClassifier,4,5,adam,distance,0.5800653594771242,177.8893038809765
tanh,ball_tree,29,gini,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,26,constant,42,sqrt,14,19,kneighborsClassifier,4,3,sgd,uniform,0.5359477124183006,177.88938729907386
tanh,auto,26,gini,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,32,invscaling,58,auto,4,32,randomForestClassifier,8,5,sgd,distance,0.5800653594771242,177.88947015814483
tanh,auto,13,gini,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,30,adaptive,43,auto,13,19,nnClassifier,3,2,sgd,uniform,0.14705882352941177,177.8895530269947
tanh,ball_tree,28,gini,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,13,adaptive,73,auto,9,7,kneighborsClassifier,4,3,adam,distance,0.5849673202614379,177.889636276057
tanh,kd_tree,11,gini,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,22,constant,92,sqrt,15,32,nnClassifier,6,2,adam,distance,0.12418300653594772,177.8897196049802
tanh,kd_tree,13,gini,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,24,invscaling,43,auto,2,26,kneighborsClassifier,3,5,sgd,distance,0.5816993464052288,177.88980306405574
tanh,kd_tree,22,gini,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,16,auto,6,28,nnClassifier,3,2,adam,uniform,0.12581699346405228,177.88988593313843
