activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,brute,12,gini,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,25,adaptive,90,sqrt,12,20,kneighborsClassifier,5,9,adam,distance,0.5555555555555556,154.46298209391534
relu,brute,20,gini,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,5,invscaling,88,sqrt,14,7,kneighborsClassifier,7,7,adam,distance,0.5130718954248366,154.46310242288746
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,14,invscaling,83,auto,8,18,kneighborsClassifier,6,7,adam,distance,0.553921568627451,154.46319195185788
relu,ball_tree,26,gini,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,14,invscaling,45,auto,14,36,kneighborsClassifier,8,6,adam,distance,0.5294117647058824,154.46327962097712
relu,ball_tree,27,gini,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,27,adaptive,32,sqrt,15,15,nnClassifier,6,10,adam,distance,0.17320261437908496,154.4633678898681
relu,auto,26,gini,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,5,constant,93,auto,12,17,nnClassifier,4,6,adam,distance,0.15196078431372548,154.4634550488554
relu,brute,10,gini,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,6,invscaling,39,sqrt,8,12,kneighborsClassifier,6,10,adam,distance,0.5800653594771242,154.46354203787632
relu,brute,26,gini,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,adaptive,48,sqrt,12,14,kneighborsClassifier,6,10,adam,distance,0.5849673202614379,154.46362828696147
relu,ball_tree,26,gini,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,23,invscaling,61,auto,12,12,kneighborsClassifier,1,9,adam,distance,0.5310457516339869,154.46371431578882
relu,kd_tree,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,29,adaptive,38,sqrt,16,8,kneighborsClassifier,6,8,adam,distance,0.5326797385620915,154.4638003059663
