,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,7,None,None,None,None,None,None,6,None,uniform,0.9915522703273495,ok,11.6161529768724
11,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,38,None,None,None,None,None,None,5,None,distance,0.989440337909187,ok,11.683550505898893
12,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,log2,2.0,28.0,None,None,None,None,0.9936642027455121,ok,12.302967119030654
13,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,19.706634180853143
14,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,nnClassifier,tanh,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,20.269898992031813
15,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,75.0,log2,17.0,35.0,None,None,None,None,0.9936642027455121,ok,20.784457025816664
16,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,nnClassifier,tanh,None,30.0,None,None,constant,None,None,None,None,8.0,None,adam,None,1.0,ok,24.40258815791458
17,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,kneighborsClassifier,None,auto,None,None,19,None,None,None,None,None,None,6,None,distance,0.9926082365364308,ok,24.468640682986006
18,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,nnClassifier,relu,None,28.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,24.780778110958636
19,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,80.0,log2,15.0,7.0,None,None,None,None,0.9936642027455121,ok,25.366431480040774
20,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,nnClassifier,tanh,None,10.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,31.47906238795258
21,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,nnClassifier,tanh,None,18.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,32.047035224037245
22,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,nnClassifier,tanh,None,19.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,32.589219304034486
23,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,nnClassifier,tanh,None,18.0,None,None,constant,None,None,None,None,10.0,None,adam,None,1.0,ok,37.394087633816525
24,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,10.0,None,adam,None,1.0,ok,40.73802462290041
25,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,nnClassifier,relu,None,13.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,40.97323531284928
26,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,nnClassifier,relu,None,15.0,None,None,constant,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,41.30432804883458
27,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,logistic,None,32.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,51.07924981089309
28,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,nnClassifier,logistic,None,9.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,1.0,ok,71.29463469795883
29,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,nnClassifier,identity,None,23.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,71.52812413102947
30,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,nnClassifier,logistic,None,24.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,1.0,ok,88.27070162794553
31,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,1.0,ok,92.68956000288017
32,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,17,None,None,None,None,None,None,9,None,distance,0.9904963041182682,ok,92.87559315701947
33,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,nnClassifier,relu,None,15.0,None,None,constant,None,None,None,None,8.0,None,adam,None,1.0,ok,96.01474635698833
34,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,nnClassifier,logistic,None,29.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,1.0,ok,100.90358129492961
35,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,10,None,distance,0.9915522703273495,ok,101.10335523891263
36,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,nnClassifier,identity,None,23.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,1.0,ok,103.67633463302627
37,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,nnClassifier,relu,None,27.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,104.01568697881885
38,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,7.0,sqrt,7.0,3.0,None,None,None,None,0.9936642027455121,ok,104.52839020593092
39,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,1,None,distance,0.9926082365364308,ok,104.70287024299614
40,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,nnClassifier,logistic,None,10.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,1.0,ok,127.0487946360372
41,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,1.0,auto,7.0,18.0,None,None,None,None,0.9936642027455121,ok,127.65040422184393
42,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,11,None,None,None,None,None,None,4,None,distance,0.9915522703273495,ok,127.84865979384631
43,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,nnClassifier,relu,None,17.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,128.17395703285
44,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,29.0,sqrt,2.0,23.0,None,None,None,None,0.9936642027455121,ok,128.8032830178272
45,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,nnClassifier,tanh,None,21.0,None,None,constant,None,None,None,None,2.0,None,adam,None,1.0,ok,135.1723407448735
46,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,nnClassifier,tanh,None,20.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,1.0,ok,135.76874423399568
47,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,9,None,uniform,0.9915522703273495,ok,135.99269582983106
48,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,22.0,auto,9.0,11.0,None,None,None,None,0.9936642027455121,ok,136.58146879682317
49,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,nnClassifier,logistic,None,12.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,151.1614659440238
50,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,nnClassifier,relu,None,16.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,1.0,ok,154.1517456548754
51,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,14,None,None,None,None,None,None,8,None,uniform,0.9915522703273495,ok,154.290393197909
52,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,nnClassifier,identity,None,12.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,1.0,ok,158.17161643481813
53,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,43.0,log2,20.0,20.0,None,None,None,None,0.9936642027455121,ok,158.72028539702296
54,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,nnClassifier,relu,None,27.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,159.0284618269652
55,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,logistic,None,32.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,1.0,ok,165.30119874188676
56,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,identity,None,8.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,170.3545266080182
57,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,58.0,log2,5.0,4.0,None,None,None,None,0.9936642027455121,ok,170.9400892429985
58,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,1,None,distance,0.9936642027455121,ok,171.06698431191035
59,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,nnClassifier,identity,None,21.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,1.0,ok,173.77526188082993
60,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,nnClassifier,identity,None,26.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,174.02365088183433
61,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,nnClassifier,logistic,None,24.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,1.0,ok,190.68139679403976
62,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,18.0,sqrt,11.0,31.0,None,None,None,None,0.9936642027455121,ok,191.21573263197206
63,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,nnClassifier,tanh,None,30.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,1.0,ok,194.64881697203964
64,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,kneighborsClassifier,None,auto,None,None,3,None,None,None,None,None,None,4,None,distance,0.9936642027455121,ok,194.84544332395308
65,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,logistic,None,16.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,1.0,ok,202.2381189269945
66,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,logistic,None,15.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,1.0,ok,210.00097589893267
67,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,1.0,ok,210.23496262403205
68,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,nnClassifier,identity,None,10.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,1.0,ok,214.5848120560404
69,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,nnClassifier,logistic,None,23.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,215.0192321620416
70,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,nnClassifier,logistic,None,30.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,1.0,ok,230.65938004595228
71,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,nnClassifier,identity,None,31.0,None,None,invscaling,None,None,None,None,5.0,None,sgd,None,1.0,ok,233.45834305486642
72,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,nnClassifier,identity,None,24.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,1.0,ok,241.60204888600856
73,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,nnClassifier,relu,None,19.0,None,None,constant,None,None,None,None,8.0,None,adam,None,1.0,ok,244.31376185594127
74,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,nnClassifier,relu,None,22.0,None,None,constant,None,None,None,None,8.0,None,adam,None,1.0,ok,246.70116457389668
75,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,nnClassifier,relu,None,29.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,1.0,ok,248.774809676921
76,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,nnClassifier,relu,None,26.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,1.0,ok,251.1368317718152
77,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,1.0,ok,263.3267258219421
78,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,10,None,uniform,0.9904963041182682,ok,263.5015329020098
79,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,35.0,auto,11.0,40.0,None,None,None,None,0.9936642027455121,ok,264.1239873028826
80,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,nnClassifier,identity,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,266.2706460459158
81,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,nnClassifier,relu,None,27.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,1.0,ok,275.16054048296064
82,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,nnClassifier,identity,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,1.0,ok,283.05691224802285
83,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,2,None,uniform,0.9926082365364308,ok,283.20563824498095
84,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,12.0,auto,4.0,15.0,None,None,None,None,0.9936642027455121,ok,283.7931339859497
85,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,nnClassifier,logistic,None,31.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,284.20920281182043
86,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,284.6825580589939
87,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,nnClassifier,relu,None,17.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,285.01276952400804
88,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,285.4144029568415
89,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,8,None,distance,0.9926082365364308,ok,285.52300000493415
90,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,95.0,log2,19.0,25.0,None,None,None,None,0.9936642027455121,ok,286.0792141070124
91,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,nnClassifier,tanh,None,21.0,None,None,constant,None,None,None,None,10.0,None,adam,None,1.0,ok,290.1335143749602
92,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,nnClassifier,tanh,None,14.0,None,None,constant,None,None,None,None,3.0,None,adam,None,1.0,ok,296.37093511084095
93,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,296.9851003449876
94,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,1.0,ok,304.4199686849024
95,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,63.0,sqrt,9.0,7.0,None,None,None,None,0.9936642027455121,ok,304.97510863794014
