,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
84,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,nnClassifier,tanh,None,18.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.9989440337909187,ok,430.112221354153
85,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,1.0,auto,18.0,22.0,None,None,None,None,0.9947201689545935,ok,430.65969406906515
86,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,nnClassifier,logistic,None,14.0,None,None,constant,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,431.17190077900887
87,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,4,None,distance,0.9947201689545935,ok,431.2950654469896
88,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,nnClassifier,relu,None,9.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,1.0,ok,436.3205260911491
89,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,nnClassifier,relu,None,21.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,1.0,ok,439.17850083997473
90,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,94.0,auto,12.0,14.0,None,None,None,None,0.9947201689545935,ok,439.71237141499296
91,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,nnClassifier,identity,None,25.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,1.0,ok,441.819092058111
92,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,nnClassifier,relu,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,444.08436233201064
93,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,nnClassifier,identity,None,30.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,1.0,ok,444.41474345116876
94,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,15,None,None,None,None,None,None,6,None,uniform,0.9947201689545935,ok,444.53383730212227
95,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,nnClassifier,identity,None,27.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,1.0,ok,446.60027609812096
96,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,87.0,log2,15.0,37.0,None,None,None,None,0.9947201689545935,ok,447.1599555860739
97,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,nnClassifier,tanh,None,20.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,1.0,ok,462.1366597439628
98,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,nnClassifier,logistic,None,29.0,None,None,constant,None,None,None,None,10.0,None,adam,None,1.0,ok,465.998479595175
99,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,kneighborsClassifier,None,auto,None,None,34,None,None,None,None,None,None,1,None,distance,0.9926082365364308,ok,466.12600423698314
