,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
23,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,nnClassifier,relu,None,18.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,1.0,ok,36.35573167190887
24,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,nnClassifier,logistic,None,9.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,36.78586248285137
25,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,nnClassifier,tanh,None,18.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,1.0,ok,40.91820976091549
26,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,nnClassifier,relu,None,21.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,41.35097887297161
27,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,nnClassifier,relu,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,41.66337213781662
28,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,23.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,41.99085041391663
29,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,nnClassifier,relu,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,42.31666341982782
30,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,42.55639238283038
31,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,32.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,42.8440970859956
32,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,3.0,log2,3.0,24.0,None,None,None,None,0.989440337909187,ok,43.32550970604643
33,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,43.66517144604586
34,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,44.15021119895391
35,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,9.0,4.0,None,None,None,None,0.9926082365364308,ok,44.721879004035145
36,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,nnClassifier,identity,None,13.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,48.23077377700247
37,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,nnClassifier,identity,None,14.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,51.68953205901198
38,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,30.0,auto,13.0,21.0,None,None,None,None,0.9926082365364308,ok,52.23269740282558
39,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,nnClassifier,identity,None,29.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,54.37691344902851
40,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,nnClassifier,identity,None,30.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,1.0,ok,56.624779872829095
41,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,nnClassifier,identity,None,15.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,59.80463988799602
42,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,39.0,log2,6.0,40.0,None,None,None,None,0.9926082365364308,ok,60.39148370292969
43,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,nnClassifier,logistic,None,11.0,None,None,constant,None,None,None,None,10.0,None,adam,None,1.0,ok,67.33542088698596
44,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,nnClassifier,logistic,None,16.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,1.0,ok,73.22506322688423
45,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,4.0,sqrt,16.0,14.0,None,None,None,None,0.989440337909187,ok,73.7470996028278
46,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,nnClassifier,identity,None,26.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,1.0,ok,81.2997100870125
47,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,nnClassifier,logistic,None,10.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,1.0,ok,81.71549591398798
48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,kneighborsClassifier,None,auto,None,None,30,None,None,None,None,None,None,5,None,uniform,0.9926082365364308,ok,81.92466884385794
49,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,nnClassifier,logistic,None,8.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,82.35457706893794
50,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,4,None,None,None,None,None,None,6,None,uniform,0.9926082365364308,ok,82.57322119385935
51,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,100.0,auto,6.0,27.0,None,None,None,None,0.9926082365364308,ok,83.1322155050002
52,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,nnClassifier,tanh,None,21.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,1.0,ok,87.89916059700772
53,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,5,None,distance,0.9947201689545935,ok,88.11202322598547
54,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,nnClassifier,tanh,None,20.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,93.34642822598107
55,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,nnClassifier,tanh,None,24.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,1.0,ok,97.40963572799228
56,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,53.0,log2,13.0,3.0,None,None,None,None,0.9926082365364308,ok,98.0148542970419
57,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,7,None,distance,0.9936642027455121,ok,98.23028493882157
58,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,nnClassifier,relu,None,26.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,98.53743104101159
59,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,nnClassifier,relu,None,25.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,98.87253982783295
60,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,nnClassifier,relu,None,21.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,99.36550171789713
61,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,kneighborsClassifier,None,brute,None,None,4,None,None,None,None,None,None,4,None,uniform,0.9926082365364308,ok,99.60035587893799
62,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,nnClassifier,relu,None,16.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,1.0,ok,99.83564327191561
63,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,84.0,sqrt,19.0,40.0,None,None,None,None,0.989440337909187,ok,100.41941763903014
64,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,tanh,None,19.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,1.0,ok,106.4502030890435
65,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,1.0,ok,111.24477389687672
66,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,nnClassifier,tanh,None,21.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,111.78948361100629
67,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,30.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,112.15162914781831
68,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,112.44390994985588
69,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,1.0,ok,112.92109679593705
70,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,nnClassifier,logistic,None,31.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,113.36738264095038
71,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,nnClassifier,logistic,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,113.81197052588686
72,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,nnClassifier,relu,None,23.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,114.12044188496657
73,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,nnClassifier,identity,None,13.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,1.0,ok,117.74518986884505
74,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,nnClassifier,identity,None,9.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,1.0,ok,122.7957654048223
75,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,nnClassifier,identity,None,13.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,126.57237126189284
76,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,35,None,None,None,None,None,None,9,None,distance,0.9947201689545935,ok,126.7839692728594
77,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,27.0,log2,5.0,16.0,None,None,None,None,0.9926082365364308,ok,127.39926463994198
78,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,nnClassifier,tanh,None,20.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,1.0,ok,132.235093601048
79,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,nnClassifier,identity,None,13.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,136.0346969119273
80,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,nnClassifier,identity,None,12.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,1.0,ok,139.8896812000312
81,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,nnClassifier,identity,None,14.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,1.0,ok,143.56211067200638
82,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,7,None,uniform,0.9926082365364308,ok,143.7021563379094
83,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,11.0,auto,8.0,29.0,None,None,None,None,0.9926082365364308,ok,144.3288781880401
84,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,1.0,ok,150.8970448009204
85,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,nnClassifier,logistic,None,28.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,1.0,ok,157.5931554660201
86,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,1.0,ok,158.02105340198614
87,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,nnClassifier,relu,None,25.0,None,None,constant,None,None,None,None,7.0,None,adam,None,1.0,ok,160.30582163482904
88,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,4,None,distance,0.9947201689545935,ok,160.62813011487015
89,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,42.0,sqrt,15.0,7.0,None,None,None,None,0.9926082365364308,ok,161.24411426484585
90,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,161.70326638198458
91,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,nnClassifier,identity,None,10.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,1.0,ok,166.05317127984017
92,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,nnClassifier,identity,None,30.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,1.0,ok,168.25453157303855
93,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,1.0,ok,172.82928855600767
94,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,9,None,uniform,0.9915522703273495,ok,173.08263001102023
95,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,65.0,sqrt,20.0,18.0,None,None,None,None,0.989440337909187,ok,173.64400094584562
