,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
0,1,1,0,nnClassifier,relu,None,23,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.9389312977099237,ok,3.228391816141084
1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,45.0,log2,9.0,19.0,None,None,None,None,0.95092693565976,ok,4.218573490157723
2,1,1,1,nnClassifier,logistic,None,18,None,None,invscaling,None,None,None,None,2,None,adam,None,0.9389312977099237,ok,16.323486383073032
3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
4,1,1,0,randomForestClassifier,None,None,None,gini,None,None,8.0,auto,17.0,26.0,None,None,None,None,0.9531079607415486,ok,17.146253656130284
5,0,1,0,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,5.0,None,uniform,0.9531079607415486,ok,17.216557512059808
6,0,0,1,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,4.0,None,distance,0.9280261723009815,ok,17.43488634005189
7,1,1,0,nnClassifier,tanh,None,19,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.9389312977099237,ok,17.784230820136145
8,1,0,1,nnClassifier,tanh,None,31,None,None,invscaling,None,None,None,None,9,None,lbfgs,None,0.9367502726281353,ok,23.731686195125803
9,0,0,1,randomForestClassifier,None,None,None,gini,None,None,71.0,log2,13.0,20.0,None,None,None,None,0.9531079607415486,ok,24.66164641501382
10,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,56.0,auto,18.0,34.0,None,None,None,None,0.9531079607415486,ok,25.76629610406235
11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
12,1,1,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,9.0,None,distance,0.9498364231188658,ok,25.797060793964192
13,1,1,0,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,6.0,None,uniform,0.9531079607415486,ok,25.840419409098104
14,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,70.0,sqrt,9.0,15.0,None,None,None,None,0.9531079607415486,ok,27.02290547499433
15,0,0,1,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,7.0,None,distance,0.9367502726281353,ok,27.050089731113985
16,1,1,1,randomForestClassifier,None,None,None,gini,None,None,5.0,auto,13.0,20.0,None,None,None,None,0.9531079607415486,ok,27.622518432093784
17,0,1,1,kneighborsClassifier,None,kd_tree,None,None,17.0,None,None,None,None,None,None,4.0,None,uniform,0.9531079607415486,ok,27.664147470146418
18,1,0,0,nnClassifier,tanh,None,12,None,None,adaptive,None,None,None,None,4,None,sgd,None,0.9389312977099237,ok,43.16383128007874
19,1,1,0,nnClassifier,logistic,None,13,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.9389312977099237,ok,57.34644551994279
20,0,0,1,randomForestClassifier,None,None,None,gini,None,None,98.0,log2,2.0,2.0,None,None,None,None,0.945474372955289,ok,58.3803675819654
21,0,1,1,kneighborsClassifier,None,kd_tree,None,None,15.0,None,None,None,None,None,None,1.0,None,uniform,0.9280261723009815,ok,58.43372466205619
22,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,29.0,auto,19.0,37.0,None,None,None,None,0.9531079607415486,ok,59.53713792399503
23,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,12.0,auto,20.0,36.0,None,None,None,None,0.9531079607415486,ok,60.6011404581368
24,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,6.0,auto,17.0,30.0,None,None,None,None,0.9531079607415486,ok,61.401609250111505
25,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,16.0,30.0,None,None,None,None,0.9531079607415486,ok,62.55159246805124
26,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,sqrt,20.0,40.0,None,None,None,None,0.9531079607415486,ok,63.67156268307008
27,1,1,0,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,1.0,None,uniform,0.9018538713195202,ok,63.727943897014484
28,1,1,0,kneighborsClassifier,None,auto,None,None,2.0,None,None,None,None,None,None,9.0,None,uniform,0.9531079607415486,ok,63.78632259508595
29,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,70.0,sqrt,9.0,11.0,None,None,None,None,0.9531079607415486,ok,65.01277827494778
30,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,29.0,sqrt,6.0,13.0,None,None,None,None,0.9531079607415486,ok,66.25155548611656
31,1,1,1,randomForestClassifier,None,None,None,gini,None,None,19.0,sqrt,13.0,4.0,None,None,None,None,0.9531079607415486,ok,67.11413611611351
32,0,1,1,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,2.0,None,uniform,0.9531079607415486,ok,67.16864132508636
33,1,1,1,randomForestClassifier,None,None,None,gini,None,None,40.0,sqrt,5.0,15.0,None,None,None,None,0.9520174482006543,ok,68.08583290106617
34,1,1,1,randomForestClassifier,None,None,None,gini,None,None,17.0,auto,14.0,25.0,None,None,None,None,0.9531079607415486,ok,69.02355929696932
35,0,1,1,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,2.0,None,uniform,0.9531079607415486,ok,69.07699340605177
