,feature_0,feature_1,feature_2,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
25,0,1,0,randomForestClassifier,None,None,None,gini,None,None,5,auto,13,11,None,None,None,None,0.9596510359869138,ok,66.02343530906364
26,0,1,1,randomForestClassifier,None,None,None,gini,None,None,28,log2,16,30,None,None,None,None,0.9596510359869138,ok,66.86363254790194
27,0,1,1,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,5.0,None,uniform,0.9596510359869138,ok,66.91669141198508
28,0,1,0,randomForestClassifier,None,None,None,gini,None,None,1,auto,11,12,None,None,None,None,0.9596510359869138,ok,67.76244559790939
29,0,1,1,randomForestClassifier,None,None,None,gini,None,None,30,log2,15,28,None,None,None,None,0.9596510359869138,ok,68.61164811602794
30,0,1,1,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,2.0,None,distance,0.925845147219193,ok,68.64407339203171
31,0,1,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,8.0,None,uniform,0.9596510359869138,ok,68.8775972800795
32,0,1,1,randomForestClassifier,None,None,None,gini,None,None,29,log2,15,28,None,None,None,None,0.9596510359869138,ok,69.721363539109
33,0,1,1,randomForestClassifier,None,None,None,gini,None,None,42,log2,8,16,None,None,None,None,0.9596510359869138,ok,70.60531633696519
34,0,1,1,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,8.0,None,uniform,0.9596510359869138,ok,70.76931865606457
35,0,1,1,randomForestClassifier,None,None,None,gini,None,None,14,log2,9,29,None,None,None,None,0.9596510359869138,ok,71.6219344548881
36,0,1,1,randomForestClassifier,None,None,None,gini,None,None,44,auto,8,16,None,None,None,None,0.9596510359869138,ok,72.50312672299333
37,0,1,1,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,7.0,None,distance,0.9400218102508179,ok,72.64741385402158
38,0,1,1,nnClassifier,logistic,None,30.0,None,None,invscaling,None,None,None,None,1.0,None,lbfgs,None,0.9367502726281353,ok,72.94113674690016
39,0,1,1,randomForestClassifier,None,None,None,gini,None,None,44,auto,9,16,None,None,None,None,0.9596510359869138,ok,73.81857267697342
40,0,1,1,randomForestClassifier,None,None,None,gini,None,None,88,auto,7,7,None,None,None,None,0.9596510359869138,ok,74.70745213911869
41,0,1,0,randomForestClassifier,None,None,None,gini,None,None,16,auto,12,3,None,None,None,None,0.9596510359869138,ok,75.52248759102076
42,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
43,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,83,auto,10,8,None,None,None,None,0.9596510359869138,ok,76.53649032791145
44,1,1,1,kneighborsClassifier,None,brute,None,None,28.0,None,None,None,None,None,None,9.0,None,uniform,0.9596510359869138,ok,76.70445129298605
45,0,0,1,nnClassifier,logistic,None,32.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.9367502726281353,ok,78.34995743189938
46,1,1,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,1.0,None,uniform,0.9007633587786259,ok,78.40473846695386
47,0,0,1,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,0.9367502726281353,ok,84.45486591290683
48,0,1,1,kneighborsClassifier,None,auto,None,None,11.0,None,None,None,None,None,None,5.0,None,uniform,0.9596510359869138,ok,84.50933385198005
49,1,1,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,6.0,None,distance,0.9465648854961832,ok,84.65567042911425
50,0,0,1,nnClassifier,tanh,None,8.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.9367502726281353,ok,87.63515806407668
51,1,1,1,kneighborsClassifier,None,auto,None,None,15.0,None,None,None,None,None,None,4.0,None,uniform,0.9596510359869138,ok,87.69137851311825
52,0,1,1,nnClassifier,relu,None,26.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.9312977099236641,ok,92.92535908101127
53,0,0,1,kneighborsClassifier,None,auto,None,None,7.0,None,None,None,None,None,None,3.0,None,uniform,0.9541984732824428,ok,92.98085147794336
54,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,100,sqrt,19,33,None,None,None,None,0.9596510359869138,ok,94.10418167803437
55,0,1,1,kneighborsClassifier,None,auto,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.925845147219193,ok,94.13993993704207
56,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,55,sqrt,3,24,None,None,None,None,0.9596510359869138,ok,95.74719010991976
57,1,1,0,nnClassifier,identity,None,16.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.9367502726281353,ok,97.89845717395656
58,0,1,0,randomForestClassifier,None,None,None,gini,None,None,7,auto,14,13,None,None,None,None,0.9596510359869138,ok,98.54802106809802
59,0,1,0,randomForestClassifier,None,None,None,gini,None,None,68,auto,6,13,None,None,None,None,0.9596510359869138,ok,99.44704937795177
60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
61,1,1,0,randomForestClassifier,None,None,None,gini,None,None,38,auto,11,9,None,None,None,None,0.9596510359869138,ok,100.40572867006995
62,0,1,1,randomForestClassifier,None,None,None,gini,None,None,23,log2,17,34,None,None,None,None,0.9596510359869138,ok,101.28059612889774
63,0,1,1,randomForestClassifier,None,None,None,gini,None,None,38,log2,17,34,None,None,None,None,0.9596510359869138,ok,102.15428444906138
64,0,0,1,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,4.0,None,uniform,0.9596510359869138,ok,102.21496542193927
65,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,89,auto,10,13,None,None,None,None,0.9596510359869138,ok,103.21199697093107
66,0,1,0,randomForestClassifier,None,None,None,gini,None,None,49,log2,19,26,None,None,None,None,0.9596510359869138,ok,104.09612616989762
67,0,1,0,randomForestClassifier,None,None,None,gini,None,None,62,log2,11,19,None,None,None,None,0.9596510359869138,ok,104.9450604650192
68,0,1,1,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,9.0,None,uniform,0.9596510359869138,ok,105.11293634795584
69,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,56,log2,15,25,None,None,None,None,0.9596510359869138,ok,106.30205243104137
70,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,35,sqrt,19,20,None,None,None,None,0.9596510359869138,ok,107.46363581204787
71,0,1,1,kneighborsClassifier,None,kd_tree,None,None,29.0,None,None,None,None,None,None,7.0,None,distance,0.9400218102508179,ok,107.501035627909
72,0,1,1,randomForestClassifier,None,None,None,gini,None,None,42,log2,7,16,None,None,None,None,0.9596510359869138,ok,108.38938676007092
73,0,1,1,randomForestClassifier,None,None,None,gini,None,None,27,log2,5,23,None,None,None,None,0.9596510359869138,ok,109.29067970998585
74,0,1,1,randomForestClassifier,None,None,None,gini,None,None,50,log2,9,40,None,None,None,None,0.9596510359869138,ok,110.15623131999746
75,0,1,1,nnClassifier,identity,None,8.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.925845147219193,ok,110.58751119789667
76,0,1,0,randomForestClassifier,None,None,None,gini,None,None,68,auto,13,6,None,None,None,None,0.9596510359869138,ok,111.42569786589593
77,0,1,1,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,8.0,None,uniform,0.9596510359869138,ok,111.59312995290384
78,1,1,1,kneighborsClassifier,None,brute,None,None,25.0,None,None,None,None,None,None,10.0,None,distance,0.9520174482006543,ok,111.74243374704383
79,0,1,1,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.9312977099236641,ok,116.04865276510827
80,0,1,1,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,6.0,None,uniform,0.9596510359869138,ok,116.10528262401931
81,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,10,sqrt,2,31,None,None,None,None,0.9596510359869138,ok,117.60475573409349
82,1,1,1,kneighborsClassifier,None,ball_tree,None,None,36.0,None,None,None,None,None,None,6.0,None,uniform,0.9596510359869138,ok,117.66314375703223
83,0,1,1,randomForestClassifier,None,None,None,gini,None,None,75,auto,7,17,None,None,None,None,0.9596510359869138,ok,118.55607423000038
84,0,1,1,randomForestClassifier,None,None,None,gini,None,None,48,auto,4,21,None,None,None,None,0.9596510359869138,ok,119.48779226490296
85,0,0,1,randomForestClassifier,None,None,None,gini,None,None,43,auto,9,15,None,None,None,None,0.9596510359869138,ok,120.4414590978995
86,0,1,1,randomForestClassifier,None,None,None,gini,None,None,78,auto,6,7,None,None,None,None,0.9574700109051254,ok,121.367480824003
87,1,1,1,randomForestClassifier,None,None,None,gini,None,None,92,auto,7,11,None,None,None,None,0.9596510359869138,ok,122.28146670106798
88,0,1,1,randomForestClassifier,None,None,None,gini,None,None,56,auto,10,5,None,None,None,None,0.9596510359869138,ok,123.1723172410857
89,0,1,1,randomForestClassifier,None,None,None,gini,None,None,36,log2,17,35,None,None,None,None,0.9596510359869138,ok,124.03631242108531
90,0,0,1,kneighborsClassifier,None,ball_tree,None,None,6.0,None,None,None,None,None,None,2.0,None,uniform,0.9563794983642312,ok,124.10977566801012
91,1,1,1,nnClassifier,relu,None,27.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.935659760087241,ok,130.9260164659936
92,0,1,0,randomForestClassifier,None,None,None,gini,None,None,61,log2,12,19,None,None,None,None,0.9596510359869138,ok,131.77369107096456
93,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
94,1,1,0,randomForestClassifier,None,None,None,gini,None,None,67,auto,4,10,None,None,None,None,0.9596510359869138,ok,132.78443914698437
95,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,81,sqrt,10,26,None,None,None,None,0.9596510359869138,ok,133.7844027141109
96,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
97,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,49,log2,20,14,None,None,None,None,0.9596510359869138,ok,134.75178155791946
98,0,1,0,randomForestClassifier,None,None,None,gini,None,None,60,log2,19,26,None,None,None,None,0.9596510359869138,ok,135.6456130091101
99,0,1,0,randomForestClassifier,None,None,None,gini,None,None,65,log2,16,18,None,None,None,None,0.9596510359869138,ok,136.47160220192745
