activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,kd_tree,10,gini,0,1,1,15,constant,47,sqrt,16,32,nnClassifier,9,4,adam,distance,0.9450431034482759
logistic,brute,14,entropy,1,1,1,34,invscaling,58,auto,9,10,kneighborsClassifier,1,7,sgd,distance,0.9439655172413793
tanh,kd_tree,22,entropy,1,1,1,6,constant,99,log2,19,7,kneighborsClassifier,5,8,adam,distance,0.9450431034482759
relu,auto,20,gini,1,1,0,34,constant,54,auto,2,18,randomForestClassifier,10,10,adam,uniform,0.947198275862069
tanh,brute,24,entropy,1,1,1,9,adaptive,75,sqrt,13,24,kneighborsClassifier,5,5,sgd,uniform,0.947198275862069
logistic,ball_tree,18,gini,0,0,0,26,constant,100,log2,17,5,kneighborsClassifier,5,6,lbfgs,uniform,0.0
relu,brute,13,gini,1,0,0,8,invscaling,67,sqrt,14,9,nnClassifier,4,2,lbfgs,distance,0.9482758620689655
logistic,kd_tree,8,gini,0,0,0,5,constant,54,auto,19,40,kneighborsClassifier,5,6,lbfgs,uniform,0.0
logistic,ball_tree,17,gini,1,1,1,2,constant,58,log2,19,6,randomForestClassifier,2,1,sgd,uniform,0.947198275862069
tanh,kd_tree,17,entropy,0,1,1,36,adaptive,76,log2,12,13,kneighborsClassifier,3,5,sgd,distance,0.9353448275862069
identity,kd_tree,10,gini,1,1,1,12,constant,55,log2,8,20,randomForestClassifier,7,6,sgd,uniform,0.947198275862069
identity,kd_tree,18,entropy,0,0,1,24,adaptive,46,log2,19,31,randomForestClassifier,5,4,lbfgs,distance,0.947198275862069
identity,kd_tree,10,entropy,0,0,1,40,adaptive,81,sqrt,20,16,randomForestClassifier,2,3,adam,uniform,0.947198275862069
logistic,kd_tree,8,gini,1,1,0,23,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
logistic,ball_tree,13,gini,1,0,0,21,invscaling,5,auto,15,18,kneighborsClassifier,2,9,adam,uniform,0.947198275862069
relu,brute,16,entropy,1,1,0,12,adaptive,38,auto,2,19,nnClassifier,3,3,lbfgs,uniform,0.9482758620689655
logistic,ball_tree,25,gini,0,0,0,21,invscaling,15,auto,15,11,kneighborsClassifier,6,9,sgd,distance,0.0
tanh,brute,16,gini,1,1,1,4,invscaling,2,sqrt,18,33,randomForestClassifier,9,8,adam,distance,0.947198275862069
tanh,brute,13,gini,0,0,0,20,adaptive,44,log2,14,6,nnClassifier,6,8,sgd,distance,0.0
identity,brute,24,entropy,0,1,1,25,constant,92,log2,11,12,kneighborsClassifier,2,2,lbfgs,distance,0.9245689655172413
relu,brute,13,gini,1,0,0,8,invscaling,67,sqrt,14,9,nnClassifier,4,2,lbfgs,distance,0.9482758620689655
logistic,kd_tree,8,gini,1,1,0,23,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
relu,brute,16,entropy,1,1,0,12,adaptive,38,auto,2,19,nnClassifier,3,3,lbfgs,uniform,0.9482758620689655
relu,auto,20,gini,1,1,0,34,constant,54,auto,2,18,randomForestClassifier,10,10,adam,uniform,0.947198275862069
tanh,brute,24,entropy,1,1,1,9,adaptive,75,sqrt,13,24,kneighborsClassifier,5,5,sgd,uniform,0.947198275862069
logistic,ball_tree,17,gini,1,1,1,2,constant,58,log2,19,6,randomForestClassifier,2,1,sgd,uniform,0.947198275862069
identity,kd_tree,10,gini,1,1,1,12,constant,55,log2,8,20,randomForestClassifier,7,6,sgd,uniform,0.947198275862069
identity,kd_tree,18,entropy,0,0,1,24,adaptive,46,log2,19,31,randomForestClassifier,5,4,lbfgs,distance,0.947198275862069
identity,kd_tree,10,entropy,0,0,1,40,adaptive,81,sqrt,20,16,randomForestClassifier,2,3,adam,uniform,0.947198275862069
logistic,ball_tree,13,gini,1,0,0,21,invscaling,5,auto,15,18,kneighborsClassifier,2,9,adam,uniform,0.947198275862069
relu,brute,13,gini,1,0,0,8,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
logistic,kd_tree,8,gini,1,1,0,23,adaptive,38,auto,2,19,randomForestClassifier,3,3,lbfgs,uniform,0.947198275862069
relu,brute,16,entropy,1,1,0,12,constant,54,auto,2,18,randomForestClassifier,10,10,adam,uniform,0.947198275862069
relu,auto,20,gini,1,1,0,34,adaptive,75,sqrt,13,24,kneighborsClassifier,5,5,sgd,uniform,0.947198275862069
tanh,brute,24,entropy,1,1,1,9,constant,58,log2,19,6,randomForestClassifier,2,1,sgd,distance,0.947198275862069
logistic,ball_tree,17,gini,1,1,1,2,constant,55,log2,8,20,randomForestClassifier,7,6,sgd,distance,0.947198275862069
identity,kd_tree,10,gini,1,1,1,12,adaptive,46,log2,19,31,randomForestClassifier,10,4,lbfgs,distance,0.947198275862069
identity,kd_tree,18,entropy,0,0,1,24,adaptive,81,sqrt,20,16,randomForestClassifier,2,3,adam,uniform,0.947198275862069
identity,kd_tree,10,entropy,0,0,1,40,invscaling,5,auto,7,18,kneighborsClassifier,2,9,adam,uniform,0.9482758620689655
logistic,ball_tree,13,gini,1,0,0,21,invscaling,67,sqrt,14,9,nnClassifier,4,2,lbfgs,distance,0.9482758620689655
relu,brute,13,gini,1,0,0,8,invscaling,67,sqrt,14,9,nnClassifier,4,2,lbfgs,distance,0.9482758620689655
logistic,kd_tree,8,gini,1,1,0,23,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
relu,brute,16,entropy,1,1,0,12,adaptive,38,auto,2,19,nnClassifier,3,3,lbfgs,uniform,0.9482758620689655
relu,brute,13,gini,1,0,0,8,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
identity,kd_tree,10,entropy,0,0,1,40,invscaling,5,auto,7,18,kneighborsClassifier,2,9,adam,uniform,0.9482758620689655
logistic,ball_tree,13,gini,1,0,0,21,invscaling,67,sqrt,14,9,nnClassifier,4,2,lbfgs,distance,0.9482758620689655
relu,auto,20,gini,1,1,0,34,constant,54,auto,2,18,randomForestClassifier,10,10,adam,uniform,0.947198275862069
tanh,brute,24,entropy,1,1,1,9,adaptive,75,sqrt,13,24,kneighborsClassifier,5,5,sgd,uniform,0.947198275862069
logistic,ball_tree,17,gini,1,1,1,2,constant,58,log2,19,6,randomForestClassifier,2,1,sgd,uniform,0.947198275862069
identity,kd_tree,10,gini,1,1,1,12,constant,55,log2,8,20,randomForestClassifier,7,6,sgd,uniform,0.947198275862069
relu,brute,13,gini,1,0,0,8,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
logistic,kd_tree,8,gini,1,1,0,23,adaptive,38,auto,2,19,nnClassifier,3,7,lbfgs,uniform,0.9482758620689655
relu,brute,15,entropy,1,1,0,12,constant,24,log2,19,30,nnClassifier,1,3,lbfgs,uniform,0.9482758620689655
relu,brute,13,gini,1,0,0,8,invscaling,5,auto,7,17,kneighborsClassifier,2,9,adam,uniform,0.947198275862069
identity,kd_tree,10,entropy,0,0,1,40,invscaling,67,sqrt,19,9,nnClassifier,4,2,lbfgs,distance,0.9396551724137931
logistic,ball_tree,13,gini,1,0,0,21,constant,54,auto,2,18,randomForestClassifier,10,10,adam,uniform,0.947198275862069
relu,brute,20,gini,1,1,0,34,adaptive,75,sqrt,13,24,kneighborsClassifier,5,5,sgd,uniform,0.947198275862069
