activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,15,entropy,0,0,1,25,constant,43,auto,17,15,randomForestClassifier,10,5,lbfgs,distance,0.9482758620689655
identity,auto,31,entropy,1,1,1,3,constant,94,sqrt,10,26,kneighborsClassifier,3,3,lbfgs,distance,0.9299568965517241
identity,kd_tree,31,entropy,0,1,1,4,constant,39,auto,7,4,randomForestClassifier,8,8,adam,uniform,0.9493534482758621
logistic,ball_tree,23,entropy,1,0,1,36,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
relu,brute,10,entropy,1,1,0,27,adaptive,14,auto,6,11,nnClassifier,4,5,lbfgs,distance,0.9396551724137931
tanh,ball_tree,16,gini,0,1,1,37,adaptive,23,auto,17,36,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
relu,auto,20,entropy,0,1,0,37,invscaling,90,auto,4,40,kneighborsClassifier,1,8,lbfgs,distance,0.9482758620689655
logistic,auto,32,entropy,1,0,1,40,constant,5,log2,14,8,randomForestClassifier,9,8,lbfgs,uniform,0.9493534482758621
identity,brute,16,gini,0,1,1,11,invscaling,48,log2,4,37,randomForestClassifier,1,5,adam,uniform,0.9493534482758621
relu,ball_tree,27,gini,1,1,1,3,adaptive,77,auto,13,34,randomForestClassifier,5,6,lbfgs,uniform,0.9493534482758621
tanh,kd_tree,19,gini,1,1,0,33,adaptive,42,sqrt,19,14,nnClassifier,7,2,lbfgs,distance,0.9396551724137931
logistic,ball_tree,8,gini,0,1,0,25,adaptive,83,auto,16,24,nnClassifier,10,10,adam,uniform,0.9396551724137931
logistic,ball_tree,15,entropy,0,0,1,14,constant,10,auto,5,3,randomForestClassifier,1,7,sgd,distance,0.9482758620689655
identity,ball_tree,9,gini,1,1,1,20,invscaling,29,sqrt,13,20,nnClassifier,9,6,lbfgs,distance,0.9267241379310345
identity,kd_tree,24,entropy,0,0,0,26,adaptive,35,sqrt,10,13,kneighborsClassifier,6,6,lbfgs,uniform,0.0
relu,auto,12,gini,1,1,0,5,constant,91,log2,15,21,kneighborsClassifier,4,8,sgd,uniform,0.9493534482758621
identity,ball_tree,16,gini,1,1,1,35,invscaling,16,log2,14,28,kneighborsClassifier,3,6,adam,uniform,0.9493534482758621
tanh,kd_tree,19,gini,1,1,1,31,invscaling,65,auto,10,38,nnClassifier,10,9,sgd,uniform,0.9385775862068966
logistic,brute,28,gini,0,0,1,25,adaptive,84,log2,14,23,nnClassifier,8,10,sgd,uniform,0.9396551724137931
identity,kd_tree,11,entropy,1,0,1,27,adaptive,44,log2,16,25,randomForestClassifier,1,1,adam,uniform,0.9493534482758621
identity,kd_tree,31,entropy,0,1,1,4,constant,39,auto,7,4,randomForestClassifier,8,8,adam,uniform,0.9493534482758621
logistic,ball_tree,23,entropy,1,0,1,36,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
tanh,ball_tree,16,gini,0,1,1,37,adaptive,23,auto,17,36,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
logistic,auto,32,entropy,1,0,1,40,constant,5,log2,14,8,randomForestClassifier,9,8,lbfgs,uniform,0.9493534482758621
identity,brute,16,gini,0,1,1,11,invscaling,48,log2,4,37,randomForestClassifier,1,5,adam,uniform,0.9493534482758621
relu,ball_tree,27,gini,1,1,1,3,adaptive,77,auto,13,34,randomForestClassifier,5,6,lbfgs,uniform,0.9493534482758621
relu,auto,12,gini,1,1,0,5,constant,91,log2,15,21,kneighborsClassifier,4,8,sgd,uniform,0.9493534482758621
identity,ball_tree,16,gini,1,1,1,35,invscaling,16,log2,14,28,kneighborsClassifier,3,6,adam,uniform,0.9493534482758621
identity,kd_tree,11,entropy,1,0,1,27,adaptive,44,log2,16,25,randomForestClassifier,1,1,adam,uniform,0.9493534482758621
tanh,brute,15,entropy,0,0,1,25,constant,43,auto,17,15,randomForestClassifier,10,5,lbfgs,distance,0.9482758620689655
identity,kd_tree,31,entropy,0,1,1,4,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
tanh,ball_tree,23,entropy,1,0,1,36,adaptive,23,auto,17,36,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
tanh,ball_tree,16,gini,0,1,1,37,constant,5,log2,14,34,randomForestClassifier,9,8,lbfgs,uniform,0.9493534482758621
logistic,auto,32,entropy,1,0,1,40,invscaling,48,log2,4,37,randomForestClassifier,2,5,adam,uniform,0.9493534482758621
identity,ball_tree,16,gini,0,1,1,11,adaptive,77,auto,2,34,randomForestClassifier,5,6,lbfgs,uniform,0.9493534482758621
relu,ball_tree,27,gini,1,1,1,3,constant,91,log2,15,21,kneighborsClassifier,4,8,sgd,uniform,0.9493534482758621
relu,auto,12,gini,1,1,0,5,invscaling,16,log2,14,28,kneighborsClassifier,3,6,adam,uniform,0.9493534482758621
identity,ball_tree,16,gini,1,1,1,35,adaptive,44,log2,16,25,randomForestClassifier,1,1,adam,uniform,0.9493534482758621
identity,kd_tree,11,gini,1,0,1,27,constant,43,auto,17,15,randomForestClassifier,10,5,lbfgs,distance,0.9493534482758621
tanh,brute,15,entropy,0,0,1,25,constant,39,auto,7,4,randomForestClassifier,8,8,adam,uniform,0.947198275862069
identity,kd_tree,31,entropy,0,1,1,4,constant,39,auto,7,4,randomForestClassifier,8,8,adam,uniform,0.9493534482758621
logistic,ball_tree,23,entropy,1,0,1,36,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
tanh,ball_tree,16,gini,0,1,1,37,adaptive,23,auto,17,36,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
logistic,auto,32,entropy,1,0,1,40,constant,5,log2,14,8,randomForestClassifier,9,8,lbfgs,uniform,0.9493534482758621
identity,brute,16,gini,0,1,1,11,invscaling,48,log2,4,37,randomForestClassifier,1,5,adam,uniform,0.9493534482758621
relu,ball_tree,27,gini,1,1,1,3,adaptive,77,auto,13,34,randomForestClassifier,5,6,lbfgs,uniform,0.9493534482758621
relu,auto,12,gini,1,1,0,5,constant,91,log2,15,21,kneighborsClassifier,4,8,sgd,uniform,0.9493534482758621
identity,ball_tree,16,gini,1,1,1,35,invscaling,16,log2,14,28,kneighborsClassifier,3,6,adam,uniform,0.9493534482758621
identity,kd_tree,11,entropy,1,0,1,27,adaptive,44,log2,16,25,randomForestClassifier,1,1,adam,uniform,0.9493534482758621
identity,kd_tree,31,entropy,0,1,1,4,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
identity,kd_tree,31,entropy,0,1,0,4,adaptive,9,auto,19,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
logistic,ball_tree,23,entropy,1,0,1,23,adaptive,23,auto,17,16,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
tanh,ball_tree,16,gini,0,1,1,37,constant,5,log2,14,8,randomForestClassifier,9,8,lbfgs,uniform,0.9493534482758621
logistic,auto,32,entropy,1,0,1,40,invscaling,48,log2,4,37,randomForestClassifier,1,5,adam,uniform,0.9493534482758621
identity,brute,16,gini,0,1,1,11,adaptive,77,auto,13,34,randomForestClassifier,5,6,lbfgs,uniform,0.9493534482758621
relu,ball_tree,27,gini,1,1,1,3,constant,91,log2,15,21,kneighborsClassifier,4,8,sgd,uniform,0.9493534482758621
relu,auto,12,gini,1,1,0,5,invscaling,16,log2,14,28,nnClassifier,3,6,adam,uniform,0.9396551724137931
identity,ball_tree,16,gini,1,1,1,35,adaptive,44,log2,16,25,randomForestClassifier,1,1,adam,uniform,0.9493534482758621
identity,kd_tree,11,entropy,1,0,1,4,adaptive,9,auto,6,37,kneighborsClassifier,5,6,adam,uniform,0.9493534482758621
identity,kd_tree,31,entropy,0,1,0,4,constant,39,log2,7,4,kneighborsClassifier,3,8,adam,uniform,0.9493534482758621
identity,kd_tree,31,entropy,0,1,1,4,constant,39,auto,7,4,randomForestClassifier,8,8,adam,uniform,0.9493534482758621
logistic,ball_tree,23,entropy,1,0,1,36,adaptive,9,auto,6,37,kneighborsClassifier,5,8,adam,uniform,0.9493534482758621
tanh,ball_tree,16,gini,0,1,1,37,adaptive,23,auto,17,36,randomForestClassifier,8,4,sgd,uniform,0.9493534482758621
